ahn_shipmentid,ahn_name,ahn_salesorderid,ahn_customerid,ahn_warehouse,ahn_sourcing,ahn_carrier,ahn_orderedtons,ahn_loadedtons,ahn_truckloads,ahn_stockreadyon,ahn_loadedon,ahn_dispatchedon,ahn_deliveredon,ahn_waybillnumber,ahn_podreceived,createdon,statecode,statuscode
2a4c2842-41c5-4326-b427-a12ebd13f4bb,SHP-001289,dde214c4-7616-4ac8-88c6-d8c529d50579,901bcdef-b56f-48ce-bd66-971e88476c56,100000000,100000000,100000002,40.0,39.98,2,2025-11-23T13:53:55Z,2025-11-23T22:18:33Z,2025-11-23T23:11:10Z,2025-11-24T06:03:00Z,WB-001289,True,2025-11-23T13:41:00Z,1,2
2bf19871-ede2-46d9-a6d9-2cbf551e23dd,SHP-001290,2abffbb3-7664-47a9-8a1a-b7b6bda26c59,901bcdef-b56f-48ce-bd66-971e88476c56,100000000,100000000,100000002,29.5,29.48,2,2026-01-03T10:13:53Z,2026-01-07T06:52:42Z,2026-01-07T08:50:55Z,2026-01-07T12:22:00Z,WB-001290,True,2026-01-03T10:25:00Z,1,2
8e54ee53-6292-4754-819f-87335840a807,SHP-001291,dd064138-d5a2-4dc1-9dd5-fa510fcdf3b4,901bcdef-b56f-48ce-bd66-971e88476c56,100000000,100000000,100000002,30.0,29.93,2,2026-02-25T09:01:12Z,2026-03-01T23:18:31Z,2026-03-02T00:31:53Z,2026-03-02T06:07:00Z,WB-001291,True,2026-02-25T06:15:00Z,1,2
30b2313d-a5a0-4b38-b3c1-461fc8587836,SHP-001292,dec789ca-8e81-4ce0-95ef-43cbcee44ebb,044251db-d0d4-4a67-b992-8faa4cbf131d,100000001,100000000,100000000,55.0,55.07,3,2025-12-25T12:36:19Z,2025-12-31T22:19:05Z,2025-12-31T23:11:20Z,2026-01-01T06:32:00Z,WB-001292,True,2025-12-25T10:00:00Z,1,2
90939133-2a63-4b0e-a79f-d88a00ad0d80,SHP-001293,3812a641-91a8-4c5d-8acf-185ef29a1e8b,1c0f0bdc-ac7e-437c-94cc-1e2a5e4cb287,100000002,100000001,100000000,180.0,180.26,8,2024-08-08T15:07:44Z,2024-08-10T02:00:05Z,2024-08-10T03:28:21Z,2024-08-10T08:19:00Z,WB-001293,True,2024-08-04T10:19:00Z,1,2
380c6d5c-39b2-4310-a299-df4b8f1ec1b6,SHP-001294,adca58f7-c442-45de-9356-44008b365e4c,4ec3f970-956d-40e4-aaa2-6216fada98f5,100000001,100000000,100000000,30.0,30.12,2,2025-07-29T16:05:32Z,2025-07-30T23:56:20Z,2025-07-31T01:30:20Z,2025-07-31T04:37:00Z,WB-001294,True,2025-07-29T12:38:00Z,1,2
2d64c38c-b980-43de-8c7b-7f8948568381,SHP-001295,e900fae2-71a2-4ad0-b820-1c7a9d20fda2,4ec3f970-956d-40e4-aaa2-6216fada98f5,100000001,100000000,100000000,35.0,34.94,2,2025-07-29T08:53:32Z,2025-08-05T04:53:19Z,2025-08-05T05:51:15Z,2025-08-05T12:37:00Z,WB-001295,True,2025-07-29T06:58:00Z,1,2
38ff2a2e-e385-4adc-b8d2-3d4783d422f4,SHP-001296,6eb3db2c-adfe-4114-9603-a2497b8a7083,4ec3f970-956d-40e4-aaa2-6216fada98f5,100000001,100000000,100000000,35.0,34.78,2,2025-09-25T11:35:53Z,2025-09-28T02:54:28Z,2025-09-28T03:20:24Z,2025-09-28T09:01:00Z,WB-001296,True,2025-09-25T08:26:00Z,1,2
9cfb59a7-6039-4c49-9168-18a2184d8e31,SHP-001297,283859a4-4dfb-440f-9daf-eb6a1b9596ea,df41e335-b9ae-48e4-a615-99c8cbf81f86,100000003,100000000,100000000,55.0,54.96,3,2024-07-22T13:20:49Z,2024-07-27T01:24:33Z,2024-07-27T02:54:29Z,2024-07-27T10:04:00Z,WB-001297,True,2024-07-22T13:26:00Z,1,2
2d181479-7c0d-4a03-92ad-df6badea5c65,SHP-001298,e96e37ac-6092-479b-92fb-765a794061f9,df41e335-b9ae-48e4-a615-99c8cbf81f86,100000003,100000000,100000000,60.0,60.06,3,2024-07-20T12:51:39Z,2024-07-26T22:41:38Z,2024-07-27T00:23:54Z,2024-07-27T07:30:00Z,WB-001298,True,2024-07-20T11:41:00Z,1,2
26de366f-de03-4c5d-b67d-bb38bf4cefae,SHP-001299,55ac5bd1-9f6b-423a-8c6e-4ec733aeb462,df41e335-b9ae-48e4-a615-99c8cbf81f86,100000003,100000000,100000000,75.0,75.16,4,2024-12-01T11:39:33Z,2024-12-07T02:41:06Z,2024-12-07T03:41:15Z,2024-12-07T09:12:00Z,WB-001299,True,2024-12-01T09:56:00Z,1,2
c361ef50-4697-492d-a96f-bae9adcdf904,SHP-001300,c048b4f2-d031-4917-a944-a90fea186a09,df41e335-b9ae-48e4-a615-99c8cbf81f86,100000003,100000000,100000000,30.0,30.04,2,2025-04-15T12:37:18Z,2025-04-17T02:27:46Z,2025-04-17T03:27:43Z,2025-04-17T08:53:00Z,WB-001300,True,2025-04-15T11:51:00Z,1,2
ce1e1cee-98ea-4ac2-b49c-f8165f94ce2d,SHP-001301,57c0c8ab-1fb0-4cba-992f-436b9ee7deff,df41e335-b9ae-48e4-a615-99c8cbf81f86,100000003,100000000,100000003,165.0,164.04,7,2025-08-24T10:17:44Z,2025-08-25T03:07:38Z,2025-08-25T03:42:18Z,2025-08-25T08:57:00Z,WB-001301,True,2025-08-24T09:30:00Z,1,2
f3143240-a431-4d37-8800-6be66b1b8812,SHP-001302,504f1b83-9b43-4b3d-989f-56a000648e70,df41e335-b9ae-48e4-a615-99c8cbf81f86,100000003,100000000,100000000,60.0,59.84,3,2025-08-17T14:04:29Z,2025-08-23T02:42:05Z,2025-08-23T04:35:03Z,2025-08-23T11:19:00Z,WB-001302,True,2025-08-17T10:13:00Z,1,2
08d44d7e-a3b3-4d7f-93f2-8266972621e6,SHP-001303,27913cea-6cee-4c72-b37f-01f60631fc10,98cf1188-06d2-4913-a117-3719b023a0ea,100000000,100000000,100000000,85.5,85.62,4,2024-08-17T08:36:43Z,2024-08-20T23:17:52Z,2024-08-21T01:00:11Z,2024-08-21T05:16:00Z,WB-001303,True,2024-08-17T06:41:00Z,1,2
8b6b07ef-ebe4-4903-8af6-c24bda7bbc5a,SHP-001304,002d966b-6988-4344-9129-d527623082d1,98cf1188-06d2-4913-a117-3719b023a0ea,100000000,100000000,100000002,70.0,70.06,3,2024-12-17T09:14:37Z,2024-12-21T07:41:17Z,2024-12-21T08:50:04Z,2024-12-21T13:03:00Z,WB-001304,True,2024-12-17T09:29:00Z,1,2
2071c545-4119-44b8-9cd3-25a6201bde2b,SHP-001305,7e278243-3562-41d4-a8fc-f0b90fd79677,98cf1188-06d2-4913-a117-3719b023a0ea,100000000,100000001,100000000,255.0,254.26,11,2025-03-16T18:47:59Z,2025-03-18T22:51:31Z,2025-03-19T00:33:09Z,2025-03-19T06:41:00Z,WB-001305,True,2025-03-12T12:33:00Z,1,2
b4ff56dc-6bab-4574-bb01-bdc1f9cd229a,SHP-001306,6fb5449c-3bbe-4981-873e-14855ff85a88,98cf1188-06d2-4913-a117-3719b023a0ea,100000000,100000000,100000000,115.0,115.09,5,2025-02-27T06:31:41Z,2025-03-01T22:59:56Z,2025-03-01T23:46:40Z,2025-03-02T05:46:00Z,WB-001306,True,2025-02-27T05:24:00Z,1,2
b7718266-2c1a-45d4-b00b-e80b090abe19,SHP-001307,dd4835b7-1508-4d35-b04a-b92272083910,98cf1188-06d2-4913-a117-3719b023a0ea,100000000,100000000,100000000,130.0,129.69,6,2025-04-09T13:35:54Z,2025-04-16T05:25:37Z,2025-04-16T07:05:03Z,2025-04-16T12:35:00Z,WB-001307,True,2025-04-09T13:23:00Z,1,2
7ade8bba-c2b4-4870-b7b0-336fc8c8809d,SHP-001308,2b51ac41-2c3d-4918-8a38-ed37c5ad0efa,98cf1188-06d2-4913-a117-3719b023a0ea,100000000,100000000,100000000,270.0,269.5,12,2026-04-21T07:34:58Z,2026-04-25T19:33:19Z,2026-04-25T20:37:04Z,2026-04-26T05:42:00Z,WB-001308,True,2026-04-21T05:29:00Z,1,2
468a0d32-de23-4d49-8497-f39ea360c91b,SHP-001309,48f3d4b0-b4cb-436a-ad1e-2ef90b6f9270,a7d4cf50-f791-41e5-83f9-cd6b797ebe87,100000000,100000000,100000000,85.0,85.1,4,2024-08-13T14:21:24Z,2024-08-17T05:43:00Z,2024-08-17T07:21:56Z,2024-08-17T10:46:00Z,WB-001309,False,2024-08-13T13:58:00Z,1,2
32440227-486b-420e-81cc-a5d8c190f7d7,SHP-001310,ef71f554-2ae1-49c6-b9d2-4e2d09426161,a7d4cf50-f791-41e5-83f9-cd6b797ebe87,100000000,100000000,100000002,220.0,220.13,10,2024-11-16T16:50:26Z,2024-11-19T06:33:13Z,2024-11-19T08:30:20Z,2024-11-19T12:49:00Z,WB-001310,True,2024-11-16T13:09:00Z,1,2
0712a9e7-ad48-4c4f-a79b-babfecf5a774,SHP-001311,30059598-ef2b-41a1-8eb1-741e52291d35,a7d4cf50-f791-41e5-83f9-cd6b797ebe87,100000000,100000000,100000002,80.0,79.99,4,2025-01-19T07:09:28Z,2025-01-23T07:03:26Z,2025-01-23T07:49:14Z,2025-01-23T10:16:00Z,WB-001311,True,2025-01-19T06:09:00Z,1,2
a3808292-bae2-4df5-be63-6e09a94c9957,SHP-001312,3a4d556d-2075-426f-a654-022ad704f057,a7d4cf50-f791-41e5-83f9-cd6b797ebe87,100000000,100000000,100000003,220.0,219.49,10,2025-01-26T09:37:53Z,2025-01-27T07:38:42Z,2025-01-27T08:38:26Z,2025-01-27T12:43:00Z,WB-001312,True,2025-01-26T08:38:00Z,1,2
ea829426-b446-4a6e-841d-947088216e32,SHP-001313,3f204091-61f9-4eba-815d-53d4faf09ebb,a7d4cf50-f791-41e5-83f9-cd6b797ebe87,100000000,100000000,100000002,270.0,269.95,12,2025-07-10T08:55:07Z,2025-07-12T03:07:33Z,2025-07-12T04:34:33Z,2025-07-12T08:38:00Z,WB-001313,True,2025-07-10T08:48:00Z,1,2
cd90487a-ad49-4f73-86a9-c2a5b9b8d311,SHP-001314,7e81c016-8dfe-4a12-b126-78ccd19eea0a,a7d4cf50-f791-41e5-83f9-cd6b797ebe87,100000000,100000000,100000002,65.0,65.31,3,2025-08-20T13:31:29Z,2025-08-21T05:40:40Z,2025-08-21T07:27:05Z,2025-08-21T13:07:00Z,WB-001314,True,2025-08-20T10:45:00Z,1,2
5aa4d176-6cbb-483a-9122-8fac80e6fc6c,SHP-001315,bca41a95-406c-4827-b1f2-75266f85822d,a7d4cf50-f791-41e5-83f9-cd6b797ebe87,100000000,100000001,100000001,155.0,155.65,7,2026-01-20T10:14:16Z,2026-01-21T04:08:09Z,2026-01-21T05:10:46Z,2026-01-21T09:05:00Z,WB-001315,True,2026-01-17T09:06:00Z,1,2
c50a49dc-3bc1-482e-ad9f-4c1b04aceca8,SHP-001316,34cb2744-f419-4217-aafd-c1cdbfd4be2c,a7d4cf50-f791-41e5-83f9-cd6b797ebe87,100000000,100000000,100000000,80.0,79.52,4,2026-02-24T13:20:08Z,2026-03-02T05:24:29Z,2026-03-02T05:58:27Z,2026-03-02T10:52:00Z,WB-001316,True,2026-02-24T09:44:00Z,1,2
c5a3d802-9abd-4be4-99f4-2a7d51f6453b,SHP-001317,a2c3fff5-77af-4a1c-9dab-67012d673f18,a7d4cf50-f791-41e5-83f9-cd6b797ebe87,100000000,100000000,100000002,70.0,70.14,3,2026-03-18T10:40:07Z,2026-03-19T04:59:09Z,2026-03-19T06:21:23Z,2026-03-19T09:52:00Z,WB-001317,True,2026-03-18T10:28:00Z,1,2
40f25633-04e5-4505-a97f-8ed551c45583,SHP-001318,b6520f0a-a855-4a06-80d2-c723b6d067c9,a7d4cf50-f791-41e5-83f9-cd6b797ebe87,100000000,100000000,100000002,130.0,129.86,6,2026-04-29T11:54:44Z,2026-04-30T06:04:44Z,2026-04-30T07:22:48Z,2026-04-30T11:21:00Z,WB-001318,True,2026-04-29T09:24:00Z,1,2
07036e73-67d1-4f71-82bd-d37ce1597845,SHP-001319,6109d827-bb6b-4d63-b56f-22b85c1a57f0,a7d4cf50-f791-41e5-83f9-cd6b797ebe87,100000000,100000000,100000002,175.0,174.83,8,2026-05-25T13:17:00Z,2026-05-30T03:55:53Z,2026-05-30T04:55:44Z,2026-05-30T08:50:00Z,WB-001319,True,2026-05-25T11:24:00Z,1,2
07abefd0-922b-4399-bd86-d32381f44c3d,SHP-001320,9dcda0ac-b0d8-4db9-bbb0-5f90e228daae,a7d4cf50-f791-41e5-83f9-cd6b797ebe87,100000000,100000000,100000000,100.0,99.91,5,2026-06-13T08:27:05Z,2026-06-20T01:56:22Z,2026-06-20T03:17:04Z,2026-06-20T08:37:00Z,WB-001320,True,2026-06-13T06:02:00Z,1,2
80bffeb9-5b76-47cc-8339-eb9ced9b5ef7,SHP-001321,6ab1a826-604a-414f-a6c0-9a28ce505498,9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,100000003,100000000,100000002,275.0,275.28,12,2024-09-01T09:44:07Z,2024-09-01T19:46:19Z,2024-09-01T20:40:06Z,2024-09-02T07:11:00Z,WB-001321,False,2024-09-01T08:15:00Z,1,2
5f848aa9-cf34-4fd6-8b66-a78a92cc153e,SHP-001322,b9f6f6d8-2d33-42e2-b977-3beb22ecc9ae,9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,100000003,100000000,100000000,65.0,64.77,3,2024-10-21T13:24:48Z,2024-10-26T03:55:00Z,2024-10-26T05:41:30Z,2024-10-26T11:09:00Z,WB-001322,True,2024-10-21T12:42:00Z,1,2
2b6c13cb-3d7f-47bd-9f07-16cd8663a586,SHP-001323,d4780538-e1b4-4206-ae50-f64acb6c9cef,9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,100000003,100000000,100000002,245.0,244.26,11,2025-02-20T12:50:17Z,2025-02-22T00:23:50Z,2025-02-22T02:00:32Z,2025-02-22T09:00:00Z,WB-001323,True,2025-02-20T11:53:00Z,1,2
0c6c1dc8-9cae-479a-8a87-4cf71a0d3bee,SHP-001324,72b275c8-ed5b-4df4-8ae3-4e6dd813c458,9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,100000003,100000000,100000000,160.0,160.82,7,2025-05-20T12:52:58Z,2025-05-25T04:31:23Z,2025-05-25T05:36:43Z,2025-05-25T10:45:00Z,WB-001324,True,2025-05-20T11:19:00Z,1,2
4a3be739-aa6e-4243-ba94-4e0d72cd4e8c,SHP-001325,9cc2856f-04aa-45d2-928d-d8cab05c7bbb,9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,100000003,100000001,100000000,105.0,104.84,5,2025-08-15T10:37:13Z,2025-08-17T02:27:21Z,2025-08-17T03:50:14Z,2025-08-17T12:57:00Z,WB-001325,True,2025-08-11T06:59:00Z,1,2
90856f7d-ebf3-40c2-b481-2c752b7976b1,SHP-001326,8cc8911c-9e93-471f-9988-3ed33e975681,9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,100000003,100000000,100000003,150.0,149.94,7,2025-12-22T10:10:25Z,2025-12-23T00:02:26Z,2025-12-23T01:46:59Z,2025-12-23T13:24:00Z,WB-001326,True,2025-12-22T07:12:00Z,1,2
99b2ac4e-6bcb-4f51-8019-c910c579b656,SHP-001327,7aea92f8-b36c-4e13-bef9-168724f6d2a5,9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,100000003,100000001,100000000,120.0,119.94,5,2026-01-20T00:06:55Z,2026-01-21T22:03:17Z,2026-01-21T22:44:12Z,2026-01-22T06:35:00Z,WB-001327,True,2026-01-15T07:48:00Z,1,2
82b371c4-0c03-4b36-b46b-38694025bcbe,SHP-001328,91978e7a-1b56-451e-80a6-fdda1a83b9a3,9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,100000003,100000001,100000001,180.0,180.64,8,2026-02-24T07:23:01Z,2026-02-25T03:22:19Z,2026-02-25T04:47:50Z,2026-02-25T08:38:00Z,WB-001328,True,2026-02-22T07:02:00Z,1,2
9afa243a-b00a-4b4a-a695-b81aa4616b97,SHP-001329,c640aed0-dafe-4b59-badf-f4050585c9f4,9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,100000003,100000000,100000000,85.5,85.99,4,2026-04-19T10:30:10Z,2026-04-20T03:15:45Z,2026-04-20T04:59:04Z,2026-04-20T09:28:00Z,WB-001329,True,2026-04-19T09:30:00Z,1,2
2a813e62-b0e5-49ba-a0f5-660ec5e231f9,SHP-001330,5fc0f5cc-0acc-406f-ac09-2276f985bb7a,9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,100000003,100000000,100000000,75.0,74.86,4,2026-05-25T15:50:49Z,2026-06-01T03:17:58Z,2026-06-01T05:08:20Z,2026-06-01T09:56:00Z,WB-001330,False,2026-05-25T13:32:00Z,1,2
76c7472e-98a9-4040-be93-8d904ff215a3,SHP-001331,c38be121-4445-4edb-b21c-70cc61cd28c3,0d259caa-b8ad-4d87-ba40-45dd93dfd907,100000000,100000000,100000000,65.0,65.03,3,2024-09-28T13:05:54Z,2024-10-05T03:29:12Z,2024-10-05T05:11:04Z,2024-10-05T09:48:00Z,WB-001331,True,2024-09-28T12:02:00Z,1,2
cd067d05-4445-4cc4-aa6e-0259963071b3,SHP-001332,0c5166d5-b8b6-43b0-a912-09fe0ac95cb4,86341718-2ba6-4db3-bafe-b1149561c813,100000000,100000000,100000000,35.0,34.99,2,2024-11-04T08:51:39Z,2024-11-09T02:40:51Z,2024-11-09T03:17:28Z,2024-11-09T08:49:00Z,WB-001332,True,2024-11-04T08:21:00Z,1,2
4f5421cb-d0fe-47cf-a5b7-3a09b5ab986e,SHP-001333,aa9ef56e-be54-47ed-91c8-d2ffe7d4f800,86341718-2ba6-4db3-bafe-b1149561c813,100000000,100000000,100000000,15.0,15.01,1,2024-10-13T07:09:41Z,2024-10-19T03:44:06Z,2024-10-19T05:17:43Z,2024-10-19T13:01:00Z,WB-001333,True,2024-10-13T05:35:00Z,1,2
9f575e47-d6ec-4f6a-abb5-42aec2e1165c,SHP-001334,d33a8a10-de11-4b7f-a301-e886d1a36a15,86341718-2ba6-4db3-bafe-b1149561c813,100000000,100000000,100000000,35.0,34.86,2,2025-08-21T09:16:05Z,2025-08-25T23:26:23Z,2025-08-26T00:28:54Z,2025-08-26T07:18:00Z,WB-001334,True,2025-08-21T07:41:00Z,1,2
e07f0982-3629-4b5a-a3a1-ea2ba91e3dfb,SHP-001335,fa213ea0-bbfd-4b48-a508-9df5bc03ae11,86341718-2ba6-4db3-bafe-b1149561c813,100000000,100000000,100000000,60.0,60.11,3,2026-03-12T14:51:28Z,2026-03-15T04:20:23Z,2026-03-15T05:30:39Z,2026-03-15T12:21:00Z,WB-001335,True,2026-03-12T11:36:00Z,1,2
de385367-4e8e-480c-97f2-afa2bc98d055,SHP-001336,3ab883c7-8aa4-41fd-90df-28d02b5ec7c1,c64c9647-9ea7-417c-b89f-7039a107cc46,100000000,100000000,100000000,70.0,70.05,3,2024-11-24T11:55:52Z,2024-11-24T22:48:35Z,2024-11-25T00:01:06Z,2024-11-25T09:55:00Z,WB-001336,True,2024-11-24T11:58:00Z,1,2
44cad5d1-5da0-4ddd-9cad-450cb78ba15f,SHP-001337,b872f572-7217-4608-a8e9-1b70b15d01ba,c64c9647-9ea7-417c-b89f-7039a107cc46,100000000,100000000,100000000,60.0,59.89,3,2024-12-03T15:00:09Z,2024-12-09T17:37:04Z,2024-12-09T19:05:42Z,2024-12-10T04:51:00Z,WB-001337,True,2024-12-03T13:25:00Z,1,2
543500a8-dbf6-44b7-9a4d-9502212fe637,SHP-001338,bc2f834a-62d5-425b-b165-538bd180ca99,c64c9647-9ea7-417c-b89f-7039a107cc46,100000000,100000000,100000002,30.0,30.04,2,2025-03-06T08:43:12Z,2025-03-11T00:54:44Z,2025-03-11T01:45:46Z,2025-03-11T10:04:00Z,WB-001338,True,2025-03-06T07:07:00Z,1,2
0e3d2aef-fbf5-42c1-b55d-9beec1856cf7,SHP-001339,f5142874-fd7c-481a-9de5-f3269385916f,c64c9647-9ea7-417c-b89f-7039a107cc46,100000000,100000000,100000000,40.0,39.88,2,2025-05-24T12:09:02Z,2025-05-31T03:16:55Z,2025-05-31T03:52:48Z,2025-05-31T11:26:00Z,WB-001339,True,2025-05-24T09:03:00Z,1,2
0fc05c2d-6d68-4e0c-afe5-7119a45f6f8e,SHP-001340,415377c9-4f82-45c1-85f0-a3efc80c3108,c64c9647-9ea7-417c-b89f-7039a107cc46,100000000,100000000,100000000,30.0,30.11,2,2025-12-29T12:57:38Z,2026-01-03T20:22:00Z,2026-01-03T21:14:00Z,2026-01-04T05:12:00Z,WB-001340,True,2025-12-29T12:08:00Z,1,2
949e1bb5-2925-4944-8b82-b2e17508c733,SHP-001341,e9cadc2e-04bb-465f-b409-2555567eab20,9293f705-0815-4147-be00-980eae441e21,100000000,100000001,100000002,20.0,20.11,1,2024-07-23T10:04:09Z,2024-07-24T05:23:49Z,2024-07-24T06:15:48Z,2024-07-24T11:03:00Z,WB-001341,True,2024-07-21T07:25:00Z,1,2
ea1e210b-6663-4ad4-9c81-c493927c7b87,SHP-001342,0ccff45b-3a58-42f0-a84d-33c0e50406fc,9293f705-0815-4147-be00-980eae441e21,100000000,100000000,100000000,20.0,20.04,1,2025-05-24T14:22:51Z,2025-05-30T20:12:41Z,2025-05-30T21:59:21Z,2025-05-31T05:50:00Z,WB-001342,True,2025-05-24T11:10:00Z,1,2
6123f73b-ba82-4da5-8b9a-8ed1ee4d3086,SHP-001343,c7eddb2e-4800-42ba-a785-fafea959f6f8,9293f705-0815-4147-be00-980eae441e21,100000000,100000000,100000000,15.0,15.0,1,2025-12-31T14:15:54Z,2026-01-02T23:58:14Z,2026-01-03T01:10:47Z,2026-01-03T06:29:00Z,WB-001343,True,2025-12-31T12:17:00Z,1,2
1591cfbc-6e01-488a-9a00-b3a70393996d,SHP-001344,3e9987d7-40e1-4c6d-8c73-7feaaa6fd925,30d73df7-1c22-4cea-b355-56a5f2bd92f2,100000000,100000000,100000000,125.0,125.23,6,2024-10-09T07:50:03Z,2024-10-12T00:40:35Z,2024-10-12T01:19:21Z,2024-10-12T04:58:00Z,WB-001344,True,2024-10-09T06:16:00Z,1,2
5a3ade4a-3c50-44f3-8d0e-c042aa529bcc,SHP-001345,261ec73d-eef1-4360-8b43-083378bf0056,30d73df7-1c22-4cea-b355-56a5f2bd92f2,100000000,100000000,100000000,140.0,140.08,6,2024-12-22T07:50:53Z,2024-12-28T00:03:09Z,2024-12-28T01:33:31Z,2024-12-28T06:15:00Z,WB-001345,True,2024-12-22T06:45:00Z,1,2
71c30905-0c87-4f1b-baf1-61cf7fec5061,SHP-001346,86bb1c41-16e1-43e5-b8f5-89976955db28,30d73df7-1c22-4cea-b355-56a5f2bd92f2,100000000,100000000,100000000,285.0,284.49,12,2025-04-26T15:59:22Z,2025-04-29T23:49:38Z,2025-04-30T01:15:43Z,2025-04-30T07:22:00Z,WB-001346,False,2025-04-26T13:32:00Z,1,2
9c468970-da9b-4933-b21a-33a203c0cb89,SHP-001347,698521ca-7b5d-4d26-b3f3-1886df8e520e,30d73df7-1c22-4cea-b355-56a5f2bd92f2,100000000,100000000,100000000,135.0,135.02,6,2025-10-18T08:36:38Z,2025-10-20T04:19:33Z,2025-10-20T05:35:42Z,2025-10-20T12:29:00Z,WB-001347,True,2025-10-18T08:05:00Z,1,2
83399bcf-85b0-4a43-ae34-7098cb338a04,SHP-001348,4953c8c9-ed39-4d84-bcb5-e7df3a815c46,30d73df7-1c22-4cea-b355-56a5f2bd92f2,100000000,100000001,100000000,160.0,160.01,7,2025-10-15T00:56:49Z,2025-10-16T04:21:41Z,2025-10-16T05:00:40Z,2025-10-16T11:41:00Z,WB-001348,True,2025-10-12T06:31:00Z,1,2
0bf528da-8df3-478f-aa66-aa988ed86960,SHP-001349,194918ab-b592-486f-9d4b-fd1aa696d34f,30d73df7-1c22-4cea-b355-56a5f2bd92f2,100000000,100000001,100000000,210.0,211.15,9,2026-05-24T02:12:56Z,2026-05-24T18:08:20Z,2026-05-24T19:00:26Z,2026-05-25T04:39:00Z,WB-001349,True,2026-05-19T09:20:00Z,1,2
e9d3e402-0a1f-4511-8ecc-1a5127da9b85,SHP-001350,1e154d8d-052a-475d-a8c4-27b3eb6b74ef,30d73df7-1c22-4cea-b355-56a5f2bd92f2,100000000,100000000,100000000,90.0,89.84,4,2026-05-18T07:52:20Z,2026-05-23T02:36:03Z,2026-05-23T03:31:26Z,2026-05-23T09:47:00Z,WB-001350,True,2026-05-18T05:21:00Z,1,2
4837ae9d-8852-4072-98d2-9b446e780164,SHP-001351,c03abeba-d9b5-4d08-abec-e8bfc781d228,6b352f85-504e-4687-b0e7-e75604d9145e,100000000,100000001,100000000,25.0,24.95,2,2024-08-17T22:39:10Z,2024-08-20T06:36:38Z,2024-08-20T07:14:01Z,2024-08-20T12:59:00Z,WB-001351,True,2024-08-13T08:22:00Z,1,2
e4603a9b-3556-4911-8039-13544feec4e6,SHP-001352,a4617393-7a8f-474f-b9e3-cdd383875b58,6b352f85-504e-4687-b0e7-e75604d9145e,100000000,100000000,100000000,90.0,89.42,4,2024-10-08T10:31:30Z,2024-10-10T01:57:56Z,2024-10-10T02:50:42Z,2024-10-10T09:14:00Z,WB-001352,True,2024-10-08T08:34:00Z,1,2
80ea95b2-6ce4-4c91-886c-ff76e10e3452,SHP-001353,174ddf85-379c-4b7d-8e3f-a37c76361853,6b352f85-504e-4687-b0e7-e75604d9145e,100000000,100000000,100000000,10.0,10.01,1,2024-11-13T11:33:29Z,2024-11-18T03:51:35Z,2024-11-18T05:37:05Z,2024-11-18T12:28:00Z,WB-001353,True,2024-11-13T09:47:00Z,1,2
06f8b9ca-4688-4c55-ba24-85009f616707,SHP-001354,468f06a3-0e11-43f4-ae7b-8465f91b02cc,6b352f85-504e-4687-b0e7-e75604d9145e,100000000,100000000,100000000,40.0,39.97,2,2025-02-18T05:39:01Z,2025-02-24T00:05:37Z,2025-02-24T01:46:21Z,2025-02-24T08:55:00Z,WB-001354,True,2025-02-18T05:00:00Z,1,2
951b10ac-4398-4e0f-9b60-f6dc440ee3ca,SHP-001355,82d39a40-b75d-4380-9f14-f5345d18e7e2,6b352f85-504e-4687-b0e7-e75604d9145e,100000000,100000001,100000000,110.0,109.7,5,2025-07-26T05:26:13Z,2025-07-28T05:34:05Z,2025-07-28T06:08:17Z,2025-07-28T11:24:00Z,WB-001355,True,2025-07-22T12:20:00Z,1,2
e6ac2aca-e5cd-4a3e-9708-f8f8ba8c5281,SHP-001356,c04b0b5a-3bea-46fc-bc0a-4e3e524dbb4d,9c89d374-c664-45a7-8077-3e33690e7e62,100000001,100000000,100000002,45.0,45.08,2,2024-08-05T09:24:43Z,2024-08-07T03:44:16Z,2024-08-07T05:17:38Z,2024-08-07T11:23:00Z,WB-001356,True,2024-08-05T06:44:00Z,1,2
43cd3091-4250-440a-af2d-0259d46c70c1,SHP-001357,a191a744-d5de-4577-9148-21e943c88245,9c89d374-c664-45a7-8077-3e33690e7e62,100000001,100000000,100000000,40.0,39.93,2,2024-11-02T08:11:20Z,2024-11-07T00:08:19Z,2024-11-07T01:48:46Z,2024-11-07T07:45:00Z,WB-001357,True,2024-11-02T07:19:00Z,1,2
00cf914e-3082-410d-a086-461cc2c30718,SHP-001358,4eea05a5-cd4d-41a0-8a3b-b16e205d8273,9c89d374-c664-45a7-8077-3e33690e7e62,100000001,100000000,100000000,90.0,89.81,4,2025-01-02T06:59:11Z,2025-01-09T02:28:47Z,2025-01-09T03:45:20Z,2025-01-09T07:59:00Z,WB-001358,True,2025-01-02T05:49:00Z,1,2
