salesorderid,ordernumber,opportunityid,quoteid,customerid,customeridtype,ownerid,submitdate,requestdeliveryby,datefulfilled,totalamount,paymenttermscode,statecode,statuscode,createdon,transactioncurrencyid
e8e130f3-5ad6-4dcd-a6b9-b2c3f49240cc,ORD-001062,d4494246-67cd-46f6-9e5f-631554356c7c,df0a60ff-09bf-46e4-a937-da1c7d74b4fb,143029a9-d88f-4c94-88b7-63d5e519dd7e,account,9132b63e-f162-47e4-a9c3-49e03602f8ac,2024-07-21T07:35:00Z,2024-07-27,2024-07-23T11:10:00Z,67521237000,1,4,100003,2024-07-21T07:35:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
750658f4-6d36-49ed-8cd9-d59fd6da31f8,ORD-001063,afe28aa1-143d-42a8-b78e-0af4b05405b0,a6fc4b4a-db9a-443e-9696-314f45faddeb,143029a9-d88f-4c94-88b7-63d5e519dd7e,account,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-06-07T11:04:00Z,2025-06-12,2025-06-11T10:57:00Z,39918958000,1,4,100003,2025-06-07T11:04:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d3ecea4e-fba3-49bf-9971-a776876d88f4,ORD-001064,9b39731e-6569-4a1d-a2ce-f646b668c2e5,537fd3b1-e4b9-4561-91a1-0fb5b6c13055,143029a9-d88f-4c94-88b7-63d5e519dd7e,account,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-07-22T11:15:00Z,2025-07-27,2025-07-28T11:25:00Z,50738120000,1,4,100003,2025-07-22T11:15:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e7ea4c90-d678-4c0a-855a-60ee8f1469cb,ORD-001065,fd32d9fe-b78a-4127-b928-8b335fba2785,88b29829-9f4b-408f-afc3-00dfac9f37bf,f4d375c1-a293-49fa-b240-d7a14027ab7d,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-04-22T13:15:00Z,2025-04-27,2025-04-26T05:20:00Z,23549331000,4,4,100003,2025-04-22T13:15:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
2b18c89b-e1f8-443f-91e2-1bf95ac877a6,ORD-001066,bef7aeb7-7a9e-4db9-af4d-7ccd1bb1722e,3a0f8353-116f-4eef-b034-82fe80dd8dc0,f4d375c1-a293-49fa-b240-d7a14027ab7d,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-09-06T12:26:00Z,2025-09-11,2025-09-07T09:17:00Z,18568026000,4,4,100003,2025-09-06T12:26:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
259bc0ef-5e3a-493b-a658-eaf997eabd22,ORD-001067,247856b9-e5c4-46c7-b54c-6895016f019f,469ae915-124f-4ac3-9789-d7e2612cc698,f4d375c1-a293-49fa-b240-d7a14027ab7d,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-11-13T07:47:00Z,2025-11-18,2025-11-16T06:11:00Z,61300762000,4,4,100003,2025-11-13T07:47:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a182f445-ec58-4226-bdf2-6e29d0703b90,ORD-001068,d4706a8f-0f1e-41a5-aaa4-c32b2312cc99,0abc301a-1ccc-4e19-9ce6-0cdd8cf51c72,a0017720-200b-4903-8642-6c458d03f17a,account,5304317f-af42-412f-b838-b3268e944239,2025-05-31T11:23:00Z,2025-06-07,2025-06-07T05:01:00Z,14657411000,100000000,4,100003,2025-05-31T11:23:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
02e923fb-23b0-4884-a74f-7c4bb81dc98b,ORD-001069,93a55031-bbb4-407c-85a3-522c6ecac687,3fbd2993-2780-40fd-8044-6cdea7444576,a0017720-200b-4903-8642-6c458d03f17a,account,5304317f-af42-412f-b838-b3268e944239,2025-07-19T06:35:00Z,2025-07-24,2025-07-26T04:56:00Z,7188641000,100000000,4,100003,2025-07-19T06:35:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8a327bf7-c0ab-48d6-80d6-7611d541db43,ORD-001070,d33343eb-08ec-4357-bddb-bed37e4648a5,afbab83f-a81b-410a-8580-11118f04416f,a0017720-200b-4903-8642-6c458d03f17a,account,5304317f-af42-412f-b838-b3268e944239,2025-08-19T11:24:00Z,2025-08-24,2025-08-20T11:15:00Z,9227583000,100000000,4,100003,2025-08-19T11:24:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a4bedc26-b9e4-4fd9-8da6-7d5f2d5b76bd,ORD-001071,fdd50dbd-302e-43ea-ab8b-59592c53e5eb,5b8451d1-78a3-4003-9f03-baa30e87d21c,a0017720-200b-4903-8642-6c458d03f17a,account,5304317f-af42-412f-b838-b3268e944239,2025-10-19T10:33:00Z,2025-10-25,2025-10-23T13:11:00Z,16998597000,100000000,4,100003,2025-10-19T10:33:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
24f6784a-c842-4801-92b1-e5442be7ec8d,ORD-001072,aacdccf6-2dc5-45fa-8151-f70f8209531c,af7165fe-3ebf-4135-8695-4036dfe4c535,a0017720-200b-4903-8642-6c458d03f17a,account,5304317f-af42-412f-b838-b3268e944239,2025-12-06T09:00:00Z,2025-12-11,2025-12-10T04:31:00Z,12509056000,100000000,4,100003,2025-12-06T09:00:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1588ff80-5461-473b-aa6f-71ee783f6d4d,ORD-001073,c98ab9a2-1a34-438f-8deb-9c48819f0d3f,4bd7d8cc-c677-462f-b599-00be8582de42,a0017720-200b-4903-8642-6c458d03f17a,account,5304317f-af42-412f-b838-b3268e944239,2025-12-04T11:15:00Z,2025-12-09,2025-12-06T13:01:00Z,12489738000,100000000,4,100003,2025-12-04T11:15:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
663e6b34-a852-455e-94a9-bc8457f6b08e,ORD-001074,5e6f4ee1-3e4c-4345-bbc7-f805a923d4c2,10f377f9-92a4-4698-b29e-5d522b6c6636,17eaec83-8892-442f-9d4b-2bf94d85e9c7,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-07-20T07:09:00Z,2024-07-27,2024-07-24T10:28:00Z,48385200000,1,4,100003,2024-07-20T07:09:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
2ccdec6b-dfbc-4590-9059-fd76e56e80db,ORD-001075,d87990a1-93f6-48a9-9f75-bfd2224bb00f,e6bd1e88-9552-4a26-9536-0c68c91508b0,17eaec83-8892-442f-9d4b-2bf94d85e9c7,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-11-05T08:39:00Z,2024-11-12,2024-11-09T06:50:00Z,6752967000,1,4,100003,2024-11-05T08:39:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6cb088e5-a1d1-48b0-9d0e-77d518375f2a,ORD-001076,cd622211-2415-4d90-9213-be8e28a0fead,25808940-3fbc-4508-8965-ac72c4b8c99c,17eaec83-8892-442f-9d4b-2bf94d85e9c7,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-03-05T09:16:00Z,2025-03-11,2025-03-09T10:00:00Z,16501986000,1,4,100003,2025-03-05T09:16:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8e0021ff-642b-41bf-aa29-f0f7fce0b894,ORD-001077,52efa486-a800-4e1a-9fdf-218180753ff4,d499bd34-4f8f-48e1-bef7-3e9afa995466,17eaec83-8892-442f-9d4b-2bf94d85e9c7,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-08-23T09:16:00Z,2025-08-30,2025-08-28T06:59:00Z,14650885000,1,4,100003,2025-08-23T09:16:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
4bb33acd-25fa-4176-89ec-ca4614ad5de8,ORD-001078,aaf658f5-b43c-4a97-aa28-18ece366bc5f,0344c0cf-f1a7-4b79-bd4d-1fd3b68ca6a2,17eaec83-8892-442f-9d4b-2bf94d85e9c7,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-04-23T12:37:00Z,2026-04-29,2026-04-26T11:57:00Z,32114823000,1,4,100003,2026-04-23T12:37:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b9113e31-d3fc-48b6-93bc-339486893e0f,ORD-001079,3e05d604-c285-4781-8f5d-63aeef5f8cf9,78ff9a6b-8e02-433f-824d-3fc4f012fe07,9780c215-2b2b-48e9-a417-c09380a8a23d,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2024-07-27T05:00:00Z,2024-08-01,2024-07-28T07:31:00Z,18414340000,100000000,4,100003,2024-07-27T05:00:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d4ca2e50-7cd8-4ef5-a850-771ba9413e2d,ORD-001080,fd87b5bb-b9da-475a-9366-81887a118b03,119abe5e-16d6-4985-8e11-be8e2b3ed12d,9780c215-2b2b-48e9-a417-c09380a8a23d,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2024-09-02T05:08:00Z,2024-09-07,2024-09-07T11:33:00Z,12958307000,100000000,4,100003,2024-09-02T05:08:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f48b9491-0f7e-4b56-b53b-220d03a13563,ORD-001081,ad823fa2-12a8-4e5b-83c4-8b318aa07436,ff845432-1c47-470c-bfab-70da03e555e9,9780c215-2b2b-48e9-a417-c09380a8a23d,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2024-12-01T06:16:00Z,2024-12-07,2024-12-04T10:15:00Z,39815472000,100000000,4,100003,2024-12-01T06:16:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1dcd8281-8a90-403d-8b87-844695ad52a3,ORD-001082,0dce9139-9b82-46da-88d4-9b6b19b0e10c,cbf716d2-e024-4410-bf59-4260008761cc,9780c215-2b2b-48e9-a417-c09380a8a23d,account,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-04-15T10:42:00Z,2025-04-20,2025-04-20T07:18:00Z,31472345000,100000000,4,100003,2025-04-15T10:42:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
eba8a51d-c824-489a-a97a-347ec51bb264,ORD-001083,8c82dd03-ead0-4b47-a880-178e499e82d1,0933d83c-dded-4308-b277-fac815727f64,2bd3cdcd-2779-4685-94a5-3fdef10d27c8,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2024-09-14T10:32:00Z,2024-09-19,2024-09-21T11:22:00Z,11411733000,100000001,4,100003,2024-09-14T10:32:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8724f781-d669-44c5-ac73-bec8d9cb10e5,ORD-001084,35044d98-92bb-45f9-a7e6-57a164974d4a,7e7bbd97-8cb3-4f46-a001-d4d3abf73c13,2bd3cdcd-2779-4685-94a5-3fdef10d27c8,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-06-14T06:14:00Z,2025-06-21,2025-06-19T05:19:00Z,5140233000,100000001,4,100003,2025-06-14T06:14:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
dcbac5c8-653d-49ea-b35a-664148161ddf,ORD-001085,df52f707-1a4a-4f2d-b047-81b4a94abd66,f1420e46-a42a-47f4-8084-f16bcf26e25e,2bd3cdcd-2779-4685-94a5-3fdef10d27c8,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-08-05T08:52:00Z,2025-08-11,2025-08-10T10:40:00Z,14310623000,100000001,4,100003,2025-08-05T08:52:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ab14d59d-79db-4e37-964e-e0e50e3e7d75,ORD-001086,6573b1ac-220c-4c04-a315-7eb05e4d18c6,4f880e47-d649-4199-8f3f-c402e68a0070,2bd3cdcd-2779-4685-94a5-3fdef10d27c8,account,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-07-26T06:00:00Z,2025-07-31,2025-07-30T10:26:00Z,44718439000,100000001,4,100003,2025-07-26T06:00:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3a5672d1-2569-45dc-8862-a89c333b8ad0,ORD-001087,e1fdc118-d0a0-45c1-a1ea-a0d7b4f2a0eb,6c5fc51f-1323-41cb-ad56-76611f93cc8e,e6e987ca-b87b-4384-9fdd-de2ea8a2b7ad,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-02-19T13:26:00Z,2025-02-25,2025-02-24T10:45:00Z,40765928000,4,4,100003,2025-02-19T13:26:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
527876c1-67d0-4e95-8d06-ddbbb1a4a320,ORD-001088,1a5c8b60-d8e9-41c9-a0b9-e5eda8dc11d1,c0a924b5-4a1b-464e-a209-b33c491d9b43,e6e987ca-b87b-4384-9fdd-de2ea8a2b7ad,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-11-15T10:59:00Z,2025-11-20,2025-11-22T07:05:00Z,11156250000,4,4,100003,2025-11-15T10:59:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
4a72cb0b-32af-4bfa-a9e6-63f03a42eeaf,ORD-001089,7c8411f1-d78e-4a2f-a20e-06f988056a0f,13c3e66f-83c2-43b5-9ae6-242e74d21661,e6e987ca-b87b-4384-9fdd-de2ea8a2b7ad,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2026-01-28T05:21:00Z,2026-02-02,2026-01-31T10:51:00Z,12891374000,4,4,100003,2026-01-28T05:21:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
da2a027a-9919-45a4-b35b-725333a3aac0,ORD-001090,46c6f762-be53-4063-a381-5ec4da33e21d,4bdcc17d-9bbb-4129-87b4-ff9a6f7f1bfa,e6e987ca-b87b-4384-9fdd-de2ea8a2b7ad,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2026-05-10T08:30:00Z,2026-05-16,2026-05-16T05:08:00Z,19129924000,4,4,100003,2026-05-10T08:30:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
64bd8d7a-fd40-4ab9-b05b-b0f214679ed4,ORD-001091,9ce1430f-fbf6-4d70-8aaf-1510396512a1,a61b4fd6-0d3a-493f-9adb-5711a2fc679c,ec86a890-d7b0-4bdc-966e-3cbe9aea622f,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-12-16T12:07:00Z,2024-12-21,2024-12-18T13:12:00Z,43710609000,1,4,100003,2024-12-16T12:07:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0823d6b6-65ea-4bed-8ed0-91433d5b6915,ORD-001092,636d6c03-f1ba-4af3-99aa-20961d07ca64,a5f59273-3b95-4dbe-b8c2-bc0f732520fd,dd20c3bf-d342-4f08-8a8b-b5b490494583,account,5304317f-af42-412f-b838-b3268e944239,2024-08-03T06:13:00Z,2024-08-08,2024-08-06T07:18:00Z,14153515000,100000000,4,100003,2024-08-03T06:13:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
96fbd508-1a62-4a2b-8b24-a3fb2e7866d3,ORD-001093,eb2bc43e-9861-45fc-a4a3-27e0c41d18bc,a0ecd866-c369-4b01-9717-eba1c3933cd4,43c07d43-93a7-4792-8561-b8dca4364fcd,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2024-09-16T08:17:00Z,2024-09-21,2024-09-18T12:35:00Z,21637329000,100000000,4,100003,2024-09-16T08:17:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1b280480-c339-4c3f-975d-52a5bb448e46,ORD-001094,06771443-2cd9-4043-84ff-3ee2a41fef7a,c4c2af3d-9d89-4041-881b-b74bf54a81ed,43c07d43-93a7-4792-8561-b8dca4364fcd,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-07-24T11:52:00Z,2025-07-29,2025-07-26T12:48:00Z,21026851000,100000000,4,100003,2025-07-24T11:52:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d1d0e4d1-92d4-4c97-b8ef-02b11f6d481d,ORD-001095,94f72af7-3d9e-4403-96df-581bce38a6f9,6eed657d-8cc9-483b-ba67-5daa066c69ff,43c07d43-93a7-4792-8561-b8dca4364fcd,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-09-11T09:36:00Z,2025-09-16,2025-09-13T13:19:00Z,12082277000,100000000,4,100003,2025-09-11T09:36:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f7f61ec3-9f39-4949-b766-d13306ef7ef0,ORD-001096,85164a55-2c6c-435d-858c-7b5db44c2ea6,21531468-9570-4354-99ec-2ebe55243ff1,92779574-c457-4cc3-b5f7-89bca6b07458,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-08-13T11:29:00Z,2024-08-18,2024-08-15T04:52:00Z,11011421000,4,4,100003,2024-08-13T11:29:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d17d7500-ac5f-4057-bc46-d31a8e83b8f2,ORD-001097,ef719002-dcb6-46dd-99af-ea87769f68f5,30745318-c762-474a-8a1f-92be81a0e7bd,92779574-c457-4cc3-b5f7-89bca6b07458,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-09-15T08:04:00Z,2024-09-21,2024-09-21T11:16:00Z,30826098000,4,4,100003,2024-09-15T08:04:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
15a15b80-92ab-4c49-9d62-64273e7c895b,ORD-001098,202fc044-1a82-4d17-8f9a-58560173b7c0,dc25a1bf-0980-4bf7-90a6-8dc575cfc21e,92779574-c457-4cc3-b5f7-89bca6b07458,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-09-26T08:30:00Z,2024-10-01,2024-09-28T09:24:00Z,6457335000,4,4,100003,2024-09-26T08:30:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d383d63c-5781-4e7c-9885-40f66fc7542a,ORD-001099,6eae3341-985c-4d2f-a45f-b3634a5219db,10fbee08-9ee7-404a-9700-7311525e3445,92779574-c457-4cc3-b5f7-89bca6b07458,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-10-01T13:14:00Z,2025-10-06,2025-10-04T09:28:00Z,11003331000,4,4,100003,2025-10-01T13:14:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
25ed62ff-f0c7-4884-95be-704b63ca3334,ORD-001100,ea21e646-666d-4696-8f03-f9f0ddf281bb,0b355437-ad9d-4754-b787-91d09b382205,92779574-c457-4cc3-b5f7-89bca6b07458,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-09-24T09:29:00Z,2025-09-29,2025-09-25T07:20:00Z,12077510000,4,4,100003,2025-09-24T09:29:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
13f402bb-b8da-4d58-b26f-9fdd7f610036,ORD-001101,4c693632-cc28-45e5-a6a7-969fa681e1cf,31a8066e-02cf-4c4b-af65-e6af23b0e631,92779574-c457-4cc3-b5f7-89bca6b07458,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-10-27T11:11:00Z,2025-11-01,2025-11-03T05:21:00Z,6621929000,4,4,100003,2025-10-27T11:11:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
cfdeb45d-abdc-4d06-981e-509b67b2e44e,ORD-001102,77e05ee8-5e06-4ec1-87e6-017b86eb2889,f441774a-e3c0-4b05-a66d-a03ad88e688c,92779574-c457-4cc3-b5f7-89bca6b07458,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-11-08T13:18:00Z,2025-11-13,2025-11-15T09:49:00Z,13611373000,4,4,100003,2025-11-08T13:18:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0e3aa1ab-9186-4913-8487-7863394b9142,ORD-001103,07b1a85c-968a-4d8a-ab94-fe7d9159f86d,8c952fd0-c10b-4e24-9ea1-c30436042586,92779574-c457-4cc3-b5f7-89bca6b07458,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2026-01-03T05:07:00Z,2026-01-08,2026-01-06T10:21:00Z,22171848000,4,4,100003,2026-01-03T05:07:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
4befe8de-e352-40c0-a477-468216f149b8,ORD-001104,a3c72b7b-c900-4c2a-abb7-33763b38644e,c2fc5d1f-6d9b-49cf-8131-6c9b2a57c480,92779574-c457-4cc3-b5f7-89bca6b07458,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2026-03-23T09:08:00Z,2026-03-28,2026-03-30T12:38:00Z,10472339000,4,4,100003,2026-03-23T09:08:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
cfc05def-3230-4f80-8a5d-87d30ab7f19e,ORD-001105,0d8589d2-75b2-4a3f-8d8a-56f93dc1085f,2d5d64d8-4f16-44f4-9b46-d779c1639628,92779574-c457-4cc3-b5f7-89bca6b07458,account,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2026-06-28T07:05:00Z,2026-07-04,,49746932000,4,1,3,2026-06-28T07:05:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
234362eb-aa5d-4cc1-94f2-b17f3af13969,ORD-001106,3af3d846-1ba1-44d7-b483-81cdb4c350ad,298d35e9-5b41-4366-984a-60f468373848,8baaf744-a08d-421b-a395-4cb17f7f6c0a,account,9132b63e-f162-47e4-a9c3-49e03602f8ac,2026-01-29T12:23:00Z,2026-02-03,2026-02-05T10:10:00Z,18627983000,100000000,4,100003,2026-01-29T12:23:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ea88e535-d182-44af-b0e8-9163f0b00269,ORD-001107,e8add825-9ce7-42b3-b645-afd134a59f2d,0d43b5fb-7012-41c2-a3c4-2cd161625d10,4d560a3d-f4e7-469a-a454-09374a27ebf2,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2024-07-23T07:54:00Z,2024-07-28,2024-07-25T12:51:00Z,12150955000,100000000,4,100003,2024-07-23T07:54:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c7fc6d15-1276-406a-9119-2149732767c8,ORD-001108,822dd474-d625-4ff9-a192-296adbb1d2b1,2742ad3f-193a-48b4-8a8d-1dda8fe72bdd,4d560a3d-f4e7-469a-a454-09374a27ebf2,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2024-12-28T10:11:00Z,2025-01-02,2025-01-01T04:59:00Z,18703874000,100000000,4,100003,2024-12-28T10:11:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
916b01a9-38ad-4c68-9dbd-bc5e57b6862e,ORD-001109,dab7ec06-7c00-454f-89a5-6ba74a9877e1,52f8d3eb-2d5a-47ea-967c-e8c1183a7f3d,4d560a3d-f4e7-469a-a454-09374a27ebf2,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-03-26T05:22:00Z,2025-03-31,2025-03-29T09:09:00Z,7912781000,100000000,4,100003,2025-03-26T05:22:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3f2ac742-c953-4c6d-81ba-6fccd2b7c43f,ORD-001110,13865605-9423-4724-839e-3f1ebd6a7dc1,8569d87b-6a7c-424e-a577-3eb6d014068f,4d560a3d-f4e7-469a-a454-09374a27ebf2,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-10-19T05:57:00Z,2025-10-25,2025-10-20T11:53:00Z,59187362000,100000000,4,100003,2025-10-19T05:57:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
cb2245d5-7c03-4278-b260-295c3e311faa,ORD-001111,5884ffc2-4e39-48ad-a85c-ab7dee78253b,09ff97e7-3971-45f5-8039-a5eb4e22d4c2,ceae71cf-ce00-4af0-beb0-51817ba24588,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-01-19T07:41:00Z,2025-01-25,2025-01-23T08:15:00Z,50949384000,100000000,4,100003,2025-01-19T07:41:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
65c095d7-8891-4cac-80ea-f77f7a6370c6,ORD-001112,18b2265d-4002-40bc-a535-1e9e43e30704,3acd0360-3cb6-4d1f-9681-7225eb5bcf16,ceae71cf-ce00-4af0-beb0-51817ba24588,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-03-08T11:25:00Z,2025-03-13,2025-03-15T08:27:00Z,35614826000,100000000,4,100003,2025-03-08T11:25:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
dd06850e-4db8-44f7-8392-6b406e110418,ORD-001113,8ce69b73-0066-4e32-acb7-e00ff2aa6857,40a95713-52e8-4600-b851-17a01ae45fe6,ceae71cf-ce00-4af0-beb0-51817ba24588,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-04-29T09:10:00Z,2025-05-05,2025-05-03T08:02:00Z,26209970000,100000000,4,100003,2025-04-29T09:10:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c2aa7783-40bb-4ebb-9922-9f2fa76aa664,ORD-001114,6b3db9eb-16ae-4383-937a-1bf96de00978,c0a253b8-8e9e-472b-9fe6-4507fca4a390,ceae71cf-ce00-4af0-beb0-51817ba24588,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-05-17T08:39:00Z,2025-05-22,2025-05-24T08:34:00Z,22478806000,100000000,4,100003,2025-05-17T08:39:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
cb9178a0-0c1c-42a8-9b44-55318c2071ce,ORD-001115,226988f2-ae3a-4a9f-a5cf-ae3f5f446cb6,38b5f88c-4358-4460-9698-2949e5bb6665,ceae71cf-ce00-4af0-beb0-51817ba24588,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-06-02T06:35:00Z,2025-06-07,2025-06-07T10:07:00Z,35421881000,100000000,4,100003,2025-06-02T06:35:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8cb1779e-0a99-436d-a679-8c247149b77e,ORD-001116,2d46a03c-39dc-4bce-b299-814dc398665b,b47cd680-8648-4420-9e11-c4177e607385,ceae71cf-ce00-4af0-beb0-51817ba24588,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-06-23T12:48:00Z,2025-06-28,2025-06-25T11:26:00Z,46699785000,100000000,4,100003,2025-06-23T12:48:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0c4b65c0-3c38-4474-8126-cbdd48f08de7,ORD-001117,2d964bfd-b7ae-4246-a3e7-2243fd88a949,3bd8a8e5-feaf-47c1-9ff9-6ac8294b1d6f,ceae71cf-ce00-4af0-beb0-51817ba24588,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2026-03-09T09:06:00Z,2026-03-14,2026-03-11T13:21:00Z,54819993000,100000000,4,100003,2026-03-09T09:06:00Z,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
