activityid,regardingobjectid,responsecode,channeltypecode,receivedon,createdon,companyname,ownerid,statecode,statuscode
7d263e0e-fa0c-4499-9be7-9eb4d4a0c827,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-30T10:03:00Z,2024-11-30T10:03:00Z,Farazan Greenhouse Structures Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
c37df7f9-50db-4bbb-9430-c2bbda4b866e,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-12-02T11:13:00Z,2024-12-02T11:13:00Z,Gohar Appliance Components Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
f6300953-9077-4aec-9144-462858a447ab,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-24T11:04:00Z,2024-11-24T11:04:00Z,Varna Fabrication Works Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
413e3c2c-2563-43ff-90ed-7c33a4bc556b,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-30T10:15:00Z,2024-11-30T10:15:00Z,Kimia Eskelet Felezi Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
aea3faec-44f9-44a1-b391-81a3b84593aa,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-12-04T10:36:00Z,2024-12-04T10:36:00Z,Golestan Agri-Steel Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
7abf7b49-107b-4716-92d0-453f15d8bce5,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-11-30T06:22:00Z,2024-11-30T06:22:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
643a3b69-fcd5-48e6-b771-39d3ace7d566,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-30T13:27:00Z,2024-11-30T13:27:00Z,Nima Profile Works Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
030890e2-74bf-4ad3-ac23-8cc1f692a870,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-12-01T13:20:00Z,2024-12-01T13:20:00Z,Golestan Steel Depot Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
6cfa7287-8717-4e6d-b5e2-478837ea3dc9,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,3,6,2024-11-20T07:05:00Z,2024-11-20T07:05:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
649808e0-5aea-4f24-b617-ce2625feb2ff,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-27T08:52:00Z,2024-11-27T08:52:00Z,Ava Metal Center Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
dce36cb8-7688-4ea9-a726-d089f5351e2b,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,3,6,2024-11-17T07:53:00Z,2024-11-17T07:53:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
290a407f-1a79-4525-9aa4-86776e5bd3de,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-11-18T05:22:00Z,2024-11-18T05:22:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
4aaa77eb-8e3c-4596-b2b5-05705d616d41,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-25T11:11:00Z,2024-11-25T11:11:00Z,Sepehr Fabrication Works Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
348da480-290d-4be4-99a4-3ccdbaf3d8e5,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-23T09:12:00Z,2024-11-23T09:12:00Z,Dena Steel Structures Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
be3ccfac-0835-45f4-bfce-807bf4cc3062,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,3,6,2024-12-02T09:33:00Z,2024-12-02T09:33:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
256a463e-b30d-4a03-8217-009bf29ea0ce,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,4,6,2024-12-01T05:21:00Z,2024-12-01T05:21:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
a0d6de0f-2a87-42ef-b6c9-2f7c93fa3320,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-23T08:44:00Z,2024-11-23T08:44:00Z,Saba Steel Merchants Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
8f01af8f-a332-4b8c-be85-9d3340b3f87f,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-17T13:12:00Z,2024-11-17T13:12:00Z,Golestan Press Works Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
3921c69d-7761-477a-82e3-01f023aa2c56,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-11-30T07:26:00Z,2024-11-30T07:26:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
dd4f8633-d6ab-461f-a8bb-9e50f6280c5f,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-11-25T12:19:00Z,2024-11-25T12:19:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
0a1092c7-1c52-4935-8ca3-94412bd93d32,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,3,6,2024-11-27T09:29:00Z,2024-11-27T09:29:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
b7536d18-aed5-4fa8-b8c1-8a87e35265ce,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-12-02T12:19:00Z,2024-12-02T12:19:00Z,Farnam Abadgaran Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
5a6781f9-fb49-495c-ad40-16c6b75d696d,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-27T09:59:00Z,2024-11-27T09:59:00Z,Yekta Foolad Trading Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
8b75f3fd-4a65-4986-ab6e-803dc332fba9,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-11-27T07:19:00Z,2024-11-27T07:19:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
00aef0aa-2f13-4be4-a63b-88605953d9c0,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-12-02T12:31:00Z,2024-12-02T12:31:00Z,Espadana Steel Structures Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
1065cdf6-01af-44cc-a23c-69bf78d0d02f,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-27T13:16:00Z,2024-11-27T13:16:00Z,Raman Golkhaneh Sazan Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
ac651eb4-d460-44be-80dd-cb1e784f515d,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-18T12:37:00Z,2024-11-18T12:37:00Z,Parsian Sakhteman Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
b76a9338-ae8f-4525-afd5-a20411c13bae,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-23T07:30:00Z,2024-11-23T07:30:00Z,Fardis Construction Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
b2bc6344-9cf2-495b-bd74-5b8c29009faa,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-12-05T12:12:00Z,2024-12-05T12:12:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
359758ba-e355-4ffe-8314-8ef96e0cbe86,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-26T13:17:00Z,2024-11-26T13:17:00Z,Darya Greenhouse Structures Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
10f3f393-5384-4ecd-a543-6a8ca115426c,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-12-04T05:09:00Z,2024-12-04T05:09:00Z,Hamoon Fabrication Works Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
bb0caefb-bb3a-4e69-9fec-b5232831d156,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,3,6,2024-11-20T06:19:00Z,2024-11-20T06:19:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
17645034-54ff-4f8d-9a7d-d36c53c5dbe2,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-18T10:58:00Z,2024-11-18T10:58:00Z,Kian Builders Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
c4c1e376-89ab-4b0e-b04a-6c094db71043,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-12-04T06:29:00Z,2024-12-04T06:29:00Z,Kaspian Golkhaneh Sazan Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
20fa6f11-20ff-44c5-b5c2-e83d4184d045,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-11-20T07:00:00Z,2024-11-20T07:00:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
353ee9c4-2c44-4e5f-a08a-82056de4edba,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,3,6,2024-11-28T06:53:00Z,2024-11-28T06:53:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
35b5b64c-034b-4d43-8c33-35d6b0a931d1,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-11-24T07:13:00Z,2024-11-24T07:13:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
73a8f499-fefb-4ce1-82bf-8d3f6b186f2f,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-21T08:00:00Z,2024-11-21T08:00:00Z,Mehrgan Sakhteman Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
527e3dea-3d99-4d15-a106-45202277caa3,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-26T05:45:00Z,2024-11-26T05:45:00Z,Atlas Foolad Trading Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
a7793d97-beee-44b2-a74e-720409cd2208,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,4,6,2024-12-04T07:26:00Z,2024-12-04T07:26:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
b494668f-00b8-4921-bb1d-2a83876913e0,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-11-30T13:18:00Z,2024-11-30T13:18:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
458f3771-ab6f-439f-b0be-1901e787b73c,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,3,6,2024-11-21T12:04:00Z,2024-11-21T12:04:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
d1bbffba-e08d-4041-a470-c0cdaecc2ae1,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,4,6,2024-11-21T10:13:00Z,2024-11-21T10:13:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
feea6e19-328e-4b96-864f-fd1fa3c6533c,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-12-01T06:57:00Z,2024-12-01T06:57:00Z,Ofogh Tube Mills Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
3467f70c-ce8f-484b-94b5-789374f72d9f,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-12-03T06:53:00Z,2024-12-03T06:53:00Z,Arya Metal Center Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
6f4b0e53-fb09-419a-9d5e-d0df930659ad,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-12-01T07:52:00Z,2024-12-01T07:52:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
d973a25c-243c-48a2-92b8-7a83c47c31f6,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-12-05T05:34:00Z,2024-12-05T05:34:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
dd4dd3c6-07b6-4bf7-8f6c-d45df4ea6bf1,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-12-07T12:56:00Z,2024-12-07T12:56:00Z,Rahyab Greenhouse Structures Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
ad125a76-ba15-459b-b8a3-8a818ee30925,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,4,6,2024-11-27T07:29:00Z,2024-11-27T07:29:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
34d2c8b8-3fac-4825-825e-30ff4e387140,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-11-23T12:54:00Z,2024-11-23T12:54:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
5fb26d34-4115-412e-805e-0b17dbae47c4,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-25T08:57:00Z,2024-11-25T08:57:00Z,Yekta Ahan Bazar Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
10747f51-40b2-423d-a8ee-009b4748610e,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-11-24T12:32:00Z,2024-11-24T12:32:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
197ebe4d-63b8-4d2b-84d4-0065f15fc1be,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-26T08:37:00Z,2024-11-26T08:37:00Z,Darya Contracting Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
948d8c72-438f-48fb-a416-32b96f96c190,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-11-28T06:52:00Z,2024-11-28T06:52:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
af8ee6b2-07d7-466f-8118-c4c776dcdfcc,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-21T09:35:00Z,2024-11-21T09:35:00Z,Rahyab Golkhaneh Sazan Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
c9ed6ad3-4a47-42f6-8992-ac298bedaf07,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-12-05T09:33:00Z,2024-12-05T09:33:00Z,Mahtab Steel Trading Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
69b21ef3-f203-42c4-9481-e18a24881228,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-30T06:54:00Z,2024-11-30T06:54:00Z,Javid Steel Structures Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
8406828e-2b82-4325-b17b-f67bd483c353,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-27T07:41:00Z,2024-11-27T07:41:00Z,Vista Contracting Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
b4801175-fa6c-4234-92b9-ad7b9d829658,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-21T05:57:00Z,2024-11-21T05:57:00Z,Nasim Tube Mills Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
b805bdc2-bb16-49d3-9945-6b0a6a6b77f8,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,3,6,2024-11-16T04:57:00Z,2024-11-16T04:57:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
547413c1-1f46-4860-b1f4-d370c5d89a2b,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-11-20T11:01:00Z,2024-11-20T11:01:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
54d7b854-b556-4022-a994-ec2dd6221037,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-19T08:03:00Z,2024-11-19T08:03:00Z,Mahtab Golkhaneh Sazan Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
74be52b3-fbee-4066-b16f-6e038c59fd47,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-30T06:22:00Z,2024-11-30T06:22:00Z,Saba Sazeh Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
f03c4306-2ca2-4592-a793-559ffebc2729,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,3,6,2024-11-24T07:06:00Z,2024-11-24T07:06:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
ad261275-ded0-4f4b-bf03-d1af5701384b,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-11-30T12:02:00Z,2024-11-30T12:02:00Z,Iman Profile Works Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
0bf6076a-5d37-4800-9887-4aa732cf6862,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,3,6,2024-11-28T12:22:00Z,2024-11-28T12:22:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
1da5d22d-1641-4cc1-9b44-09c9c586cf84,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-12-02T12:01:00Z,2024-12-02T12:01:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
28be894a-c6bb-4bbc-9461-74aaea258c65,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-11-30T04:32:00Z,2024-11-30T04:32:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
81acc280-51c0-49e9-931a-8c16d12b969e,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,1,6,2024-12-03T10:23:00Z,2024-12-03T10:23:00Z,Zarrin Eskelet Felezi Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
2e7bd3eb-d5b7-4660-af76-8057af921b49,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-11-16T07:02:00Z,2024-11-16T07:02:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
8b1591b5-b441-4e12-b200-950976879dcf,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,3,6,2024-11-17T10:45:00Z,2024-11-17T10:45:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
66e0afcd-2d5a-46b8-89ce-380d8d5a92b4,0f6ce9bf-fe7e-4362-8a89-b0f0105291d3,2,6,2024-11-23T08:54:00Z,2024-11-23T08:54:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
fbb14c02-151b-4690-b896-ac170a5622ec,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-11-25T08:24:00Z,2024-11-25T08:24:00Z,Kimia Omran Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
e411a1a6-889d-42fc-a704-4fd6cd66432b,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-05T08:16:00Z,2024-12-05T08:16:00Z,Raman Sazeh Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
d7e8b652-d97b-42f2-a38b-784dcc9d2242,fc737d92-11ab-4d11-a4eb-8000ef40d162,2,3,2024-11-21T11:49:00Z,2024-11-21T11:49:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
21995bc3-e6ad-4df6-93aa-4c7a4f3b4759,fc737d92-11ab-4d11-a4eb-8000ef40d162,2,3,2024-11-17T09:28:00Z,2024-11-17T09:28:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
e4935ca8-fddd-4dbc-9bf1-660a2d975d12,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-11-19T08:46:00Z,2024-11-19T08:46:00Z,Sepehr Abadgaran Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
5a45984f-cb1f-4573-bc88-22085373c073,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-04T10:11:00Z,2024-12-04T10:11:00Z,Varna Sazeh Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
52388930-7165-4a26-a821-c31690438f48,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-08T07:28:00Z,2024-12-08T07:28:00Z,Rastin Sazeh Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
9b75d7e3-997e-4c7b-bef4-f75871e61a36,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-03T06:31:00Z,2024-12-03T06:31:00Z,Elham Construction Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
1b62b2bb-1698-4cb8-9a43-5139fb88afc8,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-10T06:35:00Z,2024-12-10T06:35:00Z,Farnam Sazeh Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
dfc1ae68-7130-4e2d-a48e-47d7f8b88a89,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-15T07:26:00Z,2024-12-15T07:26:00Z,Dena Abadgaran Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
de3412aa-c45d-4b85-933c-46b140077ab1,fc737d92-11ab-4d11-a4eb-8000ef40d162,2,3,2024-12-05T05:40:00Z,2024-12-05T05:40:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
ff5062f3-1677-4532-9aa4-fb78aecddcff,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-09T12:56:00Z,2024-12-09T12:56:00Z,Golestan Press Works Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
91eaac6c-8cab-4694-8024-da9c63991571,fc737d92-11ab-4d11-a4eb-8000ef40d162,3,3,2024-11-28T12:58:00Z,2024-11-28T12:58:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
5b4d16ab-d94f-4dc9-a467-5db4fa99952a,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-11-18T06:14:00Z,2024-11-18T06:14:00Z,Raman Fabrication Works Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
76fa2bea-9208-4d6e-87d5-dabdf7cd869a,fc737d92-11ab-4d11-a4eb-8000ef40d162,2,3,2024-12-07T04:30:00Z,2024-12-07T04:30:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
cc493697-09fa-42d1-b2d7-0179e95c3d29,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-11-30T07:29:00Z,2024-11-30T07:29:00Z,Negin Abadgaran Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
593fd9f4-e0d1-4b70-9be9-5f76c1aad010,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-11-30T09:37:00Z,2024-11-30T09:37:00Z,Farnam Sazeh Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
2afaa00e-f6d9-48d4-ada9-6d69a8c7b965,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-12T07:03:00Z,2024-12-12T07:03:00Z,Fardis Fabrication Works Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
321d2a7a-8396-4d17-aa58-867e01fcb776,fc737d92-11ab-4d11-a4eb-8000ef40d162,2,3,2024-11-21T08:00:00Z,2024-11-21T08:00:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
ae463402-6ec0-40ce-b560-acc345b51947,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-11-30T04:50:00Z,2024-11-30T04:50:00Z,Nasim Ahan Forooshi Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
b8b5658f-9e0f-4cff-9632-ba728426ab76,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-03T13:09:00Z,2024-12-03T13:09:00Z,Pouya Omran Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
fd0714fe-afd5-4fa4-81cc-e1243a2f1b3b,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-10T06:20:00Z,2024-12-10T06:20:00Z,Elham Rail & Road Projects Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
a398db4c-c14e-428c-9ab3-4526927ea55a,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-11-25T05:07:00Z,2024-11-25T05:07:00Z,Omid Abadgaran Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
dc3c9f65-e244-416d-93ca-fcc87aaa842c,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-11-24T05:08:00Z,2024-11-24T05:08:00Z,Behsaz Dam & Water Works Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
776f5126-206b-4c56-982a-3576d87bea26,fc737d92-11ab-4d11-a4eb-8000ef40d162,2,3,2024-11-30T08:09:00Z,2024-11-30T08:09:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
edd44660-e807-47cc-a226-94a61ae9f778,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-14T05:07:00Z,2024-12-14T05:07:00Z,Mahtab Contracting Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
ef5edd66-64d9-4a92-b228-9434540f6345,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-03T07:02:00Z,2024-12-03T07:02:00Z,Vista Greenhouse Structures Group,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
db3686fe-c87c-4d8f-a990-c65e0c73949f,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-02T08:13:00Z,2024-12-02T08:13:00Z,Nikan Greenhouse Structures Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
836bd2f7-2541-4413-9427-9c0ee1ec7d8b,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-08T10:30:00Z,2024-12-08T10:30:00Z,Nasim Builders Co.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
f6969b4b-a488-4a3a-bbdf-95735d911692,fc737d92-11ab-4d11-a4eb-8000ef40d162,3,3,2024-11-18T08:22:00Z,2024-11-18T08:22:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
9d6189fd-dc5c-48a4-8f91-ff00f181ab64,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-11-21T10:26:00Z,2024-11-21T10:26:00Z,Pishgam Pipe & Profile Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
a6e6ecbe-8335-4292-a585-384b83191a97,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-03T13:11:00Z,2024-12-03T13:11:00Z,Tarava Press Works Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
a521fd3b-0230-4614-9187-7077e583fa3b,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-11-23T13:17:00Z,2024-11-23T13:17:00Z,Kimia Contracting Ltd.,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
c86fcbf7-d982-4f8c-9c99-a5f0faef8fef,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-04T04:42:00Z,2024-12-04T04:42:00Z,Elham Contracting Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
cccae482-de9a-47bf-80ad-be1da8d18eb0,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-04T06:14:00Z,2024-12-04T06:14:00Z,Ava Appliance Components Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
d9998911-1c3d-4334-86f0-460b4f48f2e6,fc737d92-11ab-4d11-a4eb-8000ef40d162,1,3,2024-12-08T12:26:00Z,2024-12-08T12:26:00Z,Rayan Contracting Industries,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
672a7bae-73af-4f28-8b10-2144f687df9e,fc737d92-11ab-4d11-a4eb-8000ef40d162,2,3,2024-12-10T09:10:00Z,2024-12-10T09:10:00Z,,451b4cf3-6123-4df7-b656-af7229d4beef,1,2
