leadid,subject,companyname,jobtitle,industrycode,address1_stateorprovince,leadsourcecode,campaignid,relatedobjectid,ahn_productgroup,ahn_estimatedtonnage,parentaccountid,ownerid,createdon,modifiedon,statecode,statuscode,qualifyingopportunityid
acf31b4d-9583-4542-895c-97fdfa51a4d5,"Beams & Sections, 70 t - Darya Abadgaran Group",Darya Abadgaran Group,Purchasing Manager,100000000,Hormozgan,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,2e77420b-73bc-45a3-a319-47b63b2db945,100000001,65.0,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-04-22T11:19:00Z,2025-04-26T07:17:00Z,2,5,
282e4148-320a-45e3-9e39-582271a57d0b,"Rebar, 775 t - Mahan Urban Infrastructure Group",Mahan Urban Infrastructure Group,Procurement Lead,100000005,Tehran,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,ae9921db-ea3d-4bd2-9ca6-41ec5d3177dc,100000000,1295.0,,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-05-01T08:31:00Z,2025-05-05T13:09:00Z,2,4,
58c5d8c0-f117-40f9-b351-c6b1796a9818,"Galvanized Sheet, 40 t - Karun Greenhouse Structures Co.",Karun Greenhouse Structures Co.,Procurement Lead,100000006,Isfahan,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,9ade04de-ac6d-4a52-97d0-50cf86142f38,100000004,35.0,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-04-30T12:26:00Z,2025-05-03T10:17:00Z,2,5,
4b1886cf-9756-4db3-94a1-b2c5eba17684,"Beams & Sections, 75 t - Vista Eskelet Felezi Ltd.",Vista Eskelet Felezi Ltd.,Procurement Lead,100000001,Alborz,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,d15f2728-d477-4223-9cab-893c7a95df83,100000001,50.0,,5304317f-af42-412f-b838-b3268e944239,2025-05-18T10:20:00Z,2025-05-20T12:13:00Z,2,4,
61f73d23-2b10-47f3-8d12-4a8a7f05edef,"Rebar, 25 t - Gohar Sakhteman Ltd.",Gohar Sakhteman Ltd.,Procurement Lead,100000000,Fars,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,e23ab145-4583-4517-8618-316969251436,100000000,35.0,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-04-26T05:16:00Z,2025-05-01T07:50:00Z,2,6,
bc40056e-438a-4f44-8c6a-3edfdf335e9a,"Rebar, 125 t - Mehrgan Builders Group",Mehrgan Builders Group,Purchasing Manager,100000000,Tehran,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,cef83c01-64ca-4dbb-9832-fcdc59c435a2,100000000,70.0,9e78209e-6290-429a-a322-8db2bdcd79ee,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-05-17T09:04:00Z,2025-05-24T08:09:00Z,1,3,67e12777-244a-4147-91f4-6422da35cddf
2b6e6210-7ec2-4a2f-b153-b57a3dc84bf1,"Rebar, 70 t - Navid Abadgaran Industries",Navid Abadgaran Industries,Purchasing Manager,100000000,Tehran,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,5d52cfd5-c64f-455b-8605-44c140d0e9a7,100000000,65.0,a4455252-3a1c-4f77-a0e5-0bc4509814a6,5304317f-af42-412f-b838-b3268e944239,2025-05-20T12:02:00Z,2025-05-22T06:48:00Z,1,3,88309d62-b0ed-40ce-b521-cbe94cb5d8e3
37460577-8837-4d40-bac5-3c2a5fe59f25,"Beams & Sections, 175 t - Persis Urban Infrastructure Group",Persis Urban Infrastructure Group,Purchasing Manager,100000005,Khorasan Razavi,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,01ddd910-8664-45a3-bb66-efa2f7c430ca,100000001,150.0,,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-05-13T06:52:00Z,2025-05-17T13:19:00Z,2,4,
6138ecfd-99d0-4cf0-a836-82373f679b26,"Rebar, 305 t - Navid Urban Infrastructure Industries",Navid Urban Infrastructure Industries,Site Engineer,100000005,Alborz,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,1ef10ccd-9b6f-41a3-b8bb-cc542fc068d2,100000000,330.0,,5304317f-af42-412f-b838-b3268e944239,2025-05-10T05:25:00Z,2025-05-14T05:13:00Z,2,4,
41eff71d-b4de-4f85-bd4b-a09bcf9072f1,"Pipes & Profiles, 10 t - Hoda Builders Group",Hoda Builders Group,Managing Director,100000000,Tehran,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,2d3ac36b-37ea-48bf-a2e6-1e64e141dc61,100000005,10.0,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-05-01T11:06:00Z,2025-05-07T10:38:00Z,2,4,
fbc35bfe-b110-4dd8-8437-e4d36d52925c,"Rebar, 190 t - Parsian Ahan Forooshi Industries",Parsian Ahan Forooshi Industries,Project Manager,100000004,Tehran,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,a5d0e64a-47f8-4f47-b79f-9a7b65026ba0,100000000,240.0,bedd7a60-6e8f-4cb2-9d1f-f71a64e37441,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-04-19T06:59:00Z,2025-04-22T12:27:00Z,1,3,93d678e1-d648-4d53-bd68-85af2e35ee60
2589f9f3-983a-4480-95ee-c0c71c8899b2,"Hot-Rolled Sheet, 60 t - Jahan-Sepehr Steel Structures",Jahan-Sepehr Steel Structures,Purchasing Manager,100000001,Mazandaran,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,43b368c5-797b-4275-9e8c-7c4b92042eee,100000002,50.0,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-05-17T07:47:00Z,2025-05-21T12:28:00Z,2,4,
7ba1df41-0b7f-4b20-afab-80117d3e6058,"Beams & Sections, 15 t - Pishgam Steel Structures Group",Pishgam Steel Structures Group,Procurement Lead,100000001,Isfahan,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,a0d74e74-2dd5-4472-8569-f9ac16bace62,100000001,15.0,,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-04-28T05:59:00Z,2025-05-03T09:25:00Z,2,5,
406996a0-437a-4b1c-9652-6a596d577ccc,"Rebar, 60 t - Bamdad Sazeh Industries",Bamdad Sazeh Industries,Site Engineer,100000000,East Azerbaijan,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,058ff66e-d5a3-4c5e-9cf0-53653c6e5ced,100000000,50.0,,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-05-12T07:30:00Z,2025-05-17T11:18:00Z,2,6,
f13cba45-ae21-4765-8ab0-3a04b318dfed,"Hot-Rolled Sheet, 40 t - Sahand-Taban Fabrication Works",Sahand-Taban Fabrication Works,Managing Director,100000001,Tehran,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,ea0fbad5-d89c-4969-a2f2-3fba15cf6f1c,100000002,30.0,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-05-10T09:00:00Z,2025-05-13T08:07:00Z,2,5,
f5bf829e-4c2f-4dec-b723-f78f855ad5d5,"Wire Rod, 25 t - Iman Agri-Steel Group",Iman Agri-Steel Group,Purchasing Manager,100000006,Khorasan Razavi,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,96978820-a505-44a2-9925-0e145d29915e,100000006,25.0,,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-05-20T08:14:00Z,2025-05-24T11:57:00Z,2,4,
942ae6d0-7d41-4061-82ff-47f9faad96cb,"Rebar, 105 t - Orang Foolad Trading Industries",Orang Foolad Trading Industries,Purchasing Manager,100000004,Khorasan Razavi,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,c74bdef2-8149-459c-b184-3535eaaaa624,100000000,115.0,,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-05-08T06:21:00Z,2025-05-14T06:49:00Z,2,6,
446f9dd4-6d64-41bb-9194-593107ab9ed9,"Beams & Sections, 120 t - Ilia Sazeh Group",Ilia Sazeh Group,Purchasing Manager,100000000,Isfahan,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,e2ee3c76-1e7d-438a-9d05-8057a4245d9f,100000001,140.0,44d6eeca-bb12-40a9-87e9-974d70fd7536,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-05-18T06:00:00Z,2025-05-22T05:55:00Z,1,3,61d0ef4f-6470-4bde-966a-f76f456ebbd0
76627a18-59ec-4726-84ce-1d19d767a1fc,"Hot-Rolled Sheet, 10 t - Pouya-Mahan Eskelet Felezi",Pouya-Mahan Eskelet Felezi,Procurement Lead,100000001,Fars,8,22ab7752-c4db-4a62-ae13-418d68ab80ea,847dcdd6-411a-4578-ba5e-142b02b8a68f,100000002,10.0,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-05-11T10:41:00Z,2025-05-15T07:42:00Z,2,5,
bf013ce6-535b-4706-84ee-0dc8be8445f6,"Beams & Sections, 25 t - Mehr Construction Industries",Mehr Construction Industries,Purchasing Manager,100000000,Hormozgan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,7e11108a-6d92-445a-952c-4aadf2bec06d,100000001,35.0,50c16154-e6a7-40cf-9291-b76da8b3815d,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-08-30T13:10:00Z,2025-09-02T08:48:00Z,1,3,5ddf1634-bf6d-4117-ab66-977849a9128e
9e8b5907-6c5f-4fe7-a78e-4cfc579f875d,"Beams & Sections, 15 t - Pouya Fabrication Works Group",Pouya Fabrication Works Group,Site Engineer,100000001,Hormozgan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,d3294a71-b697-492f-9840-fd58014cd941,100000001,20.0,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-08-23T08:30:00Z,2025-08-25T05:33:00Z,2,6,
fa7d1bd7-00d2-4503-b813-ddba43c5d121,"Cold-Rolled Sheet, 15 t - Espadana Appliance Components Ltd.",Espadana Appliance Components Ltd.,Procurement Lead,100000003,Tehran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,5a4594cf-6648-4283-b6de-1f5cd985084a,100000003,10.0,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-08-17T10:09:00Z,2025-08-21T12:35:00Z,2,4,
cec88e0d-2056-40f7-8465-d576eeeb75c7,"Galvanized Sheet, 30 t - Sepehr Greenhouse Structures Co.",Sepehr Greenhouse Structures Co.,Procurement Lead,100000006,Isfahan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,626f3613-dab4-40f9-b15f-c97dff2868c3,100000004,30.0,,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-08-30T06:48:00Z,2025-09-03T06:04:00Z,2,5,
c1a924bd-7186-4c57-9be1-e450842607d2,"Rebar, 35 t - Taban Sakhteman Group",Taban Sakhteman Group,Supply Chain Manager,100000000,Tehran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,ea4bea02-37af-4808-b2c2-f792b575008f,100000000,30.0,,5304317f-af42-412f-b838-b3268e944239,2025-08-23T12:00:00Z,2025-08-26T10:36:00Z,2,6,
74177003-8076-4cbf-bde2-c14d43057119,"Beams & Sections, 55 t - Zarrin Contracting Group",Zarrin Contracting Group,Managing Director,100000000,Khuzestan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,4da72051-d84f-41fe-940e-67749ede0b0e,100000001,50.0,,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-08-21T06:29:00Z,2025-08-25T07:04:00Z,2,6,
0a83a23a-4a5c-4385-b63b-7fc8683fb175,"Beams & Sections, 65 t - Tous Steel Depot Co.",Tous Steel Depot Co.,Procurement Lead,100000004,Khorasan Razavi,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,49c15eb9-415b-47d1-a787-38ea22dffd0a,100000001,65.0,,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-08-18T07:54:00Z,2025-08-20T09:08:00Z,2,5,
f121434e-1010-4064-8e26-20ff328529a1,"Beams & Sections, 155 t - Rastin Iron & Steel Supply Group",Rastin Iron & Steel Supply Group,Supply Chain Manager,100000004,East Azerbaijan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,5c463ee1-65b5-4140-bb90-9e8fadf65518,100000001,135.0,e809f6e6-7f16-449a-9a6c-8efc46bbed34,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-08-10T06:10:00Z,2025-08-11T05:11:00Z,1,3,baddaf6c-c58c-47b2-811c-75e0ea37966b
6f656ede-ec73-470b-9d10-562ed4adf7b8,"Hot-Rolled Sheet, 115 t - Varna Iron & Steel Supply Industries",Varna Iron & Steel Supply Industries,Procurement Lead,100000004,Tehran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,e34248cf-5611-4b2f-b6a3-14dd9f5b4f6a,100000002,80.0,,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-08-20T11:03:00Z,2025-08-30T05:54:00Z,2,6,
118d9d9a-dece-41f8-be19-0e81f72cbfc1,"Hot-Rolled Sheet, 45 t - Yekta Pipe Works Ltd.",Yekta Pipe Works Ltd.,Supply Chain Manager,100000002,Alborz,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,ae809581-9db6-46d9-b029-4048c7479b4f,100000002,65.0,ade1266b-a56f-40b4-99aa-ae048bdbbc7a,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-08-12T08:07:00Z,2025-08-19T06:03:00Z,1,3,b3858457-7afc-4eb2-8d0d-30c719e3e579
cdec28d1-d7e4-4d03-a174-1e1145e14de1,"Hot-Rolled Sheet, 30 t - Hirad Fabrication Works Ltd.",Hirad Fabrication Works Ltd.,Supply Chain Manager,100000001,Isfahan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,e1c8cc3e-bf6b-4fd7-bf9b-754c677862ae,100000002,30.0,,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-08-30T04:52:00Z,2025-09-03T12:28:00Z,2,6,
41f5d233-07ad-4ae1-9925-70eb465a3414,"Beams & Sections, 260 t - Orang Iron & Steel Supply Ltd.",Orang Iron & Steel Supply Ltd.,Managing Director,100000004,Isfahan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,4e948af0-69bc-4bd9-90f0-a71cba59aaf1,100000001,225.0,,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-08-13T10:16:00Z,2025-08-14T12:21:00Z,2,6,
713d6909-3d57-48e2-a80e-18666f20c7fa,"Rebar, 25 t - Iman Abadgaran Ltd.",Iman Abadgaran Ltd.,Site Engineer,100000000,Mazandaran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,d207c371-9969-42b0-beb2-130dc2f9e2d8,100000000,30.0,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-08-12T11:31:00Z,2025-08-16T12:38:00Z,2,4,
379c2a7a-9c1f-47f1-90c1-2a2a624f4792,"Hot-Rolled Sheet, 25 t - Rahyab Pipe Works Ltd.",Rahyab Pipe Works Ltd.,Supply Chain Manager,100000002,Khorasan Razavi,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,41dabbdc-f32a-49a1-aea8-dac74e531789,100000002,35.0,178393ca-3fd3-46b4-95bf-e6dfb400dcf7,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-08-27T09:36:00Z,2025-08-31T13:06:00Z,1,3,72061d39-1a4c-4283-a067-87d0a13b7a72
47764ac6-9d73-4b20-b22c-055524e8811a,"Wire Rod, 115 t - Golestan Steel Merchants Co.",Golestan Steel Merchants Co.,Purchasing Manager,100000004,Alborz,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,a751f7d9-4f9a-436c-a743-9b986fe9dfc5,100000006,125.0,,ce177b4e-0837-48a3-9261-a7ab3aa2e4f9,2025-08-23T08:56:00Z,2025-08-28T06:17:00Z,2,6,
3e9e998c-805e-4284-beea-f07553a7fb02,"Cold-Rolled Sheet, 25 t - Bamdad Appliance Components Industries",Bamdad Appliance Components Industries,Managing Director,100000003,Isfahan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,f6b280d6-8554-4472-bd46-9c7ee21cb77f,100000003,20.0,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-08-27T13:05:00Z,2025-08-31T12:40:00Z,2,5,
f7d665e4-36ff-4617-8393-62669a06055b,"Rebar, 40 t - Arya Contracting Industries",Arya Contracting Industries,Supply Chain Manager,100000000,Khuzestan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,f0cdba27-4165-4e8a-a39f-2d8a42d9f538,100000000,35.0,,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-08-24T08:37:00Z,2025-08-28T10:49:00Z,2,7,
6e6944d3-8296-443c-af5c-0047fb0e33b8,"Pipes & Profiles, 105 t - Iman Eskelet Felezi Ltd.",Iman Eskelet Felezi Ltd.,Supply Chain Manager,100000001,Tehran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,1678c235-26a3-4e64-8ab5-fb870fbb4d44,100000005,70.0,,5304317f-af42-412f-b838-b3268e944239,2025-08-17T05:02:00Z,2025-08-20T11:11:00Z,2,4,
e6723a7f-7589-4aab-997d-887e446be3b3,"Galvanized Sheet, 15 t - Sahand Agri-Steel Industries",Sahand Agri-Steel Industries,Managing Director,100000006,Tehran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,875bd28d-14de-4894-9a67-4f17207d269d,100000004,10.0,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-08-28T08:48:00Z,2025-09-01T07:55:00Z,2,4,
e7820d38-1621-4342-a6d6-37743384e0ed,"Galvanized Sheet, 50 t - Nasim Greenhouse Structures Co.",Nasim Greenhouse Structures Co.,Project Manager,100000006,Tehran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,38bef4c4-2cef-48bb-8b11-7f72db1bda74,100000004,40.0,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-08-16T11:22:00Z,2025-08-21T05:24:00Z,2,6,
bf54ef05-791b-4244-a442-fc9ea109dbab,"Rebar, 150 t - Arya Construction Ltd.",Arya Construction Ltd.,Project Manager,100000000,Tehran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,67ba0a4d-3df0-475f-aca8-e5a40ddc0cb3,100000000,230.0,,5304317f-af42-412f-b838-b3268e944239,2025-08-24T10:08:00Z,2025-08-27T08:22:00Z,2,4,
38aae3d2-9b56-43d8-8cc6-7b2619390455,"Hot-Rolled Sheet, 25 t - Sabalan Fabrication Works Group",Sabalan Fabrication Works Group,Managing Director,100000001,Tehran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,50e97f96-c770-4627-8864-155c8121f2ad,100000002,10.0,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-08-28T12:46:00Z,2025-08-31T07:50:00Z,2,6,
d8cb26ef-d72f-4093-a456-6dc572f6f598,"Rebar, 15 t - Atlas Abadgaran Ltd.",Atlas Abadgaran Ltd.,Project Manager,100000000,Khuzestan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,17b05872-787f-47de-beae-7e2c90bde40e,100000000,15.0,,366eb16f-508e-4ad7-b7c9-3acfe059a0ee,2025-08-18T12:38:00Z,2025-08-24T10:09:00Z,2,4,
bd73f845-faa7-476f-a634-ba2ad3fa1479,"Rebar, 60 t - Hirad Omran Industries",Hirad Omran Industries,Purchasing Manager,100000000,East Azerbaijan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,5add8fa5-debf-402d-be25-ed84ed966a68,100000000,60.0,,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-09-01T07:13:00Z,2025-09-04T06:11:00Z,2,6,
20f08b3c-c295-4eae-86ac-7b106921a9ef,"Wire Rod, 15 t - Iranmehr Agri-Steel Industries",Iranmehr Agri-Steel Industries,Supply Chain Manager,100000006,Tehran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,28fd4f15-d19b-490f-a961-1c5d94ba3bf2,100000006,10.0,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-08-25T09:43:00Z,2025-08-30T09:08:00Z,2,6,
a63c00a2-966f-4fcb-80d3-88e6d6a3d393,"Beams & Sections, 210 t - Kimia Metals Supply Co.",Kimia Metals Supply Co.,Procurement Lead,100000004,Hormozgan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,6f9e0b19-3864-43cd-89b6-ec87f0755e44,100000001,230.0,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-08-11T09:30:00Z,2025-08-16T07:56:00Z,2,6,
55fa5e1b-902b-49c1-9aed-280a19be15ad,"Rebar, 145 t - Espadana Foolad Trading Co.",Espadana Foolad Trading Co.,Project Manager,100000004,Khorasan Razavi,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,f5771042-e185-4e53-a123-1f2881ab5333,100000000,180.0,66b72795-e8a4-461a-9992-ea33bc394ae3,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-08-28T10:41:00Z,2025-09-01T06:24:00Z,1,3,6ed9cce2-eb69-46b6-a858-a3d49047fdea
901c3aa6-cc54-42b4-b203-60ba63ed8c86,"Cold-Rolled Sheet, 30 t - Kaspian Appliance Components Co.",Kaspian Appliance Components Co.,Supply Chain Manager,100000003,Isfahan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,5cad2517-9839-4ae1-b635-94aa51642de2,100000003,30.0,,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-08-11T07:29:00Z,2025-08-16T06:23:00Z,2,5,
737d0c5e-7fc6-4a54-883b-2d4efafa054e,"Rebar, 25 t - Diba Abadgaran Ltd.",Diba Abadgaran Ltd.,Project Manager,100000000,Tehran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,f1a19dab-7303-4903-8274-9f61431b9f9f,100000000,15.0,,5304317f-af42-412f-b838-b3268e944239,2025-08-25T10:50:00Z,2025-08-27T08:57:00Z,2,5,
0fc3d695-333c-4435-9c94-0c89148b825d,"Hot-Rolled Sheet, 55 t - Helia Tube Mills Co.",Helia Tube Mills Co.,Project Manager,100000002,Tehran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,d7a478e1-093d-4f33-85e4-b8e3250432f4,100000002,60.0,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-08-20T06:48:00Z,2025-08-23T10:41:00Z,2,7,
93400bc2-95d4-41cb-b650-67e06b941b94,"Pipes & Profiles, 40 t - Vista-Kaspian Eskelet Felezi",Vista-Kaspian Eskelet Felezi,Purchasing Manager,100000001,Tehran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,918f9792-16cb-43cb-93cb-f1601ca7d53d,100000005,30.0,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-08-10T11:24:00Z,2025-08-13T13:26:00Z,2,4,
b0861535-6c6c-4ded-ad8d-370154dc0efa,"Pipes & Profiles, 25 t - Orang Agri-Steel Group",Orang Agri-Steel Group,Procurement Lead,100000006,Fars,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,d7d5936c-5455-423c-bc44-994a3b6db5ef,100000005,15.0,92a97acd-3d88-4938-aad6-5b8c3a38b844,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-08-21T13:26:00Z,2025-08-23T13:12:00Z,2,5,
2fbb6758-6aee-4d20-bde7-58c75a32dd3f,"Hot-Rolled Sheet, 10 t - Fardis Appliance Components Industries",Fardis Appliance Components Industries,Supply Chain Manager,100000003,Tehran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,a4c661c2-7361-4e0b-9f87-67bcdac9e470,100000002,10.0,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-08-12T07:09:00Z,2025-08-17T10:18:00Z,2,6,
cbcd9eed-0cfc-4b77-aac8-6a300cf6812b,"Pipes & Profiles, 10 t - Raman Greenhouse Structures Ltd.",Raman Greenhouse Structures Ltd.,Site Engineer,100000006,Isfahan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,a9784027-b882-4191-8cb1-c1f5af67fc6f,100000005,10.0,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-08-27T13:04:00Z,2025-09-03T05:35:00Z,2,5,
327272f0-ac92-4046-b7e4-99d131163301,"Rebar, 55 t - Arman Steel Merchants Ltd.",Arman Steel Merchants Ltd.,Managing Director,100000004,Fars,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,1f3153af-4512-4010-95f5-6ba3e847ffcd,100000000,40.0,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-08-14T10:33:00Z,2025-08-19T09:18:00Z,2,4,
5428400d-113d-401c-abc8-2ea5ccd4f106,"Pipes & Profiles, 185 t - Tina Steel Merchants Ltd.",Tina Steel Merchants Ltd.,Project Manager,100000004,Tehran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,98e77da3-f0bc-42ad-bb03-9d53572de5e0,100000005,200.0,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-08-24T12:12:00Z,2025-08-28T13:08:00Z,2,4,
2da3dab1-97b7-43a8-8dd4-1b5ecd9101e6,"Galvanized Sheet, 25 t - Jahan Agri-Steel Co.",Jahan Agri-Steel Co.,Site Engineer,100000006,Tehran,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,bcdb829b-2d7c-40c1-9446-03f1b4322032,100000004,25.0,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-08-23T04:37:00Z,2025-08-30T13:04:00Z,2,6,
83630085-d0c9-46e9-b765-ee911586f8d9,"Beams & Sections, 55 t - Rastin Abadgaran Group",Rastin Abadgaran Group,Project Manager,100000000,Isfahan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,c046c195-01c0-418c-88c4-32011c335961,100000001,75.0,,9132b63e-f162-47e4-a9c3-49e03602f8ac,2025-08-12T13:04:00Z,2025-08-16T12:24:00Z,2,5,
1ee69b68-e7e0-42b0-8176-f8102761cfcf,"Rebar, 45 t - Elham Builders Industries",Elham Builders Industries,Procurement Lead,100000000,Alborz,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,524a6106-6985-476d-ab1c-d0d3dacef960,100000000,50.0,,5304317f-af42-412f-b838-b3268e944239,2025-08-12T05:09:00Z,2025-08-17T10:24:00Z,2,4,
2bbb36ad-c47b-4bfa-889b-5619e0b8f61c,"Pipes & Profiles, 25 t - Arya Golkhaneh Sazan Industries",Arya Golkhaneh Sazan Industries,Site Engineer,100000006,Alborz,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,d42da288-6713-4e6e-9bfb-57971a330548,100000005,30.0,b9fdb77d-e1a3-433c-a5c5-eecd20192edf,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-08-23T10:29:00Z,2025-08-27T05:06:00Z,1,3,7536bee7-f383-4240-9b07-affcac57084b
f7afb9c6-d5c4-47af-aff2-7b853f34a4af,"Wire Rod, 30 t - Shahab Ahan Bazar Ltd.",Shahab Ahan Bazar Ltd.,Site Engineer,100000004,Hormozgan,1,bab2b77d-fa74-4cc8-a43a-fb7ac40d4874,502998fa-23b2-4e08-beb7-bbd202912c35,100000006,25.0,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-08-23T12:15:00Z,2025-08-28T08:01:00Z,2,5,
