quoteid,quotenumber,revisionnumber,opportunityid,customerid,customeridtype,ownerid,createdon,effectivefrom,effectiveto,discountpercentage,totalamount,statecode,statuscode,transactioncurrencyid
a55332b6-2984-4ee0-a09d-fa12bdff2e29,QUO-004014,1,106cbf2a-e9e9-4638-9dee-f7159453bebd,331f63fb-d11f-48c0-a97c-a4fff75d599f,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-09-20T06:16:13Z,2025-09-20,2025-09-23,3.45,28892900000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
fd33f880-6ebd-4a0d-abe4-31e9221bc40b,QUO-004015,2,106cbf2a-e9e9-4638-9dee-f7159453bebd,331f63fb-d11f-48c0-a97c-a4fff75d599f,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-09-25T11:08:28Z,2025-09-25,2025-09-28,3.65,28833000000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8bfd9630-cea8-463c-b13b-bdea536b7200,QUO-004016,0,47ef15d8-097c-48f7-bb1e-bbe5b9738579,331f63fb-d11f-48c0-a97c-a4fff75d599f,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2026-01-03T22:23:51Z,2026-01-04,2026-01-07,2.61,27350200000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
7defb2be-464a-4247-8d1f-55f5c59f95ce,QUO-004017,1,47ef15d8-097c-48f7-bb1e-bbe5b9738579,331f63fb-d11f-48c0-a97c-a4fff75d599f,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2026-01-11T11:15:37Z,2026-01-11,2026-01-14,2.81,27294100000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
35c57578-a15f-4814-821a-c66c1e5b1fce,QUO-004018,2,47ef15d8-097c-48f7-bb1e-bbe5b9738579,331f63fb-d11f-48c0-a97c-a4fff75d599f,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2026-01-15T19:28:15Z,2026-01-15,2026-01-18,3.01,27237900000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6379f7dd-ffb8-499b-830a-bf5c8c660424,QUO-004019,0,b895e0d4-5eb4-4597-b96b-1fc481b9a0ab,df7d0dd7-236e-4608-9acb-394acd1f5318,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-01-30T10:03:59Z,2025-01-30,2025-02-02,3.51,17604200000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a0ed1ecb-d21c-4a80-bb99-873c9e905073,QUO-004020,1,b895e0d4-5eb4-4597-b96b-1fc481b9a0ab,df7d0dd7-236e-4608-9acb-394acd1f5318,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-03T20:00:36Z,2025-02-03,2025-02-06,3.71,17861400000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3a82b86b-c68b-43ac-83c0-83bf41bbe0e4,QUO-004021,2,b895e0d4-5eb4-4597-b96b-1fc481b9a0ab,df7d0dd7-236e-4608-9acb-394acd1f5318,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-10T07:15:21Z,2025-02-10,2025-02-13,3.91,17824300000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8334a3a1-7382-4b99-a669-068107844018,QUO-004022,3,b895e0d4-5eb4-4597-b96b-1fc481b9a0ab,df7d0dd7-236e-4608-9acb-394acd1f5318,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-15T20:28:50Z,2025-02-15,2025-02-18,4.11,17787200000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
4e5af0f9-57f9-4a7f-bcfe-64a3e367ad77,QUO-004023,0,21c05fba-89cf-416c-8181-7ffdefb140e6,df7d0dd7-236e-4608-9acb-394acd1f5318,account,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-10-31T22:20:38Z,2025-11-01,2025-11-04,3.89,8633500000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c83531ab-800d-447d-8cc4-3de3e9e572a6,QUO-004024,0,3efc6060-14f6-4995-b6ba-dacc562e4166,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-08-01T13:28:31Z,2024-08-01,2024-08-04,3.79,69864200000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
5cb4cf1e-7064-4d1c-8969-ca1e125e57f8,QUO-004025,0,fdee9583-b481-4bb4-b990-09611723cad7,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-07-29T09:51:00Z,2024-07-29,2024-08-01,4.33,44301000000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9432beb5-27ae-4fcb-a3cb-87e555d26501,QUO-004026,0,a0971518-7bc9-41ff-ae06-cb41688ddd6d,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-07-11T18:12:22Z,2024-07-11,2024-07-14,4.78,48022600000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bacba71e-20cc-4a2b-a6b3-7e575877003f,QUO-004027,1,a0971518-7bc9-41ff-ae06-cb41688ddd6d,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-07-16T17:59:47Z,2024-07-16,2024-07-19,4.98,47921700000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
5986038a-1c72-40f2-8475-ea677866665b,QUO-004028,0,241763e8-8a39-4e43-820a-f49d6b75c8a0,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-08-13T02:52:21Z,2024-08-13,2024-08-16,4.2,32609600000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b6dbe9ff-71b3-44b6-b5e4-0968cb87ad46,QUO-004029,1,241763e8-8a39-4e43-820a-f49d6b75c8a0,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-08-18T16:57:47Z,2024-08-18,2024-08-21,4.4,32541500000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3a4ef9fd-17f1-40d1-bb00-e12d2fa908b1,QUO-004030,0,5f310f4d-5d0e-4c86-b9f6-32d666da077b,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-08-15T10:06:37Z,2024-08-15,2024-08-18,3.48,36030100000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
8e064f60-dafc-410e-a3b3-bdf2ce915959,QUO-004031,0,44ee5159-fbf8-413f-87f0-39e6e397a3e3,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-10-24T19:22:30Z,2024-10-24,2024-10-27,3.41,21914800000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
1b2686b3-0c84-49a1-a731-2639618fc77c,QUO-004032,1,44ee5159-fbf8-413f-87f0-39e6e397a3e3,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-10-29T12:42:26Z,2024-10-29,2024-11-01,3.61,21869400000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
5e2c14c6-2ed7-405a-9ce7-3b0a30b2a6b8,QUO-004033,0,3192bcfc-7d85-4e28-8a2a-5909be54e293,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-11-06T02:21:21Z,2024-11-06,2024-11-09,2.92,22313600000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
20396b4c-aff7-449f-8ada-8194a6d06eac,QUO-004034,0,fb1ac3bd-d941-4ebc-bfdf-f47d915b395e,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2024-12-18T00:04:36Z,2024-12-18,2024-12-21,4.77,33250800000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f9e613cd-d1e5-4820-a7a0-7f10c1829da4,QUO-004035,0,3f9cf952-5c06-4cb2-be4a-5d45f2cba7a5,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-01-19T16:29:03Z,2025-01-19,2025-01-22,3.42,25665300000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
84523f77-2e0d-48d2-89eb-d107e1581c93,QUO-004036,0,ac372b8a-8fac-4ef7-84d7-746c2ab54288,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-02-22T21:36:47Z,2025-02-23,2025-02-26,3.79,30901100000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
29a62b45-0a35-4136-b1f9-6d671f93084e,QUO-004037,1,ac372b8a-8fac-4ef7-84d7-746c2ab54288,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-02-27T08:30:25Z,2025-02-27,2025-03-02,3.99,30836900000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
44c744e5-21da-46c9-ad4b-45a5e8ed141a,QUO-004038,2,ac372b8a-8fac-4ef7-84d7-746c2ab54288,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-03-04T12:11:17Z,2025-03-04,2025-03-07,4.19,36006100000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bee029e4-c876-46d9-833b-7a7648159b75,QUO-004039,0,9972889b-1442-472e-9be4-dd96520e7ca2,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-02-11T12:38:05Z,2025-02-11,2025-02-14,3.78,33512500000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9ff579ab-6fc2-4aa7-a4ad-bcd86a68b3dd,QUO-004040,1,9972889b-1442-472e-9be4-dd96520e7ca2,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-02-18T02:54:03Z,2025-02-18,2025-02-21,3.98,33442900000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
57413822-f96d-4d30-a2b4-ae1037fed84c,QUO-004041,0,fd5a2707-76d7-4b43-8b11-295585b3bcb6,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-02-12T04:43:54Z,2025-02-12,2025-02-15,2.9,54474200000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
7833db93-eb80-4840-813d-5bdeee7a00d1,QUO-004042,0,b52e7806-45bc-4309-a3b2-1e4f009d91e7,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-05-19T12:23:48Z,2025-05-19,2025-05-22,3.67,33678400000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
5ba8d0f9-0885-4bed-8647-8da2a8cf5697,QUO-004043,0,59d0f65b-aad3-4a91-a111-b90ddd98beb0,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-06-20T22:22:28Z,2025-06-21,2025-06-24,2.92,61286500000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
44e5fb30-38de-434b-ac1c-0e6b5915ced5,QUO-004044,0,03e2e0ec-8344-4e89-bc9a-1d77a0c1b7da,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-07-30T02:37:56Z,2025-07-30,2025-08-02,3.39,31127400000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f2933086-0746-4869-94e2-dc3d6b74e5cd,QUO-004045,1,03e2e0ec-8344-4e89-bc9a-1d77a0c1b7da,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-08-05T14:19:56Z,2025-08-05,2025-08-08,3.59,31111200000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3c90566e-ff49-4786-829d-081469a7216b,QUO-004046,0,c6200050-a43a-4964-afd4-3b1978a89d83,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-09-21T00:50:13Z,2025-09-21,2025-09-24,3.64,124683700000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
70e10650-7d13-4d87-aeeb-d88d4acbfb8d,QUO-004047,0,5725807b-65b4-4534-83d9-0ea2a94e4467,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-03-23T12:46:19Z,2026-03-23,2026-03-26,3.82,162938100000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0f396396-bf2a-49c7-a9dc-18c24025a301,QUO-004048,1,5725807b-65b4-4534-83d9-0ea2a94e4467,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-03-28T05:26:14Z,2026-03-28,2026-03-31,4.02,162599200000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a42eaace-1591-4d72-aa40-ff1e14f352f3,QUO-004049,2,5725807b-65b4-4534-83d9-0ea2a94e4467,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-04-02T17:47:34Z,2026-04-02,2026-04-05,4.22,161454900000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e032e6c4-4461-4edb-8f3a-08f1086754e2,QUO-004050,3,5725807b-65b4-4534-83d9-0ea2a94e4467,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-04-07T18:37:39Z,2026-04-07,2026-04-10,4.42,161117800000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
fb31a93f-4e65-4f33-8461-d6ceb83b087c,QUO-004051,0,a59f4695-3dbe-41a5-8a27-21dd4881654e,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-03-31T02:26:37Z,2026-03-31,2026-04-03,4.27,49062800000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
33bf8877-b833-4956-98dd-04128f851c00,QUO-004052,0,06942254-01cd-48bc-8699-5228a98dbce5,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-04-19T16:03:56Z,2026-04-19,2026-04-22,4.87,190774300000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
721dfde7-fa82-4fd3-a83f-4e898e4c89c4,QUO-004053,1,06942254-01cd-48bc-8699-5228a98dbce5,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-04-25T09:44:33Z,2026-04-25,2026-04-28,5.07,190373200000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
87105000-d4e0-4af9-9154-d26e5533dc5d,QUO-004054,0,41d3d456-db62-41de-a6f7-9fe1754c573d,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-05-04T23:17:22Z,2026-05-05,2026-05-08,2.73,43910700000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bcb97c27-8f3f-4bae-a6f4-c7eb4a76de8b,QUO-004055,1,41d3d456-db62-41de-a6f7-9fe1754c573d,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-05-09T11:20:59Z,2026-05-09,2026-05-12,2.93,43820400000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
921a4a79-ac8e-46ad-8045-d33cea2b69c7,QUO-004056,0,dfba8ac7-5bd0-4b3e-991d-2f3f325a8f15,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-06-30T08:18:16Z,2026-06-30,2026-07-03,4.61,120852700000.0,1,3,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c79adb6c-a4c9-4f7c-a7fd-b393c3a5fca4,QUO-004057,0,0a1b9fdd-a37b-40eb-a75d-c3730b794deb,7b07fd31-a424-4f23-8d5b-a7cd400035f0,account,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-06-30T09:45:12Z,2026-06-30,2026-07-03,2.68,99740100000.0,1,3,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
da6ba2a0-41b6-4588-aa3a-cb648b5b6c01,QUO-004058,0,28ce892e-3b3b-4b5b-80d3-6f8e9ab428bc,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2024-08-03T02:55:56Z,2024-08-03,2024-08-06,2.64,9130100000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0d3f0a6f-a354-4e98-8f37-349218f6b88a,QUO-004059,0,cb336956-96e7-49f4-a85b-4d4c1ac78802,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2024-08-06T14:05:06Z,2024-08-06,2024-08-09,2.87,6873100000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
20d142ec-2d63-4d32-a127-a16aae49c563,QUO-004060,1,cb336956-96e7-49f4-a85b-4d4c1ac78802,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2024-08-13T13:16:08Z,2024-08-13,2024-08-16,3.07,6859000000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
a350770a-88ed-4443-91e6-7cd6bafc49b8,QUO-004061,0,41742853-409f-4198-b3d0-a119053db77f,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2024-10-27T18:01:49Z,2024-10-27,2024-10-30,4.1,6714600000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0e802b28-c4bf-4d47-8e65-655746138c46,QUO-004062,1,41742853-409f-4198-b3d0-a119053db77f,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2024-11-02T10:51:47Z,2024-11-02,2024-11-05,4.3,6836500000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
82a15681-35d4-41c4-8cec-f159b541387c,QUO-004063,2,41742853-409f-4198-b3d0-a119053db77f,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2024-11-09T09:46:02Z,2024-11-09,2024-11-12,4.5,6822200000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
cfe5b327-1751-48a7-b4f3-e092b4caba91,QUO-004064,0,c1eec755-2a22-479a-b993-60ec0637394d,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-01-07T19:13:25Z,2025-01-07,2025-01-10,2.25,8907300000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
45c84cda-e020-4ccd-bfe9-dd47ab29fb3d,QUO-004065,1,c1eec755-2a22-479a-b993-60ec0637394d,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-01-12T08:29:56Z,2025-01-12,2025-01-15,2.45,8889100000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
244a97db-3539-4940-baec-8ce3a3ee5d41,QUO-004066,0,f0471f54-3bd9-42ca-a126-4e0b66bb5700,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-03-29T17:02:35Z,2025-03-29,2025-04-01,2.75,9447300000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
fe48562c-6888-4ee0-97c3-91eb9e500cee,QUO-004067,1,f0471f54-3bd9-42ca-a126-4e0b66bb5700,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-04-05T18:31:31Z,2025-04-05,2025-04-08,2.95,9483200000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3e56ad6d-bda2-4786-97e2-1daf1530604b,QUO-004068,2,f0471f54-3bd9-42ca-a126-4e0b66bb5700,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-04-10T19:40:35Z,2025-04-10,2025-04-13,3.15,9463600000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
77785ecf-c46f-4040-8aa4-593077625f4a,QUO-004069,0,172e7799-bb8a-488f-921c-01bf4e1edff4,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2025-12-10T08:12:55Z,2025-12-10,2025-12-13,2.67,16279600000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
3062cd4d-84d6-4f8f-82eb-04c976111733,QUO-004070,0,980cdbe6-d546-43a3-965a-801b129c8517,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2026-05-09T09:08:38Z,2026-05-09,2026-05-12,2.07,13916500000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
2790a685-1efb-4214-aca3-54e65932240c,QUO-004071,0,0574664a-3727-4ac9-9a7d-d2f0148a5d26,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2026-05-06T23:46:31Z,2026-05-07,2026-05-10,2.45,20270400000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
87aaf7f9-9a06-47cc-908b-10c077332e51,QUO-004072,1,0574664a-3727-4ac9-9a7d-d2f0148a5d26,ef2ddcc4-8df6-41da-9f07-c1a5dfc620ce,account,beb79919-3f22-4af8-a3be-d01d43cf2fde,2026-05-11T08:29:18Z,2026-05-11,2026-05-14,2.65,20228900000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e9e832d3-97b0-42ab-a272-2ce35ee068bd,QUO-004073,0,90525bb4-2511-420c-acef-1e97bbd21710,8412a335-d88c-456d-b61e-5fdb1a435206,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2024-10-05T18:52:35Z,2024-10-05,2024-10-08,1.32,15471900000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
7ea3338c-447b-40de-b1fa-46a2e764daa1,QUO-004074,0,691385a1-117b-4798-b23f-e03719147611,8412a335-d88c-456d-b61e-5fdb1a435206,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2024-11-27T16:05:27Z,2024-11-27,2024-11-30,1.4,21890600000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
681faff6-a9b4-4ef1-b96d-425d183ae6ed,QUO-004075,0,fd7911fe-3689-436f-8e84-b5176b06dbf5,8412a335-d88c-456d-b61e-5fdb1a435206,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-04-04T22:14:48Z,2025-04-05,2025-04-08,2.22,10116400000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
4f0d016e-8986-46bf-9e4a-a9b263f03ea0,QUO-004076,0,9e7f4efc-7f85-4a95-8f2c-5bbc9b0295d4,8412a335-d88c-456d-b61e-5fdb1a435206,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-04-16T19:22:47Z,2025-04-16,2025-04-19,1.15,14648000000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
45412f09-0d64-4482-ba1d-5ba3c40c61f9,QUO-004077,1,9e7f4efc-7f85-4a95-8f2c-5bbc9b0295d4,8412a335-d88c-456d-b61e-5fdb1a435206,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-04-22T13:48:37Z,2025-04-22,2025-04-25,1.35,14618300000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d0d35a19-1965-4e9a-a5a1-2ab42f9b5e7b,QUO-004078,2,9e7f4efc-7f85-4a95-8f2c-5bbc9b0295d4,8412a335-d88c-456d-b61e-5fdb1a435206,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-04-27T19:53:49Z,2025-04-27,2025-04-30,1.55,14588700000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
35ba6188-b746-46ef-aae8-519e179a2bed,QUO-004079,3,9e7f4efc-7f85-4a95-8f2c-5bbc9b0295d4,8412a335-d88c-456d-b61e-5fdb1a435206,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-05-03T00:35:54Z,2025-05-03,2025-05-06,1.75,14758500000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
449ecb44-2384-4fde-9bbd-765c1ee98540,QUO-004080,0,337d5acb-570c-46c0-86cd-ccc344c73ce9,8412a335-d88c-456d-b61e-5fdb1a435206,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-05-12T20:53:30Z,2025-05-13,2025-05-16,1.53,23461600000.0,3,7,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
dcdc0105-7f5e-48eb-9025-5888c3ab7eb9,QUO-004081,1,337d5acb-570c-46c0-86cd-ccc344c73ce9,8412a335-d88c-456d-b61e-5fdb1a435206,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-05-18T17:47:42Z,2025-05-18,2025-05-21,1.73,23413900000.0,3,5,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
48945b4f-0624-4750-a389-bb9d76945221,QUO-004082,0,c148a441-ec69-4750-971d-93349c20ac24,8412a335-d88c-456d-b61e-5fdb1a435206,account,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-05-08T17:44:14Z,2025-05-08,2025-05-11,2.08,44473400000.0,2,4,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
