ahn_pipelinesnapshotid,ahn_snapshotdate,ahn_opportunityid,ownerid,ahn_stepname,ahn_closeprobability,ahn_estimatedvalue,ahn_forecastcategory,ahn_estimatedclosedate
bb92d115-eaa6-445d-aa9c-f2268bc80f67,2026-04-25,c203c672-2800-48ee-bb39-5e22b633a103,9132b63e-f162-47e4-a9c3-49e03602f8ac,3-Propose,90,26172200000.0,100000003,2026-04-23
b7cb15dd-b023-4cf8-973f-997da753d1de,2026-05-02,c203c672-2800-48ee-bb39-5e22b633a103,9132b63e-f162-47e4-a9c3-49e03602f8ac,4-Close,95,26172200000.0,100000003,2026-04-23
0666a5d8-435f-4c18-a651-955045afaeef,2026-06-03,60daf971-efdd-4352-8d27-94de56dc7a0f,9132b63e-f162-47e4-a9c3-49e03602f8ac,1-Qualify,45,117636300000.0,100000001,2026-06-10
679bbf88-f551-49fe-90c2-43a6cf857ee2,2026-06-06,60daf971-efdd-4352-8d27-94de56dc7a0f,9132b63e-f162-47e4-a9c3-49e03602f8ac,3-Propose,90,117636300000.0,100000003,2026-06-10
3e16b3a8-a132-4496-852c-04ac0d589506,2024-07-20,d55b5b4c-8767-4072-bb6f-8cc8e7462be3,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,35,29643800000.0,100000001,2024-07-27
d97715b2-7a1c-4803-9a91-75914ae20b8c,2024-07-27,d55b5b4c-8767-4072-bb6f-8cc8e7462be3,e27a984d-6548-41d0-bfcd-9eb1a7cad415,4-Close,95,29643800000.0,100000003,2024-07-27
0252d184-b654-4a9f-a430-ff16be0cd5db,2024-08-05,fa03fac9-3bbd-4bc2-b298-815b8fb8efb1,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,40,91022700000.0,100000001,2024-08-12
b90edf95-4135-493f-8a38-0a895a794eb4,2024-08-10,fa03fac9-3bbd-4bc2-b298-815b8fb8efb1,e27a984d-6548-41d0-bfcd-9eb1a7cad415,4-Close,95,91022700000.0,100000003,2024-08-12
73003887-db91-465f-90b0-fcd3e4f94e3d,2024-09-19,22b57b3b-104f-4e7c-b460-b73c1a5e1407,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,35,49388000000.0,100000001,2024-09-26
3f8204be-0d01-4774-9e06-f8c388c562f6,2024-09-21,22b57b3b-104f-4e7c-b460-b73c1a5e1407,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,75,49388000000.0,100000003,2024-09-26
e38ebff8-c515-4473-a364-5bae3219db78,2024-12-12,5cbbb6fe-e426-4e09-b06b-dd5bf1ad50f5,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,40,38207000000.0,100000001,2024-12-19
ac36739c-3723-4d8e-8dd5-7b4a4dbfb987,2024-12-14,5cbbb6fe-e426-4e09-b06b-dd5bf1ad50f5,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,85,38207000000.0,100000003,2024-12-19
f636a5a0-877f-48ac-a0ed-f6b538c13f46,2025-05-20,341b29e5-cacd-47a3-bd94-3f66e5fe4f1e,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,35,124124500000.0,100000001,2025-05-27
f4f6223d-38a1-4be6-b7a2-9a2f4182e4e5,2025-05-24,341b29e5-cacd-47a3-bd94-3f66e5fe4f1e,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,80,124124500000.0,100000003,2025-05-27
ec3cabc5-b57c-42cd-b365-5423ed41d339,2025-05-31,341b29e5-cacd-47a3-bd94-3f66e5fe4f1e,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,75,124124500000.0,100000003,2025-05-27
8b485e95-a171-4b13-a0ca-6f62c1e51d6b,2025-06-28,5c1e4740-31c3-4611-9359-e8c5d263dcf1,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,35,57450700000.0,100000001,2025-07-05
3a95bfdb-964c-4463-ae42-911d8f17ca76,2025-07-31,c168cdd7-8b86-4d58-9f83-03d39d9ea7ab,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,35,54250200000.0,100000001,2025-08-07
88ea13e7-0b2f-414a-99d4-9511b8cbcf38,2025-08-02,c168cdd7-8b86-4d58-9f83-03d39d9ea7ab,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,75,54250200000.0,100000003,2025-08-07
700d686b-02fc-497f-99e6-e8dd27fd4011,2025-08-09,c168cdd7-8b86-4d58-9f83-03d39d9ea7ab,e27a984d-6548-41d0-bfcd-9eb1a7cad415,4-Close,95,54250200000.0,100000003,2025-08-07
56264c41-4c15-488f-bffc-fdfdfeef4543,2025-09-06,0a44b229-af3b-4315-91f2-b01b93731894,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,40,73642300000.0,100000001,2025-09-13
780ad9bf-465d-42a2-be4e-fe50684b2d4b,2025-09-13,0a44b229-af3b-4315-91f2-b01b93731894,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,80,73642300000.0,100000003,2025-09-13
cd4ef4c1-b30d-41d9-a774-ad72aa8d0729,2025-09-14,8ecefd93-3ae4-4945-b703-c8996b46b2ba,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,30,25658100000.0,100000001,2025-09-21
9f2d882a-3992-42df-bfab-6ff381fa4d9f,2025-10-13,8e4ec537-aa14-49a7-b448-706e14537628,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,75,78672400000.0,100000003,2025-10-20
ee935ad3-36f5-4528-b1b2-31e2e39565e8,2025-10-18,8e4ec537-aa14-49a7-b448-706e14537628,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,80,78672400000.0,100000003,2025-10-20
2c3cfe3f-24e4-41c9-ae96-c57c493ae137,2025-10-25,8e4ec537-aa14-49a7-b448-706e14537628,e27a984d-6548-41d0-bfcd-9eb1a7cad415,4-Close,95,78672400000.0,100000003,2025-10-20
4813bf6c-1986-460f-9dfa-5b535cbfd9ba,2025-11-23,244cc47b-4057-456d-9ea5-b3f368ad41ef,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,75,113040200000.0,100000003,2025-11-30
7af0aeba-f8dc-4d6e-830f-10b5b0e75760,2025-11-29,244cc47b-4057-456d-9ea5-b3f368ad41ef,e27a984d-6548-41d0-bfcd-9eb1a7cad415,4-Close,95,113040200000.0,100000003,2025-11-30
0497f99f-847f-428d-bac3-41def7fd9d69,2025-12-06,c4392043-3355-4c36-8c94-a2033d23c92e,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,35,39869500000.0,100000001,2025-12-13
f2e3d018-717d-46ef-835d-0efcd428c6b5,2025-12-01,58b5a915-947d-48e2-ae7a-d445982bca64,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,40,152630600000.0,100000001,2025-12-08
048a3a02-1bda-4976-b285-7fddc616d88b,2025-12-06,58b5a915-947d-48e2-ae7a-d445982bca64,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,85,152630600000.0,100000003,2025-12-08
2a13bd92-7248-4fcc-8cb6-3a6f371e47b8,2026-01-31,ec3a6591-f4c7-450d-a020-c4c50cb0e154,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,45,46110300000.0,100000001,2026-02-07
21187b9f-73d9-4003-8acf-8953b6c3062b,2026-02-07,ec3a6591-f4c7-450d-a020-c4c50cb0e154,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,70,46110300000.0,100000002,2026-02-07
2846cc62-9196-48f4-b2f8-11980f47bea2,2026-03-02,5af7cca6-c7b8-4176-81c2-dbb5772c7d38,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,85,32011400000.0,100000003,2026-03-09
488800c8-7ce9-41bc-a2ba-a543d0ed3346,2026-03-07,5af7cca6-c7b8-4176-81c2-dbb5772c7d38,e27a984d-6548-41d0-bfcd-9eb1a7cad415,3-Propose,80,32011400000.0,100000003,2026-03-09
c19c8af7-320a-4b26-a824-08dcdf579365,2026-06-27,4d219290-4512-4ef8-93ca-1eac22a59f1e,e27a984d-6548-41d0-bfcd-9eb1a7cad415,1-Qualify,35,32658800000.0,100000001,2026-07-04
88cfc8d8-41f3-4007-9679-46dbb090732c,2024-08-20,d0f823f3-4237-4e68-8f8b-8bc69ee6562a,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,80,11784200000.0,100000003,2024-08-27
4fb30133-c9c6-4d37-90b6-17caa94fe751,2024-08-24,d0f823f3-4237-4e68-8f8b-8bc69ee6562a,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,75,11784200000.0,100000003,2024-08-27
aa1d4acf-0d59-4901-91b7-4d2553826841,2025-05-14,a6524931-4e60-4cd7-ad10-9087a3617563,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,80,21230500000.0,100000003,2025-05-21
0f1a5069-4b21-40a7-be98-0db561206ec2,2025-05-17,a6524931-4e60-4cd7-ad10-9087a3617563,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,75,21230500000.0,100000003,2025-05-21
28ac16fb-af85-4087-a3b8-fea3fc75d73c,2025-07-05,4820954c-c557-4257-afb9-811ef4ca4b8d,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,80,13125300000.0,100000003,2025-07-12
fc125e15-60ea-4a7e-99a8-f5808fb78e04,2025-07-12,4820954c-c557-4257-afb9-811ef4ca4b8d,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,75,13125300000.0,100000003,2025-07-12
7d3bffe4-ca31-488b-83c8-94e527e9ab67,2025-09-04,9761dc70-6a9c-4f5d-a252-f48e145db645,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,75,20821300000.0,100000003,2025-09-11
97457c8d-d385-4bac-bc13-5bcdede22e46,2025-09-06,9761dc70-6a9c-4f5d-a252-f48e145db645,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,65,20821300000.0,100000002,2025-09-11
33f82ba3-6eb3-4964-a690-8c6060aee9c5,2025-12-24,6d0f46bd-d264-424c-a316-dfe95f7ce0f4,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,1-Qualify,25,19441600000.0,100000001,2025-12-31
3f8ded42-638e-47a3-89a6-c6e897c3efef,2025-12-27,6d0f46bd-d264-424c-a316-dfe95f7ce0f4,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,75,19441600000.0,100000003,2025-12-31
6e25cad1-bb37-465e-9358-681a8ec9592c,2026-01-03,6d0f46bd-d264-424c-a316-dfe95f7ce0f4,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,4-Close,95,19441600000.0,100000003,2025-12-31
6b9fe0a6-7a2b-4b35-b855-ec871b60a8a5,2026-04-04,e362b936-ec64-42a2-96a3-5f1a964071a1,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,70,18336500000.0,100000002,2026-04-11
bfcf2e04-a9a7-47a3-bd8b-edc245fbf2f8,2026-04-11,e362b936-ec64-42a2-96a3-5f1a964071a1,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,4-Close,95,18336500000.0,100000003,2026-04-11
8b3958d3-5aab-421b-aac3-5a7dd4d6ad33,2026-05-04,77e23c5d-6564-4643-8857-d1b36f0fe112,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,75,54572100000.0,100000003,2026-05-11
64b348b1-8f46-4295-859c-ec1e0b6af030,2026-05-14,e062840b-8424-46fa-a6dd-9e3c26904844,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,80,8824600000.0,100000003,2026-05-21
e28d84df-ad71-409c-92e2-2120b902bba8,2026-05-16,e062840b-8424-46fa-a6dd-9e3c26904844,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,65,8824600000.0,100000002,2026-05-21
93ca07d3-76cc-493d-8bd2-7a507bbf2b9a,2026-05-23,e062840b-8424-46fa-a6dd-9e3c26904844,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,80,8824600000.0,100000003,2026-05-21
47813f11-0d82-4470-888e-045d7df0e372,2026-05-30,e062840b-8424-46fa-a6dd-9e3c26904844,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,3-Propose,65,8824600000.0,100000002,2026-05-21
793fcddf-50e3-45b1-8212-92d818c5df7c,2026-06-06,e062840b-8424-46fa-a6dd-9e3c26904844,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,4-Close,95,8824600000.0,100000003,2026-05-21
981ff8b4-9116-48c5-a675-f233ef1a402c,2024-07-03,3fca0888-7ba5-4cf5-b83e-8075e01a61c1,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1-Qualify,40,35221500000.0,100000001,2024-07-10
b5ce9cac-0e6f-4eeb-a387-4ed500eb62e4,2024-07-06,3fca0888-7ba5-4cf5-b83e-8075e01a61c1,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,85,35221500000.0,100000003,2024-07-10
41b97737-7a44-4182-9765-6c32abb4a80d,2024-07-13,3fca0888-7ba5-4cf5-b83e-8075e01a61c1,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,75,35221500000.0,100000003,2024-07-10
70f1da91-3832-44a0-974c-2080974cf89f,2024-07-20,3fca0888-7ba5-4cf5-b83e-8075e01a61c1,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,4-Close,95,35221500000.0,100000003,2024-07-10
6f90275c-6694-4e10-8a6c-b6108a15aaeb,2024-08-31,6169b330-1364-48b2-bca6-225930d8d9d7,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1-Qualify,35,30121500000.0,100000001,2024-09-07
2ecdb9c7-de2b-44cd-b060-f80d363e887a,2024-09-10,f06ee55b-e7a3-4306-a7b8-c035f9e0be44,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1-Qualify,40,37054500000.0,100000001,2024-09-17
7e65ceda-b75c-4adb-a0df-68f40b4f9214,2024-09-14,f06ee55b-e7a3-4306-a7b8-c035f9e0be44,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,75,37054500000.0,100000003,2024-09-17
1c363aab-fa4a-4286-9f44-04eb099459f3,2025-05-15,4ba457e2-5113-4021-900e-9f4d2d52161a,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1-Qualify,40,67733800000.0,100000001,2025-05-22
620d894c-9985-403e-bd14-0791188916e0,2025-05-17,4ba457e2-5113-4021-900e-9f4d2d52161a,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,80,67733800000.0,100000003,2025-05-22
1d83ccef-3c8d-4dc8-a64f-b732e83120d7,2025-07-24,18b6e228-5ca3-45b2-851e-698a89261da6,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,80,44590700000.0,100000003,2025-07-31
763296b2-7634-45b0-b63c-2c1844719b80,2025-07-26,18b6e228-5ca3-45b2-851e-698a89261da6,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,70,44590700000.0,100000002,2025-07-31
25ce4004-f651-47a9-ba17-e46fe736227f,2025-07-22,97bcf316-fc9c-480b-8343-62d337536d77,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1-Qualify,30,51457900000.0,100000001,2025-07-29
5fc288fc-7820-4d78-9f19-c109ff769584,2025-07-26,97bcf316-fc9c-480b-8343-62d337536d77,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,75,51457900000.0,100000003,2025-07-29
ccf94dbf-3709-4142-b824-b5483102ee54,2025-08-02,97bcf316-fc9c-480b-8343-62d337536d77,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,4-Close,95,51457900000.0,100000003,2025-07-29
c7434c90-2e83-4104-b61c-782cd35cc2a3,2025-10-25,42a6d635-cecd-49b1-b00a-b08d88fe6f5f,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,80,48927600000.0,100000003,2025-11-01
02b15bfb-9f86-47a7-b565-1902e9b34114,2025-11-01,42a6d635-cecd-49b1-b00a-b08d88fe6f5f,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,85,48927600000.0,100000003,2025-11-01
9b7e49cc-8f61-4b24-990d-d8b0e9c049e4,2026-01-17,8f9a3b35-72ac-47e6-8f43-fbce5b766d31,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,75,44044600000.0,100000003,2026-01-24
f38dfe70-bfcb-4a38-ac6c-9869b103138f,2026-05-25,23944e56-25c6-4669-a99a-7a5858048964,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1-Qualify,40,133867900000.0,100000001,2026-06-01
7199693a-d914-4b68-9bbd-d7f892494ffe,2026-05-30,23944e56-25c6-4669-a99a-7a5858048964,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,80,133867900000.0,100000003,2026-06-01
6f0f47b9-4883-4dc5-96dd-1e16c6452cd8,2026-06-06,23944e56-25c6-4669-a99a-7a5858048964,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,75,133867900000.0,100000003,2026-06-01
88eecc89-92ff-4def-a3a0-5306844a9492,2026-06-13,23944e56-25c6-4669-a99a-7a5858048964,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,4-Close,95,133867900000.0,100000003,2026-06-01
fdfa1b2b-0a38-41af-a4b7-c7c15bcc2695,2026-06-15,cd572c06-dbb7-4fa0-a50c-463e9c317b10,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,1-Qualify,30,48808900000.0,100000001,2026-06-22
319ffe0b-a233-44fb-8b60-e050cd8db23b,2026-06-20,cd572c06-dbb7-4fa0-a50c-463e9c317b10,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,3-Propose,75,48808900000.0,100000003,2026-06-22
980e08ed-d7eb-4456-a9c6-82e1c805e593,2024-07-01,1feee7ac-f18c-41f7-876a-f93eeda474c1,5304317f-af42-412f-b838-b3268e944239,3-Propose,65,1225100000.0,100000002,2024-07-08
8a8711c5-affd-4912-b02f-fd6e5eae840a,2024-07-06,1feee7ac-f18c-41f7-876a-f93eeda474c1,5304317f-af42-412f-b838-b3268e944239,3-Propose,65,1225100000.0,100000002,2024-07-08
fb042b50-8c00-47d8-b0c8-88263cf46bca,2024-11-25,3675489f-e544-4121-a4bc-b2f5e640266d,5304317f-af42-412f-b838-b3268e944239,3-Propose,70,11235900000.0,100000002,2024-12-02
9826339d-2464-435e-a070-3208aaec0594,2024-12-02,1c215aa9-e75d-450c-85da-d60e73d651d0,5304317f-af42-412f-b838-b3268e944239,3-Propose,70,15576600000.0,100000002,2024-12-09
af76f421-9c3e-482c-8d59-342bb51f5d5f,2024-12-07,1c215aa9-e75d-450c-85da-d60e73d651d0,5304317f-af42-412f-b838-b3268e944239,4-Close,85,15576600000.0,100000003,2024-12-09
7128df4c-012d-4c00-8f91-0d715db9451d,2025-02-08,67d87437-2d62-4b9c-bacb-5903295734a7,5304317f-af42-412f-b838-b3268e944239,3-Propose,75,7395200000.0,100000003,2025-02-15
976a6a0c-2b27-45e1-b0db-5d151cdb60d5,2025-02-15,67d87437-2d62-4b9c-bacb-5903295734a7,5304317f-af42-412f-b838-b3268e944239,3-Propose,60,7395200000.0,100000002,2025-02-15
980fb5ef-9e5b-4c7d-85d0-6126ec1483ae,2025-02-22,67d87437-2d62-4b9c-bacb-5903295734a7,5304317f-af42-412f-b838-b3268e944239,4-Close,85,7395200000.0,100000003,2025-02-15
154d2546-3bb8-4df5-b814-d3b3838fd733,2025-02-16,7da1f00b-14a7-41e3-9bfd-6ead023eea0f,5304317f-af42-412f-b838-b3268e944239,3-Propose,70,22480400000.0,100000002,2025-02-23
4fd8fda1-bc5e-4269-9100-e12cd2ea5541,2025-06-17,2b55a96c-5d46-465d-ba6f-e9d835f5ef4e,5304317f-af42-412f-b838-b3268e944239,3-Propose,70,9038400000.0,100000002,2025-06-24
9821b639-3dbf-4ef8-9850-29339b3e80d1,2025-06-21,2b55a96c-5d46-465d-ba6f-e9d835f5ef4e,5304317f-af42-412f-b838-b3268e944239,4-Close,85,9038400000.0,100000003,2025-06-24
977b20b0-146a-43f3-9511-0a562e05285c,2025-07-07,1930ea11-c773-47d0-8dd8-bc22c0aaa0b5,5304317f-af42-412f-b838-b3268e944239,3-Propose,80,14147200000.0,100000003,2025-07-14
822ab709-eac9-4040-9bcf-99226aa35d84,2025-07-12,1930ea11-c773-47d0-8dd8-bc22c0aaa0b5,5304317f-af42-412f-b838-b3268e944239,3-Propose,65,14147200000.0,100000002,2025-07-14
47a2e7f5-b2fa-4f6d-8ac7-41fc8c4e516f,2025-07-19,1930ea11-c773-47d0-8dd8-bc22c0aaa0b5,5304317f-af42-412f-b838-b3268e944239,3-Propose,70,14147200000.0,100000002,2025-07-14
f57904bd-b139-461d-9e6f-1bd493f2f8e4,2025-07-26,1930ea11-c773-47d0-8dd8-bc22c0aaa0b5,5304317f-af42-412f-b838-b3268e944239,4-Close,90,14147200000.0,100000003,2025-07-14
776e222f-ed8d-43da-a6a3-b349d1ebc35a,2025-07-30,5fcd2ecc-ee1a-4d2b-b4f5-bcbd1dde0f99,5304317f-af42-412f-b838-b3268e944239,3-Propose,60,14222800000.0,100000002,2025-08-06
8e52cab1-3759-497e-bad9-5605acd0bd6e,2025-08-02,5fcd2ecc-ee1a-4d2b-b4f5-bcbd1dde0f99,5304317f-af42-412f-b838-b3268e944239,3-Propose,65,14222800000.0,100000002,2025-08-06
489d93e2-1d83-4e2a-90de-3763caa76ad4,2025-08-09,5fcd2ecc-ee1a-4d2b-b4f5-bcbd1dde0f99,5304317f-af42-412f-b838-b3268e944239,4-Close,85,14222800000.0,100000003,2025-08-06
b47fd85d-24eb-48df-9eab-26d8d320be3d,2025-11-19,5a61ac80-0278-440c-9db3-30215cff29f5,5304317f-af42-412f-b838-b3268e944239,1-Qualify,20,6158300000.0,100000001,2025-11-26
f0af8920-efac-4b1f-aa57-2d63570797db,2025-11-22,5a61ac80-0278-440c-9db3-30215cff29f5,5304317f-af42-412f-b838-b3268e944239,3-Propose,60,6158300000.0,100000002,2025-11-26
f395fcf6-2fbb-4615-93b6-9d3bada55134,2025-11-29,5a61ac80-0278-440c-9db3-30215cff29f5,5304317f-af42-412f-b838-b3268e944239,4-Close,90,6158300000.0,100000003,2025-11-26
96977df7-a94a-43cc-9c88-7bd76fd2dd1e,2024-07-28,f9cc8fb8-eb14-4222-9bf8-a4414020172f,5304317f-af42-412f-b838-b3268e944239,1-Qualify,30,16406400000.0,100000001,2024-08-04
87845084-5fd4-4145-bcce-4a5b8df0153b,2024-08-03,f9cc8fb8-eb14-4222-9bf8-a4414020172f,5304317f-af42-412f-b838-b3268e944239,3-Propose,65,16406400000.0,100000002,2024-08-04
f29a8f8d-2686-49d5-90fd-4e49b78acb23,2024-08-10,f9cc8fb8-eb14-4222-9bf8-a4414020172f,5304317f-af42-412f-b838-b3268e944239,4-Close,90,16406400000.0,100000003,2024-08-04
d3cae394-1d1c-4ad0-8652-afc89d24becc,2024-08-11,27c8706f-9856-430b-88c5-b20d45cde833,5304317f-af42-412f-b838-b3268e944239,3-Propose,75,44305600000.0,100000003,2024-08-18
46a1a4a8-4b5f-4718-a8ac-0285ca5630df,2024-08-17,27c8706f-9856-430b-88c5-b20d45cde833,5304317f-af42-412f-b838-b3268e944239,4-Close,90,44305600000.0,100000003,2024-08-18
8022ceda-af14-401b-a4f7-6ba4e5058f52,2024-09-04,70e1f860-fcfd-4e44-9c42-e9d2f3239586,5304317f-af42-412f-b838-b3268e944239,1-Qualify,15,14856500000.0,100000001,2024-09-11
60f1bbef-73c1-4937-97c0-3f46f439a359,2024-09-07,70e1f860-fcfd-4e44-9c42-e9d2f3239586,5304317f-af42-412f-b838-b3268e944239,3-Propose,65,14856500000.0,100000002,2024-09-11
c7cd9927-35f7-4f84-a03e-056aa1003cd5,2024-09-03,15d326ae-95ab-4e40-a3a0-c8730ccff865,5304317f-af42-412f-b838-b3268e944239,3-Propose,80,64307400000.0,100000003,2024-09-10
1fbe5e98-b881-4dd8-a0e0-9a32ab5af201,2024-09-07,15d326ae-95ab-4e40-a3a0-c8730ccff865,5304317f-af42-412f-b838-b3268e944239,3-Propose,75,64307400000.0,100000003,2024-09-10
4a7041d5-b918-4343-981e-260fcae83972,2024-09-14,2252dfc1-c1bd-4ce2-b7d3-a8c0a982831c,5304317f-af42-412f-b838-b3268e944239,3-Propose,65,20533400000.0,100000002,2024-09-21
c220f189-62ac-49c7-93a2-69b7c92e6ccf,2024-11-10,0a7e7308-6b00-472a-9f65-bb80e035aa86,5304317f-af42-412f-b838-b3268e944239,3-Propose,70,14405000000.0,100000002,2024-11-17
4f8dc407-c794-4d8a-9571-c43388bd45c8,2024-11-16,0a7e7308-6b00-472a-9f65-bb80e035aa86,5304317f-af42-412f-b838-b3268e944239,3-Propose,65,14405000000.0,100000002,2024-11-17
2d313098-d32e-404f-87a6-5cb10ab1063f,2025-04-19,e3c58a0c-f28a-440a-8f39-87da3cb21692,5304317f-af42-412f-b838-b3268e944239,3-Propose,70,29443300000.0,100000002,2025-04-26
7b24f737-99e2-4740-87ad-7c384fcf7d21,2025-04-26,e3c58a0c-f28a-440a-8f39-87da3cb21692,5304317f-af42-412f-b838-b3268e944239,3-Propose,65,29443300000.0,100000002,2025-04-26
1509fbe2-f753-449b-b0dc-2339e9c622dd,2025-07-05,3913fdba-1972-4f34-a178-2bc41f8b3428,5304317f-af42-412f-b838-b3268e944239,3-Propose,60,58776600000.0,100000002,2025-07-12
e9d3a7b7-07aa-4f3f-9161-3c9ff159adea,2025-10-18,5baebdf4-8208-4333-a922-34abf38edb4b,5304317f-af42-412f-b838-b3268e944239,3-Propose,70,74065100000.0,100000002,2025-10-25
4940214e-28f5-48f7-bdd4-e8ab755d05e1,2024-12-17,ed245d78-7137-48af-b330-364f1ff402ad,9132b63e-f162-47e4-a9c3-49e03602f8ac,1-Qualify,45,4867500000.0,100000001,2024-12-24
480cdc30-d0a5-4280-b31e-c99351909733,2024-12-21,ed245d78-7137-48af-b330-364f1ff402ad,9132b63e-f162-47e4-a9c3-49e03602f8ac,3-Propose,75,4867500000.0,100000003,2024-12-24
82b2b1ae-4e5b-440a-88d6-55cf0b4e3f8d,2025-02-25,d57f9ab5-1e0a-414c-a0cf-43dd43b05eca,9132b63e-f162-47e4-a9c3-49e03602f8ac,1-Qualify,45,23421100000.0,100000001,2025-03-04
0153106f-4104-4e6f-9351-9f4398ed2bae,2025-03-01,d57f9ab5-1e0a-414c-a0cf-43dd43b05eca,9132b63e-f162-47e4-a9c3-49e03602f8ac,2-Develop,60,23421100000.0,100000002,2025-03-04
a430918b-07c3-49c8-b289-a76e52e1ea4f,2025-02-02,31ccdb8e-75b1-45eb-8bd7-a6c9e7f14b73,9132b63e-f162-47e4-a9c3-49e03602f8ac,1-Qualify,45,7105200000.0,100000001,2025-02-09
a89c63fb-c4a8-4f3e-a46b-3d4d3550ad3c,2025-02-08,31ccdb8e-75b1-45eb-8bd7-a6c9e7f14b73,9132b63e-f162-47e4-a9c3-49e03602f8ac,3-Propose,80,7105200000.0,100000003,2025-02-09
c133e189-6629-44a0-807e-83eabf56068f,2025-05-19,c641ed40-8786-41e2-b311-18499caebeda,9132b63e-f162-47e4-a9c3-49e03602f8ac,1-Qualify,45,19913700000.0,100000001,2025-05-26
91839ad9-87b1-4d2a-bc38-33effb199031,2025-05-24,c641ed40-8786-41e2-b311-18499caebeda,9132b63e-f162-47e4-a9c3-49e03602f8ac,4-Close,95,19913700000.0,100000003,2025-05-26
