opportunityid,name,customerid,customeridtype,originatingleadid,campaignid,ownerid,createdon,estimatedclosedate,estimatedvalue,ahn_productgroup,ahn_tonnage,ahn_isrepeatbusiness,transactioncurrencyid,actualclosedate,actualvalue,ahn_lossreason,statecode,statuscode,closeprobability,salesstage,stepname,msdyn_forecastcategory,modifiedon
6e2baa05-8715-4e37-a817-7af530c8477b,35 t Beams & Sections - Nasim Steel Structures Ltd.,4baf0f5e-a932-4094-93f2-8f11147f6570,account,,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-04-08T06:43:00Z,2025-04-15,14554600000.0,100000001,35.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-23,14495096000.0,,1,3,100,3,4-Close,100000005,2025-04-23T08:55:00Z
c9936907-c296-4e55-91c5-7d7e2c280cb4,15 t Hot-Rolled Sheet - Nasim Steel Structures Ltd.,4baf0f5e-a932-4094-93f2-8f11147f6570,account,,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-07-07T07:38:00Z,2025-07-14,6197100000.0,100000002,15.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-07-19,,100000006.0,2,4,0,3,4-Close,100000006,2025-07-19T11:43:00Z
b469a0fa-b77c-48dd-a8f1-183fde5bb590,40 t Beams & Sections - Nasim Steel Structures Ltd.,4baf0f5e-a932-4094-93f2-8f11147f6570,account,,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2025-11-08T05:43:00Z,2025-11-15,16838900000.0,100000001,40.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-11-12,,100000004.0,2,4,0,0,1-Qualify,100000006,2025-11-12T12:50:00Z
253296e8-a722-4d08-9b5c-2416030832f2,50 t Beams & Sections - Nasim Steel Structures Ltd.,4baf0f5e-a932-4094-93f2-8f11147f6570,account,,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-04-20T04:59:00Z,2026-04-27,24948700000.0,100000001,50.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-04-25,24948661000.0,,1,3,100,3,4-Close,100000005,2026-04-25T12:28:00Z
1df1eb96-8774-4555-aeae-5322bbb66158,120 t Beams & Sections - Nasim Steel Structures Ltd.,4baf0f5e-a932-4094-93f2-8f11147f6570,account,,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-04-11T13:28:00Z,2026-04-18,60704200000.0,100000001,120.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-04-22,,100000004.0,2,4,0,2,3-Propose,100000006,2026-04-22T11:57:00Z
f0609a18-dbd3-4d0a-8a26-f19324aabba3,25 t Beams & Sections - Nasim Steel Structures Ltd.,4baf0f5e-a932-4094-93f2-8f11147f6570,account,,,e27a984d-6548-41d0-bfcd-9eb1a7cad415,2026-06-30T05:06:00Z,2026-07-07,13154400000.0,100000001,25.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,,,0,1,40,0,1-Qualify,100000001,2026-06-30T06:30:00Z
72e8fd31-2a21-418d-a9a8-8b3d20142476,45 t Hot-Rolled Sheet - Rahyab Steel Structures Group,b7b8c1a5-9a45-493d-b227-890e4e76833a,account,,,24933b83-7577-40a9-a491-f0b2ea1fca65,2024-07-21T07:46:00Z,2024-07-28,14800700000.0,100000002,45.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-07-27,14800726000.0,,1,3,100,3,4-Close,100000005,2024-07-27T12:10:00Z
de44e013-e20c-4e7e-8dd2-f297a7817761,75 t Pipes & Profiles - Ofogh Agri-Steel Group,71a3fad2-b094-4d2a-aaa9-3b436d15f16f,account,,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2024-09-26T06:54:00Z,2024-10-03,27478500000.0,100000005,75.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-10-02,28065410000.0,,1,3,100,3,4-Close,100000005,2024-10-02T10:26:00Z
0e75e8e1-0ac9-4d7c-8896-2a6005bf9271,70 t Galvanized Sheet - Ofogh Agri-Steel Group,71a3fad2-b094-4d2a-aaa9-3b436d15f16f,account,,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-07-24T10:11:00Z,2025-07-31,40677200000.0,100000004,70.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-07-29,40677183000.0,,1,3,100,3,4-Close,100000005,2025-07-29T05:07:00Z
da2885a9-d2a6-4b4d-bbe3-58dce2c7e2c9,20 t Pipes & Profiles - Ofogh Agri-Steel Group,71a3fad2-b094-4d2a-aaa9-3b436d15f16f,account,,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2026-01-01T04:34:00Z,2026-01-08,10827600000.0,100000005,20.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-01-07,10827571000.0,,1,3,100,3,4-Close,100000005,2026-01-07T12:54:00Z
b7d4d057-de15-48de-a763-d6a51fe48755,25 t Pipes & Profiles - Ilia Golkhaneh Sazan Group,ba108217-0ad7-49a2-b277-16ec59fefbbc,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-08-14T05:52:00Z,2024-08-21,9230300000.0,100000005,25.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-08-24,,100000000.0,2,5,0,3,4-Close,100000006,2024-08-24T07:45:00Z
d485593b-b0e3-4109-8abe-b7c827643955,45 t Galvanized Sheet - Ilia Golkhaneh Sazan Group,ba108217-0ad7-49a2-b277-16ec59fefbbc,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-05-08T06:39:00Z,2025-05-15,26248800000.0,100000004,45.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-11,,100000002.0,2,5,0,2,3-Propose,100000006,2025-05-11T08:16:00Z
e6ef508f-1a05-4a1d-92df-661afb12cd53,35 t Cold-Rolled Sheet - Mahtab Auto Parts Mfg.,9d66e815-5a41-43b3-a95f-176cdebac186,account,,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2025-11-10T08:31:00Z,2025-11-17,18889100000.0,100000003,35.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-11-17,18850796000.0,,1,3,100,3,4-Close,100000005,2025-11-17T10:58:00Z
f6ca342c-277b-4218-83a4-a25dd1587c99,35 t Cold-Rolled Sheet - Mahtab Auto Parts Mfg.,9d66e815-5a41-43b3-a95f-176cdebac186,account,,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2026-05-20T08:30:00Z,2026-05-27,22298900000.0,100000003,35.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-06-06,,100000000.0,2,5,0,3,4-Close,100000006,2026-06-06T08:45:00Z
c1074b82-b297-45c3-9b64-bdc2c9be6776,50 t Cold-Rolled Sheet - Mahtab Auto Parts Mfg.,9d66e815-5a41-43b3-a95f-176cdebac186,account,,,b02b61c4-a3d7-4628-ace6-6fa2fd5166e6,2026-06-14T07:36:00Z,2026-06-21,32910600000.0,100000003,50.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-06-25,32843643000.0,,1,3,100,3,4-Close,100000005,2026-06-25T08:58:00Z
399c6ab9-dae1-475e-a725-1392c1da9c88,15 t Cold-Rolled Sheet - Ilia Appliance Components Co.,0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,account,,,5304317f-af42-412f-b838-b3268e944239,2024-07-20T07:52:00Z,2024-07-27,5680200000.0,100000003,15.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-07-23,,100000000.0,2,5,0,2,3-Propose,100000006,2024-07-23T07:33:00Z
0ad6e358-06c2-49de-9c45-42f24044578d,15 t Cold-Rolled Sheet - Ilia Appliance Components Co.,0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,account,,,5304317f-af42-412f-b838-b3268e944239,2024-09-29T10:32:00Z,2024-10-06,5914000000.0,100000003,15.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-10-05,6111863000.0,,1,3,100,3,4-Close,100000005,2024-10-05T12:33:00Z
a1e24f92-1a34-40fe-9be6-c727f190314d,45 t Galvanized Sheet - Ilia Appliance Components Co.,0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,account,,,5304317f-af42-412f-b838-b3268e944239,2024-12-02T11:57:00Z,2024-12-09,21677000000.0,100000004,45.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-12-11,21632714000.0,,1,3,100,3,4-Close,100000005,2024-12-11T07:42:00Z
8441f018-8c2f-4a67-ae3d-b4c2624345c4,30 t Cold-Rolled Sheet - Ilia Appliance Components Co.,0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,account,,,5304317f-af42-412f-b838-b3268e944239,2024-12-22T05:13:00Z,2024-12-29,12341700000.0,100000003,30.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-12-28,12341651000.0,,1,3,100,3,4-Close,100000005,2024-12-28T13:06:00Z
556f2695-5436-4868-b58b-8833ca4a4649,40 t Hot-Rolled Sheet - Ilia Appliance Components Co.,0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,account,,,5304317f-af42-412f-b838-b3268e944239,2025-01-13T11:14:00Z,2025-01-20,13751100000.0,100000002,40.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-01-19,13751087000.0,,1,3,100,3,4-Close,100000005,2025-01-19T07:58:00Z
b24d85e8-9304-4547-8e9a-935aa74ad352,25 t Cold-Rolled Sheet - Ilia Appliance Components Co.,0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,account,,,5304317f-af42-412f-b838-b3268e944239,2025-04-13T04:59:00Z,2025-04-20,12419500000.0,100000003,25.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-23,12394451000.0,,1,3,100,3,4-Close,100000005,2025-04-23T10:39:00Z
ef3dd533-4e81-4cc9-8c62-1ad6e009dff4,80 t Cold-Rolled Sheet - Ilia Appliance Components Co.,0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,account,,,5304317f-af42-412f-b838-b3268e944239,2025-10-28T10:51:00Z,2025-11-04,42755100000.0,100000003,80.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-11-02,43253036000.0,,1,3,100,3,4-Close,100000005,2025-11-02T06:02:00Z
e737be9d-e2bf-4e4a-b672-19de102b4557,50 t Galvanized Sheet - Ilia Appliance Components Co.,0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,account,,,5304317f-af42-412f-b838-b3268e944239,2025-11-11T12:53:00Z,2025-11-18,30829000000.0,100000004,50.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-11-22,30766342000.0,,1,3,100,3,4-Close,100000005,2025-11-22T12:55:00Z
26a70456-b5df-49e5-81be-111c7c4bf380,70 t Cold-Rolled Sheet - Ilia Appliance Components Co.,0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,account,,,5304317f-af42-412f-b838-b3268e944239,2025-11-15T12:33:00Z,2025-11-22,36803700000.0,100000003,70.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-11-19,36803700000.0,,1,3,100,3,4-Close,100000005,2025-11-19T10:52:00Z
1fc877b6-5f87-47c7-a9eb-acc35dcc2e62,110 t Cold-Rolled Sheet - Ilia Appliance Components Co.,0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,account,,,5304317f-af42-412f-b838-b3268e944239,2026-06-20T06:54:00Z,2026-06-27,71262000000.0,100000003,110.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,,,,0,1,60,2,3-Propose,100000002,2026-06-27T06:30:00Z
d6f0b8f6-a103-4eb3-8f53-9558cf00472c,65 t Beams & Sections - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-09-23T07:44:00Z,2024-09-30,19655900000.0,100000001,65.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-10-01,,100000001.0,2,5,0,2,3-Propose,100000006,2024-10-01T05:28:00Z
e2ae86fe-d7db-4362-879e-66f42031f5c6,215 t Beams & Sections - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-10-09T05:21:00Z,2024-10-16,70851000000.0,100000001,215.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-10-19,70706523000.0,,1,3,100,3,4-Close,100000005,2024-10-19T10:20:00Z
a37074b4-4059-47e8-8660-e6f3e13d9537,340 t Beams & Sections - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-10-29T07:36:00Z,2024-11-05,112218400000.0,100000001,340.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-11-02,113437376000.0,,1,3,100,3,4-Close,100000005,2024-11-02T10:44:00Z
3568f1b8-f2a3-485e-b0ec-2a1976e8b99d,155 t Pipes & Profiles - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-10-09T06:13:00Z,2024-10-16,57905100000.0,100000005,155.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-10-22,57667724000.0,,1,3,100,3,4-Close,100000005,2024-10-22T06:02:00Z
a8d4d473-a8d5-4d6f-bac1-57e93e11a8de,100 t Beams & Sections - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2024-11-23T13:04:00Z,2024-11-30,32620500000.0,100000001,100.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-12-01,32470951000.0,,1,3,100,3,4-Close,100000005,2024-12-01T11:20:00Z
c64b04d3-9e34-4fcb-8387-df2b23baa8eb,84 t Rebar - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-04-06T13:28:00Z,2025-04-13,28028300000.0,100000000,84.5,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-15,27970609000.0,,1,3,100,3,4-Close,100000005,2025-04-15T07:55:00Z
7681f208-0b6d-4da4-bfe8-e4bdcfb83600,140 t Rebar - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-06-19T13:17:00Z,2025-06-26,46970400000.0,100000000,140.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-06-24,,100000006.0,2,4,0,2,3-Propose,100000006,2025-06-24T07:11:00Z
92cf4d5c-e3a8-4417-8794-bba8baf61187,95 t Rebar - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-07-26T08:21:00Z,2025-08-02,31010400000.0,100000000,95.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-08-07,30964798000.0,,1,3,100,3,4-Close,100000005,2025-08-07T08:31:00Z
754d8f10-5c4d-432b-bb9f-3e49a894cb52,165 t Rebar - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2025-08-20T08:40:00Z,2025-08-27,56707300000.0,100000000,165.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-08-27,56592276000.0,,1,3,100,3,4-Close,100000005,2025-08-27T13:21:00Z
6e24dbc5-5259-4c62-b35d-3dc5f2eca201,120 t Beams & Sections - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2026-01-20T08:15:00Z,2026-01-27,56984100000.0,100000001,120.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-01-26,,100000005.0,2,4,0,2,3-Propose,100000006,2026-01-26T11:41:00Z
fad11ac1-e0e1-4d86-886b-9a3f3b3f8721,90 t Rebar - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2026-01-22T09:55:00Z,2026-01-29,34629200000.0,100000000,90.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-01-28,34629172000.0,,1,3,100,3,4-Close,100000005,2026-01-28T12:12:00Z
c9c0ea42-8cec-40a7-b341-bb8dc9393a54,170 t Rebar - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2026-02-03T12:24:00Z,2026-02-10,70225500000.0,100000000,170.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-02-08,70225549000.0,,1,3,100,3,4-Close,100000005,2026-02-08T07:40:00Z
a37b70e8-4cbe-4416-a957-f8ef3c835df2,170 t Rebar - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2026-02-12T07:16:00Z,2026-02-19,65874700000.0,100000000,170.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-02-21,65739509000.0,,1,3,100,3,4-Close,100000005,2026-02-21T07:58:00Z
651fa5eb-03c1-4f61-9419-67708bdc225c,80 t Hot-Rolled Sheet - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2026-02-07T05:40:00Z,2026-02-14,40192900000.0,100000002,80.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-02-10,,100000001.0,2,5,0,2,3-Propose,100000006,2026-02-10T06:01:00Z
b2501e77-9158-4477-86f5-3760e6a58161,205 t Beams & Sections - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2026-03-03T08:01:00Z,2026-03-10,103002400000.0,100000001,205.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-03-08,103002374000.0,,1,3,100,3,4-Close,100000005,2026-03-08T13:13:00Z
aa63fde7-982b-404c-905d-bc008c681349,335 t Rebar - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2026-04-04T12:46:00Z,2026-04-11,139271200000.0,100000000,335.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-04-07,139271189000.0,,1,3,100,3,4-Close,100000005,2026-04-07T09:00:00Z
722c839d-cd81-41ba-afe4-b71c21e3d97d,135 t Rebar - Behsaz Metal Center Group,67fd64c4-a334-458a-abd2-b5121335e5db,account,,,10f1bc81-448a-4a9e-a6b2-bc5b50c187fc,2026-05-25T09:06:00Z,2026-06-01,55399400000.0,100000000,135.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-06-04,56692590000.0,,1,3,100,3,4-Close,100000005,2026-06-04T06:06:00Z
a84952a4-ee84-498f-aceb-6ae761b1e912,45 t Beams & Sections - Javid Sazeh Co.,bff9507d-cd14-403e-8359-9af65d01f55f,account,,,24933b83-7577-40a9-a491-f0b2ea1fca65,2024-10-23T04:59:00Z,2024-10-30,14915100000.0,100000001,45.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-11-03,15288142000.0,,1,3,100,3,4-Close,100000005,2024-11-03T08:57:00Z
6597c37f-7759-4078-b482-838f52d67797,75 t Rebar - Javid Sazeh Co.,bff9507d-cd14-403e-8359-9af65d01f55f,account,,,24933b83-7577-40a9-a491-f0b2ea1fca65,2024-11-23T10:32:00Z,2024-11-30,20513800000.0,100000000,75.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-12-01,20339965000.0,,1,3,100,3,4-Close,100000005,2024-12-01T11:08:00Z
9f9c0d9e-5c61-4cf4-910a-f73e995ed712,350 t Beams & Sections - Javid Sazeh Co.,bff9507d-cd14-403e-8359-9af65d01f55f,account,,,24933b83-7577-40a9-a491-f0b2ea1fca65,2025-05-06T12:07:00Z,2025-05-13,137602900000.0,100000001,350.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-13,137602905000.0,,1,3,100,3,4-Close,100000005,2025-05-13T09:58:00Z
e1674769-977f-4472-a40c-ff209fd2bc6b,35 t Beams & Sections - Javid Sazeh Co.,bff9507d-cd14-403e-8359-9af65d01f55f,account,,,24933b83-7577-40a9-a491-f0b2ea1fca65,2026-02-01T12:50:00Z,2026-02-08,16882500000.0,100000001,35.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-03-02,16743613000.0,,1,3,100,3,4-Close,100000005,2026-03-02T10:05:00Z
0feb1e41-e472-4b05-bf87-2a7a5e92b325,40 t Beams & Sections - Taban Construction Group,07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,account,,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-02T07:22:00Z,2025-02-09,13036300000.0,100000001,40.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-02-09,13036281000.0,,1,3,100,3,4-Close,100000005,2025-02-09T07:12:00Z
31ad59da-1eba-423a-91ac-40ec2a654b66,65 t Rebar - Taban Construction Group,07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,account,,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-18T10:48:00Z,2025-02-25,17178200000.0,100000000,65.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-03-10,,100000007.0,2,5,0,3,4-Close,100000006,2025-03-10T06:32:00Z
a2c96a8f-cfeb-4229-b34e-f5efd482cbbd,50 t Beams & Sections - Taban Construction Group,07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,account,,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-04-19T13:05:00Z,2025-04-26,19534200000.0,100000001,50.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-26,19493613000.0,,1,3,100,3,4-Close,100000005,2025-04-26T10:44:00Z
ed3b990c-03f0-410c-bd44-de2c58911930,70 t Beams & Sections - Taban Construction Group,07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,account,,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-04-16T05:15:00Z,2025-04-23,27012500000.0,100000001,70.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-04-26,26956284000.0,,1,3,100,3,4-Close,100000005,2025-04-26T08:31:00Z
11fa5d66-7a8f-47e1-b82e-ddcbbdb9a982,45 t Beams & Sections - Taban Construction Group,07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,account,,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-10-18T13:17:00Z,2025-10-25,18501500000.0,100000001,45.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-10-28,,100000003.0,2,4,0,2,3-Propose,100000006,2025-10-28T05:29:00Z
0bcf0e60-46e7-43ca-9478-ab5f21401cc9,85 t Hot-Rolled Sheet - Taban Construction Group,07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,account,,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2026-01-24T05:44:00Z,2026-01-31,42287000000.0,100000002,85.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-01-28,,100000006.0,2,4,0,2,3-Propose,100000006,2026-01-28T10:58:00Z
92856968-6428-414d-b42c-fa506b94af01,25 t Beams & Sections - Taban Construction Group,07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,account,,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2026-03-23T09:33:00Z,2026-03-30,11701000000.0,100000001,25.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-03-31,,100000006.0,2,4,0,2,3-Propose,100000006,2026-03-31T12:41:00Z
351602a3-b099-4bc5-98a0-c71ff6f764ed,45 t Rebar - Taban Construction Group,07f8d4f0-f3ea-4184-a8f4-e3ceadedda80,account,,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2026-05-24T05:29:00Z,2026-05-31,18403600000.0,100000000,45.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2026-05-31,18365447000.0,,1,3,100,3,4-Close,100000005,2026-05-31T08:09:00Z
fe496a04-f151-46cf-ab75-cdba4ea098cf,25 t Rebar - Yekta Contracting Co.,ad973b67-9b89-45cb-9942-644c248d31ec,account,,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2024-07-06T07:06:00Z,2024-07-13,6352500000.0,100000000,25.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-07-13,,100000003.0,2,4,0,3,4-Close,100000006,2024-07-13T09:46:00Z
8e193c9f-ac5c-4010-b313-8255b0b780db,80 t Hot-Rolled Sheet - Yekta Contracting Co.,ad973b67-9b89-45cb-9942-644c248d31ec,account,,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2024-07-31T09:58:00Z,2024-08-07,25217900000.0,100000002,80.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2024-08-03,25543789000.0,,1,3,100,3,4-Close,100000005,2024-08-03T04:36:00Z
dfbb9324-6623-466b-9ad5-4e08716f38d5,35 t Rebar - Yekta Contracting Co.,ad973b67-9b89-45cb-9942-644c248d31ec,account,,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-05-01T08:39:00Z,2025-05-08,11043900000.0,100000000,35.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-05-12,11020835000.0,,1,3,100,3,4-Close,100000005,2025-05-12T05:57:00Z
ef8706bd-3f90-4718-a57a-297057641192,30 t Rebar - Yekta Contracting Co.,ad973b67-9b89-45cb-9942-644c248d31ec,account,,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-08-02T08:16:00Z,2025-08-09,9680900000.0,100000000,30.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-08-11,,100000002.0,2,5,0,2,3-Propose,100000006,2025-08-11T10:52:00Z
aa64c1c3-c252-423a-bbcd-cbf2af618703,75 t Rebar - Yekta Contracting Co.,ad973b67-9b89-45cb-9942-644c248d31ec,account,,,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-08-24T10:10:00Z,2025-08-31,24946100000.0,100000000,75.0,True,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01,2025-08-30,,100000003.0,2,4,0,3,4-Close,100000006,2025-08-30T12:22:00Z
