salesorderdetailid,salesorderid,productid,uomid,quantity,priceperunit,baseamount,manualdiscountamount,extendedamount,ahn_costperton,sequencenumber,transactioncurrencyid
c59143f8-23bf-4e5e-9f3b-399a4d6b3f14,8f6256c0-05b8-4545-91ef-ce2c3faacbdd,bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,10.5,338000000.0,3549000000.0,74013000.0,3474987000.0,315188000.0,3,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
63999898-8f8e-45de-b871-d97e2a6c4063,957c2f99-b096-42fd-bf4a-80cd2af2105c,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,35.0,452700000.0,15844500000.0,413049000.0,15431451000.0,403208000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b4a582a9-fc73-4780-97c3-78b1cf964b60,4a275c17-3396-4c4f-817b-15dd4bb856ef,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,7.0,478600000.0,3350200000.0,53140000.0,3297060000.0,441414000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
69400eae-a261-4c01-9636-107599338efa,4a275c17-3396-4c4f-817b-15dd4bb856ef,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,8.0,465700000.0,3725600000.0,59095000.0,3666505000.0,426557000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
dd4d902f-01e6-4019-9e09-6321cc9a6a2e,40570d7c-9b46-4fe1-8782-15a6c74da8af,4b0dbb41-8d52-48f1-942c-3fe860e7a113,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,5.0,730900000.0,3654500000.0,49620000.0,3604880000.0,633040000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
76493fab-0da3-4845-a0c3-619a7077f2de,abf54707-c8ea-4651-82ae-eaac70d74a3b,b74d0fb1-32e7-4629-8fad-c1a606cb0fb3,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,0.5,351600000.0,175800000.0,4173000.0,171627000.0,318328000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
686af015-9285-49bb-836c-388c8c3196b3,abf54707-c8ea-4651-82ae-eaac70d74a3b,371ecd7b-27cd-4130-8722-9389571aa876,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,9.5,340200000.0,3231900000.0,76708000.0,3155192000.0,303506000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
5fa98436-87a0-40ac-8b31-4ef1cab35400,abf54707-c8ea-4651-82ae-eaac70d74a3b,c241330b-01a9-471f-9e8a-774bcf36d58b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,5.0,371000000.0,1855000000.0,44028000.0,1810972000.0,333884000.0,3,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d4b87968-94e6-4d45-ad5c-6fa6664c892e,e602163a-49ef-4146-a68f-7c1acced4c38,6b65a6a4-8b81-48f6-b38a-088ca65ed389,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,65.0,419900000.0,27293500000.0,908613000.0,26384887000.0,374052000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b7c2d328-2ef8-4095-8a88-3632e4021967,8e08c482-f320-42dc-96a9-1a1f9593872a,972a8469-1641-4f82-8b9d-2434e465e150,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,20.0,259700000.0,5194000000.0,121329000.0,5072671000.0,236742000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bee97eb8-c5d1-432a-9ba8-568c8717fae9,61eb52ee-3267-41b2-aebd-231a50c950a3,371ecd7b-27cd-4130-8722-9389571aa876,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,15.0,328300000.0,4924500000.0,95922000.0,4828578000.0,286852000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
18502ca5-e163-4583-9da2-b8f141b12c82,61eb52ee-3267-41b2-aebd-231a50c950a3,c241330b-01a9-471f-9e8a-774bcf36d58b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,5.0,358300000.0,1791500000.0,34896000.0,1756604000.0,315766000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
27f594f7-ae04-4237-a642-96bf66c85425,9ee61423-5504-4237-92c8-55254e92f12a,6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,13.0,394800000.0,5132400000.0,157484000.0,4974916000.0,303780000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
242b9505-3a04-4f28-8a03-93f0c8968c7f,9ee61423-5504-4237-92c8-55254e92f12a,47378190-96da-4dac-b2ff-5d2a386ecbe0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,22.0,405800000.0,8927600000.0,273937000.0,8653663000.0,316590000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
7dd1deb4-9456-40de-9e5c-f8641a44ca3d,b9be6f81-2b42-4175-b57c-f62f5fbf371d,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,2.5,442400000.0,1106000000.0,25101000.0,1080899000.0,407185000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c0a4c59f-f423-467d-80c3-bfdf247005b2,b9be6f81-2b42-4175-b57c-f62f5fbf371d,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,12.5,429200000.0,5365000000.0,121760000.0,5243240000.0,391645000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
402d1034-7c97-44e1-8ff6-d7eaff1f5362,e66a222f-46c0-4a32-a3fe-9778b133a649,43b7a3a6-9a8d-4a03-980d-7b71d8f56413,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,4.5,458000000.0,2061000000.0,47896000.0,2013104000.0,409220000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
cfbb4786-c9cc-4c97-972b-d59b6bd95842,e66a222f-46c0-4a32-a3fe-9778b133a649,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,11.5,441400000.0,5076100000.0,117965000.0,4958135000.0,397010000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
87ea6901-26d1-49fe-8d56-a5f804d220a8,e66a222f-46c0-4a32-a3fe-9778b133a649,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,19.0,445700000.0,8468300000.0,196798000.0,8271502000.0,404872000.0,3,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c8821312-6fb5-432d-b8bc-dcdb4d584c5b,681db6cd-3d32-4ee5-a5b1-de82bd98d308,c241330b-01a9-471f-9e8a-774bcf36d58b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,20.0,438400000.0,8768000000.0,280882000.0,8487118000.0,414770000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
dd58e147-27b3-4fce-b47d-bfb4d09da718,958de3e1-ca84-4617-b0b4-f1ebab1a9d38,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,16.0,478600000.0,7657600000.0,112271000.0,7545329000.0,441414000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
208a712f-8916-4f4f-b129-9af3cb3364ad,958de3e1-ca84-4617-b0b4-f1ebab1a9d38,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,39.0,465700000.0,18162300000.0,266285000.0,17896015000.0,426557000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c6324447-678f-4676-b9ee-e1581f6f0c4d,0d6acaa5-800d-46bd-b41b-869565108643,c241330b-01a9-471f-9e8a-774bcf36d58b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,9.5,439600000.0,4176200000.0,56383000.0,4119817000.0,401136000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bec12dae-41c1-4751-8520-d557d5a0bb99,0d6acaa5-800d-46bd-b41b-869565108643,371ecd7b-27cd-4130-8722-9389571aa876,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,5.5,410400000.0,2257200000.0,30475000.0,2226725000.0,372039000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e8fa68af-619c-4f1c-9740-ed1b4f35f1d5,12f2f2a4-1e48-4b3a-9ea5-d2fd0a207e84,c241330b-01a9-471f-9e8a-774bcf36d58b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,11.5,450600000.0,5181900000.0,149278000.0,5032622000.0,402234000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
831d6cce-77cb-4e02-99bb-8e4a02381d55,12f2f2a4-1e48-4b3a-9ea5-d2fd0a207e84,6b65a6a4-8b81-48f6-b38a-088ca65ed389,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,3.5,419900000.0,1469650000.0,42337000.0,1427313000.0,374052000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6955a291-b340-4d33-b714-30eec1adbdfb,586841f1-449e-4d9b-a2c5-c6bfd9920c0c,6b65a6a4-8b81-48f6-b38a-088ca65ed389,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,40.0,438300000.0,17532000000.0,236041000.0,17295959000.0,393816000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
c4b6605f-72c6-4219-aee2-a4775ac5edbd,94947430-5da3-4f0a-9aaa-507f19c9dcd0,47378190-96da-4dac-b2ff-5d2a386ecbe0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,25.5,518900000.0,13231950000.0,395136000.0,12836814000.0,469395000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
72763cdb-e667-4459-b45b-0c0e6ec94d2a,94947430-5da3-4f0a-9aaa-507f19c9dcd0,6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,34.5,508000000.0,17526000000.0,523366000.0,17002634000.0,459879000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d412dd4a-2601-4275-be42-0233ef797560,adc535a2-4dd2-4f69-b202-4db3fc86d65e,972a8469-1641-4f82-8b9d-2434e465e150,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,36.0,253200000.0,9115200000.0,77911000.0,9037289000.0,236742000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
24d47934-be7c-46dc-a596-e7cc9e18ecaf,adc535a2-4dd2-4f69-b202-4db3fc86d65e,9a1de644-815e-46d1-bb8f-aa1837f8a88b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,79.0,250300000.0,19773700000.0,169013000.0,19604687000.0,234030000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
640d3da6-2251-4e50-ab7a-d6bf93b0ac8c,0280d4fa-234f-4743-aea3-4f9f08a04e96,17fc695a-07a0-4a6e-8822-e8f36c031199,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,25.5,279500000.0,7127250000.0,141777000.0,6985473000.0,258340000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9a456f5e-41bb-491a-8dc3-e3a9f9b3ac62,0280d4fa-234f-4743-aea3-4f9f08a04e96,9a1de644-815e-46d1-bb8f-aa1837f8a88b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,119.5,276200000.0,33005900000.0,656563000.0,32349337000.0,256658000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
99708e28-bc3e-4c2f-8663-60c00eefe207,26b00916-523d-4eb2-a5fd-4746c91bff9e,23b8c1e9-3924-46de-beb1-3b9046685257,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,32.0,340700000.0,10902400000.0,237748000.0,10664652000.0,269841000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d9af670d-d6f8-4822-8235-d229099b42df,26b00916-523d-4eb2-a5fd-4746c91bff9e,9a1de644-815e-46d1-bb8f-aa1837f8a88b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,33.0,323800000.0,10685400000.0,233015000.0,10452385000.0,258247000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
5a165870-6519-446e-a92c-7c7822f14cff,4207fe9b-cbe4-4d21-9e98-4edc5b1a2558,ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,105.0,392200000.0,41181000000.0,477717000.0,40703283000.0,345982000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
ac4e7cb1-cd57-4028-a7c7-a05ab514996d,f5cca98e-196e-4340-9931-fc1b606bb4a5,759cde66-bacf-43d0-8b1f-9163ce9ff57f,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,95.0,399900000.0,37990500000.0,839852000.0,37150648000.0,352769000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
43d0d85c-7cda-483d-9a76-e5cb64aa41a6,005af162-1c9b-4a67-95c6-d637a0886d9f,e2acf72f-9e57-4f7a-a0ee-89aed453dd32,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,39.0,484400000.0,18891600000.0,195635000.0,18695965000.0,412587000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e23ce2dd-f09e-441d-a8a8-8fe63e624175,005af162-1c9b-4a67-95c6-d637a0886d9f,4b0dbb41-8d52-48f1-942c-3fe860e7a113,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,6.0,502300000.0,3013800000.0,31210000.0,2982590000.0,431438000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9430bb2f-3f99-4b07-a8ca-04f2dbafe6e0,e243bdc3-0a33-4762-b388-b3d7f4ee948c,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,60.0,445700000.0,26742000000.0,176087000.0,26565913000.0,404872000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
45acecb0-3a68-4cd5-af72-b9cc15a261c5,115dc8c9-bd0e-4105-98c6-de3a46552c4f,ec1b8ca1-f91e-4d4c-9ff4-9b7889463e85,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,19.5,502700000.0,9802650000.0,58359000.0,9744291000.0,470057000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
dfce6002-60a7-4e35-b581-ecc5d1f690ac,115dc8c9-bd0e-4105-98c6-de3a46552c4f,759cde66-bacf-43d0-8b1f-9163ce9ff57f,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,30.5,504500000.0,15387250000.0,91607000.0,15295643000.0,475216000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b0255f67-207c-4273-8559-a49eb951e11a,3ca2f5bc-2c6d-49ff-bfbf-f5a8243eaa56,4b0dbb41-8d52-48f1-942c-3fe860e7a113,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,13.0,731400000.0,9508200000.0,183406000.0,9324794000.0,646846000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
34bbc333-ffbe-4744-867a-d743bcbc6110,3ca2f5bc-2c6d-49ff-bfbf-f5a8243eaa56,e2acf72f-9e57-4f7a-a0ee-89aed453dd32,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,17.0,720700000.0,12251900000.0,236330000.0,12015570000.0,630828000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
07a4def4-4557-4232-94af-25c0776c4f0b,d648762d-71aa-4c35-9c0d-2f2317ad736b,bdd640fb-0667-4ad1-9c80-317fa3b1799d,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,23.0,441800000.0,10161400000.0,270659000.0,9890741000.0,406351000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
bb98fc90-9284-4af5-8291-704cffc30cf3,d648762d-71aa-4c35-9c0d-2f2317ad736b,bd9c66b3-ad3c-4d6d-9a3d-1fa7bc8960a9,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,47.0,419600000.0,19721200000.0,525294000.0,19195906000.0,385500000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
4cc079cc-7a58-4da1-af75-819778cd3340,dcbd351c-bf9e-40bf-8b9c-a6299999489d,6c307511-b2b9-437a-a8df-6ec4ce4a2bbd,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,95.0,318900000.0,30295500000.0,969132000.0,29326368000.0,284931000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
839d5496-dd18-40cc-a862-4cf7c10ede6e,dcbd351c-bf9e-40bf-8b9c-a6299999489d,371ecd7b-27cd-4130-8722-9389571aa876,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,75.5,328300000.0,24786650000.0,792908000.0,23993742000.0,286852000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
40ba4488-4424-48f0-9b53-b43e83a3ab7e,dcbd351c-bf9e-40bf-8b9c-a6299999489d,c241330b-01a9-471f-9e8a-774bcf36d58b,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,39.0,358300000.0,13973700000.0,447009000.0,13526691000.0,315766000.0,3,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
0cd1439e-7d9c-498b-9601-1e5a18b8f878,f048fc39-dbca-4cfd-8161-e369ebd44c37,23b8c1e9-3924-46de-beb1-3b9046685257,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,35.0,348000000.0,12180000000.0,312195000.0,11867805000.0,318180000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
5a04327b-3f4d-4fb6-9674-1a37d05dc894,12c4bbaf-b623-4984-817b-1369ada63c3c,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,115.0,483900000.0,55648500000.0,663766000.0,54984734000.0,433001000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
e1c6279e-cb6f-4014-8c5b-f4d1a3a8a8da,9313b649-f1d7-42e8-96a9-95f10d469137,47378190-96da-4dac-b2ff-5d2a386ecbe0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,45.0,448500000.0,20182500000.0,383684000.0,19798816000.0,398848000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
281b3e6f-741d-4207-b7f5-6e84afab6705,64718b02-7944-4b92-ab2d-747c981163bc,972a8469-1641-4f82-8b9d-2434e465e150,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,25.0,326800000.0,8170000000.0,204053000.0,7965947000.0,261146000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
9e13324b-5dfc-40ef-ac3f-7ca1539fbde3,e7b10d06-900b-4257-88fe-9687f94cbf86,17fc695a-07a0-4a6e-8822-e8f36c031199,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,60.0,334200000.0,20052000000.0,135073000.0,19916927000.0,309111000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
446387b0-6c20-4c7a-8888-717670715807,d3c46137-c830-405b-8b8c-18f5f26972f4,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,36.5,351700000.0,12837050000.0,218203000.0,12618847000.0,314772000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
7ddd1e5b-7482-4835-9bb3-87cc0c45d271,d3c46137-c830-405b-8b8c-18f5f26972f4,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,3.5,365900000.0,1280650000.0,21768000.0,1258882000.0,327480000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b10a3f11-75bc-41db-b3a0-02d3cdde1c8e,6ac22763-4ca6-4f44-9fc1-329ad2f22889,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,10.0,356000000.0,3560000000.0,67118000.0,3492882000.0,318620000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
359d0ad8-7b7c-4e38-9653-1bedf69415c0,6ac22763-4ca6-4f44-9fc1-329ad2f22889,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,11.0,351700000.0,3868700000.0,72938000.0,3795762000.0,314772000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
5c67915c-accb-470c-b437-02109b8efbfc,6ac22763-4ca6-4f44-9fc1-329ad2f22889,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,9.0,365900000.0,3293100000.0,62086000.0,3231014000.0,327480000.0,3,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
b69f2d3f-599b-4f92-86d0-a9e5217fbc77,d62b89be-61c7-45f8-8d36-af9f59f9f981,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,25.0,357200000.0,8930000000.0,177039000.0,8752961000.0,323842000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
4ea3d5fc-57a0-4608-a8a0-d2f2eca5e9d0,f855da68-b9e1-4531-8d9b-dac8aa78eb46,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,26.5,363800000.0,9640700000.0,200107000.0,9440593000.0,330318000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
69fee67d-a477-413e-8bbb-6388fea21e05,f855da68-b9e1-4531-8d9b-dac8aa78eb46,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,13.5,353600000.0,4773600000.0,99083000.0,4674517000.0,328468000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
804e5c38-89bc-46bf-aadf-d32fa2592d2a,d4f7212c-aff7-4038-8564-2b90ddba9a42,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,32.0,437700000.0,14006400000.0,306416000.0,13699984000.0,398398000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
57c07b9f-f2b9-4321-bb50-a1e54b43727d,d4f7212c-aff7-4038-8564-2b90ddba9a42,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,13.0,429200000.0,5579600000.0,122064000.0,5457536000.0,391645000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
79cfbbe0-e69b-4d26-801e-cb57ec66b95f,45ae2c55-b742-4141-988d-b3ce0cf78274,5be6128e-18c2-4797-a142-ea7d17be3111,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,15.0,450400000.0,6756000000.0,59352000.0,6696648000.0,403948000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6d1de2bd-72b8-49da-85c5-14a85d853544,45ae2c55-b742-4141-988d-b3ce0cf78274,1a2a73ed-562b-4f79-8374-59eef50bea63,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,25.0,461400000.0,11535000000.0,101336000.0,11433664000.0,418748000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6252ba6a-c750-4c28-85a4-da6007803af8,4022bad9-7e9c-4175-92f9-a8fb8746f2ad,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,23.0,373000000.0,8579000000.0,190189000.0,8388811000.0,327480000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
f79debd7-535d-4b75-8920-d68f3a197623,4022bad9-7e9c-4175-92f9-a8fb8746f2ad,a9488d99-0bbb-4599-91ce-5dd2b45ed1f0,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,7.0,358300000.0,2508100000.0,55602000.0,2452498000.0,318620000.0,2,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
6204faca-52f4-4d80-8bfb-cabad16833c9,1f5491c9-6b2e-4435-bb7d-64c7d092483f,fc377a4c-4a15-444d-85e7-ce8a3a578a8e,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,15.0,384900000.0,5773500000.0,166218000.0,5607282000.0,336162000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
77e76c5b-ae04-4cbe-a245-de9a6e79f970,2210f90c-ca0b-4b55-b4e0-d197f5e44f02,4b0dbb41-8d52-48f1-942c-3fe860e7a113,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,25.0,623600000.0,15590000000.0,345537000.0,15244463000.0,535071000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
d1cad210-2e21-4e44-8400-223f38f02f67,3ff71633-1508-4a39-8be6-ec0b1f234147,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,40.0,495500000.0,19820000000.0,247053000.0,19572947000.0,430226000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
4880a5ee-3ac2-49ef-9b47-479c2aff6bee,e16a3a50-d952-4faa-97c6-0d4d26f82533,3139d32c-93cd-49bf-9c94-1cf0dc98d2c1,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,65.0,351700000.0,22860500000.0,715582000.0,22144918000.0,314772000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
72c8d337-2cbe-4d74-8343-846cb286aac4,6539833a-cdbe-4acf-8d27-93436230f89d,23b8c1e9-3924-46de-beb1-3b9046685257,3b0b0e6c-5a36-4b8e-8c1e-0d7c5e2f9a11,56.0,270500000.0,15148000000.0,598738000.0,14549262000.0,250860000.0,1,7f5b6f7e-1c2d-4a4e-9a51-3a3f1d3c0a01
