incidentid,ticketnumber,title,customerid,customeridtype,ahn_salesorderid,ahn_shipmentid,casetypecode,ahn_casecategory,ahn_investigatingteam,prioritycode,caseorigincode,ownerid,createdon,responseby,resolveby,firstresponsesent,ahn_firstresponseon,isescalated,escalatedon,ahn_claimupheld,ahn_compensationamount,customersatisfactioncode,statecode,statuscode,modifiedon
3fc62cfa-a622-493b-9094-54a90602214f,CAS-00099-D862EQ,Late delivery: ORD-000689,eada79a3-4970-4d9a-89ce-3cfb2339ba19,account,bbda4bda-b718-42be-a827-6f6a7c3d2297,c623e56a-c518-4580-85cf-9d145d304375,2,100000001,100000002,2,2,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-11-30T03:16:31Z,2025-11-30T07:16:31Z,2025-12-05T03:16:31Z,True,2025-11-30T04:34:14Z,False,,False,0.0,3.0,1,5,2025-12-01T04:01:57Z
9fcbd6a6-9804-41a8-8d08-c5dfbdf853d4,CAS-00100-RJ2V8J,Weight discrepancy: ORD-000690,eada79a3-4970-4d9a-89ce-3cfb2339ba19,account,539d3c9c-032d-4781-9eb3-be6f399150ce,ddd3fe17-0d5d-43ca-bb52-fdadc9ab18c2,2,100000000,100000001,2,2,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2026-01-06T16:19:24Z,2026-01-06T20:19:24Z,2026-01-11T16:19:24Z,True,2026-01-06T19:02:11Z,False,,False,0.0,,1,5,2026-01-08T18:52:20Z
991e5615-f2cf-4b5a-823a-0f46017586f3,CAS-00101-ZJJ6W3,Late delivery: ORD-000696,e7e646c7-0158-4463-9d87-76a072d78bdd,account,175b9ffe-9a1c-44ce-9441-0597b5688510,bedd185b-bb65-47e7-868c-287b3848924e,2,100000001,100000002,2,3,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-12-18T12:31:02Z,2025-12-18T16:31:02Z,2025-12-23T12:31:02Z,True,2025-12-18T14:08:39Z,False,,True,0.0,5.0,1,5,2025-12-18T21:31:41Z
0a82c430-c186-42aa-9936-7e93896bba94,CAS-00102-5ZP0AZ,Weight discrepancy: ORD-000698,6c5a6c93-871c-4884-9bdf-90f2ba2c0f19,account,8d62cc29-ec3e-49ad-8637-a9f312665e5d,406e9005-ef96-415e-bde1-48ec3e7a4e5b,2,100000000,100000001,2,3,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2024-11-22T22:38:07Z,2024-11-23T02:38:07Z,2024-11-27T22:38:07Z,True,2024-11-23T01:31:32Z,True,2024-11-26T16:38:07Z,True,77600000.0,,1,5,2024-11-27T07:10:53Z
c8566033-4850-463a-8669-d6ba5771bd17,CAS-00103-9M9UYD,Late delivery: ORD-000700,9f708368-cb3c-48ca-a392-57316b79afcc,account,8549baf0-9dba-41d6-8740-b376b76d295c,6ac89f25-bb3e-4e80-a8fd-6c2b91c154df,2,100000001,100000002,2,1,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2025-03-20T20:06:11Z,2025-03-21T00:06:11Z,2025-03-25T20:06:11Z,True,2025-03-20T20:43:52Z,False,,True,0.0,,1,5,2025-03-21T03:09:52Z
250bb181-7e7c-46ec-ba0d-ff7a4e17ccdc,CAS-00104-DDSBUV,Mill certificate request: ORD-000701,9f708368-cb3c-48ca-a392-57316b79afcc,account,5f876f9d-c9c0-44ce-920e-0da64ce218be,1a3aa0f3-418b-4d79-878b-938a68b2f724,3,100000005,100000003,3,1,4b30bd90-ff3f-4312-a47b-630f7d42a132,2026-01-04T20:03:51Z,2026-01-05T04:03:51Z,2026-01-14T20:03:51Z,True,2026-01-05T01:07:14Z,False,,,0.0,,1,1000,2026-01-06T12:51:55Z
360a5c57-6993-4672-b215-2db5dc406250,CAS-00105-T03UEC,Weight discrepancy: ORD-000703,d6312a80-1c61-4ec2-9014-2131750565f5,account,3d93a8e2-4444-4278-8e78-ec5d8ce30b8f,05451ada-cf29-4e73-a73f-1f610cdd1cf4,2,100000000,100000001,2,3,7931db9d-7b28-4616-ab82-a35fc263b420,2025-04-12T12:33:49Z,2025-04-12T16:33:49Z,2025-04-17T12:33:49Z,True,2025-04-12T14:19:00Z,False,,False,0.0,5.0,1,5,2025-04-14T04:02:14Z
0b45ffeb-d806-49d1-a2e8-7940a9cec8ce,CAS-00106-B4A2WW,Quality / spec claim: ORD-000711,93364f7e-83ef-49f3-a1c7-cc8a04351b64,account,2b7801e1-8afc-4b64-9243-c604fef87466,62bc3c5d-5532-4a6a-8dfa-6a251ef632dd,2,100000002,100000003,2,1,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-08-21T17:58:32Z,2025-08-21T21:58:32Z,2025-08-26T17:58:32Z,True,2025-08-21T18:20:04Z,False,,True,2015900000.0,5.0,1,5,2025-08-23T12:08:42Z
1e8b6d52-b2c5-4950-81e9-dcd506827557,CAS-00107-R7T48H,Weight discrepancy: ORD-000715,93364f7e-83ef-49f3-a1c7-cc8a04351b64,account,f1ca21d6-5122-4550-85eb-1114c415cb82,a17c3897-77f3-43ce-b6af-e471fd3882b3,2,100000000,100000001,2,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2026-02-19T14:03:52Z,2026-02-19T18:03:52Z,2026-02-24T14:03:52Z,True,2026-02-19T15:45:28Z,True,2026-02-23T08:03:52Z,True,270200000.0,,1,5,2026-02-27T13:48:39Z
9fec47e9-bd8f-44bd-b3f8-d4437802f889,CAS-00108-6SHL4X,Late delivery: ORD-000715,93364f7e-83ef-49f3-a1c7-cc8a04351b64,account,f1ca21d6-5122-4550-85eb-1114c415cb82,a17c3897-77f3-43ce-b6af-e471fd3882b3,2,100000001,100000002,2,3,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2026-02-18T10:59:18Z,2026-02-18T14:59:18Z,2026-02-23T10:59:18Z,True,2026-02-18T15:40:25Z,False,,False,0.0,,1,5,2026-02-19T13:52:12Z
7cf29aed-cf45-4094-a287-3e80370f1cf7,CAS-00109-53WGLN,Late delivery: ORD-000718,4a90cd0c-24c1-43b9-b7f2-85723defa849,account,b8158943-221a-4339-a851-00e85ea30fd7,89df064e-e7d3-4628-8da5-2fbe421974c7,2,100000001,100000002,2,2,4b30bd90-ff3f-4312-a47b-630f7d42a132,2024-09-11T18:15:40Z,2024-09-11T22:15:40Z,2024-09-16T18:15:40Z,True,2024-09-11T19:33:30Z,False,,False,0.0,,1,5,2024-09-12T04:12:50Z
511a1b1e-12c6-49d3-90f8-d8558c4bddb1,CAS-00110-CDHNBJ,Mill certificate request: ORD-000719,4a90cd0c-24c1-43b9-b7f2-85723defa849,account,bcf11f55-135b-41e5-b543-0fad9025863a,9f756c58-b42f-4cef-af54-ef7cbac2a660,3,100000005,100000003,3,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2024-12-23T02:20:06Z,2024-12-23T10:20:06Z,2025-01-02T02:20:06Z,True,2024-12-23T04:15:11Z,False,,,0.0,,1,1000,2024-12-24T18:25:58Z
9d0734c6-bdf2-4e17-a5b8-a92e623796e5,CAS-00111-LRGK3N,Late delivery: ORD-000720,4a90cd0c-24c1-43b9-b7f2-85723defa849,account,85a35ae6-a260-40dc-8d84-8cca91a91a5d,0b2540e6-9e33-4eb1-ae24-28bd7fa0ad9d,2,100000001,100000002,2,2,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2025-07-01T10:16:49Z,2025-07-01T14:16:49Z,2025-07-06T10:16:49Z,True,2025-07-01T13:12:55Z,False,,False,0.0,3.0,1,5,2025-07-02T08:37:06Z
d0aa2149-8d3f-4a8d-bde3-f9fdc58a648a,CAS-00112-W1JH9P,Mill certificate request: ORD-000720,4a90cd0c-24c1-43b9-b7f2-85723defa849,account,85a35ae6-a260-40dc-8d84-8cca91a91a5d,0b2540e6-9e33-4eb1-ae24-28bd7fa0ad9d,3,100000005,100000003,3,1,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2025-07-03T00:25:55Z,2025-07-03T08:25:55Z,2025-07-13T00:25:55Z,True,2025-07-03T01:25:03Z,False,,,0.0,5.0,1,1000,2025-07-03T16:51:44Z
22ff2d69-6e9c-4907-a32f-f6ff7434d979,CAS-00113-0YHL47,Invoice dispute: ORD-000724,4a90cd0c-24c1-43b9-b7f2-85723defa849,account,6c307f72-a345-4a46-8d3b-6a33d954dd8d,3c3b6a0c-51ea-4fd5-a0b2-c24d5bc2f39a,2,100000004,100000004,2,1,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2026-02-08T00:31:01Z,2026-02-08T04:31:01Z,2026-02-13T00:31:01Z,True,2026-02-08T07:12:09Z,False,,True,186000000.0,,1,5,2026-02-08T19:24:15Z
cbd7093d-162d-4cf5-baf3-b8d3de49f91e,CAS-00114-46Z0KN,Quality / spec claim: ORD-000725,5a5226e6-9d64-4932-8066-853d6de299a1,account,bfe37ce7-0569-4c96-8a1b-a71ae71c5025,d82ef72c-58c2-4daa-baf0-52e4eaa08815,2,100000002,100000003,2,1,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-01-18T06:54:44Z,2025-01-18T10:54:44Z,2025-01-23T06:54:44Z,True,2025-01-18T08:02:16Z,False,,False,0.0,,1,5,2025-01-20T22:55:01Z
966d7ba3-fcfd-4acc-adad-4befca7fa726,CAS-00115-A8PNAG,Late delivery: ORD-000726,5a5226e6-9d64-4932-8066-853d6de299a1,account,397f4c10-abcb-44da-993f-4e9a646b0bdf,829f39d7-2e50-415c-8177-dc9917616d21,2,100000001,100000002,2,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2025-05-07T11:51:52Z,2025-05-07T15:51:52Z,2025-05-12T11:51:52Z,True,2025-05-07T13:07:13Z,False,,False,0.0,,1,5,2025-05-07T20:27:41Z
afc40ece-3e29-49d4-be6a-6a631d3fbe64,CAS-00116-SB52GU,Delivery change request: ORD-000731,2ff3cde4-6aa4-4c9f-9217-04753d959e3f,account,8c7df382-3942-47c9-9c8e-c4fff00c870c,e3124f9c-d11e-4a85-ae80-bdb6ea81111a,3,100000006,100000002,2,2,7931db9d-7b28-4616-ab82-a35fc263b420,2024-10-23T04:03:57Z,2024-10-23T08:03:57Z,2024-10-28T04:03:57Z,True,2024-10-23T08:24:17Z,False,,,0.0,4.0,1,1000,2024-10-23T23:12:18Z
50388609-7317-49b3-bd29-f00269507cb5,CAS-00117-DY0K29,Invoice dispute: ORD-000732,2ff3cde4-6aa4-4c9f-9217-04753d959e3f,account,f1c6ba9a-8043-4c9a-82a6-b53031d972c2,c0b4d508-d173-45a2-8108-8e0c81a7343e,2,100000004,100000004,2,1,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-05-20T02:08:37Z,2025-05-20T06:08:37Z,2025-05-25T02:08:37Z,True,2025-05-20T03:20:38Z,True,2025-05-23T20:08:37Z,False,0.0,,1,5,2025-05-24T05:03:01Z
435bbd41-9869-4203-a3dd-32e64b19f87b,CAS-00118-12D872,Delivery change request: ORD-000740,c9525185-81e0-4a5e-8b48-f49686abd4e7,account,3f18e281-0d43-4095-ae53-8cc2cc1afaef,fe30c8a2-76e0-4314-bb7f-e51854f3b8db,3,100000006,100000002,2,1,4b30bd90-ff3f-4312-a47b-630f7d42a132,2024-10-22T19:32:21Z,2024-10-22T23:32:21Z,2024-10-27T19:32:21Z,True,2024-10-22T19:53:44Z,False,,,0.0,5.0,1,1000,2024-10-22T23:41:47Z
7749fb24-9a40-43aa-9d69-67dbda6248c6,CAS-00119-XS1UT8,Weight discrepancy: ORD-000746,0b251279-785a-45d0-9f92-a62163f4c69d,account,3b0e1340-c92d-472a-9141-4acf9d2d4e00,4e3ced16-51e4-4c03-9da6-f5af7894cb93,2,100000000,100000001,2,1,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2025-04-23T17:51:20Z,2025-04-23T21:51:20Z,2025-04-28T17:51:20Z,True,2025-04-23T18:22:16Z,False,,True,68800000.0,,1,5,2025-04-24T00:43:56Z
159e5ed7-e973-47bf-85f6-9a046e38187b,CAS-00120-9Q8X3M,Damaged or rusted material: ORD-000753,5f90bed6-fb25-464d-a30a-a767a2bb522b,account,d8b431c8-1a24-4e2f-9294-b846d9cb4532,5306b5c7-4a45-42aa-b62c-86f3c40058b6,2,100000003,100000003,1,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2025-10-30T14:53:57Z,2025-10-30T16:53:57Z,2025-11-01T14:53:57Z,True,2025-10-30T16:46:58Z,False,,True,588900000.0,,1,5,2025-10-31T10:12:05Z
7b04fa82-97aa-4cee-b64e-65d6517ea425,CAS-00121-YHFHTE,Late delivery: ORD-000761,3dba6da8-5844-49fc-914b-9547c9dc72b8,account,450221a7-97b5-4961-af6c-19848ac0f22a,49bdaf28-0c78-495f-895d-6ac74db49fc9,2,100000001,100000002,2,3,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2026-02-09T10:39:52Z,2026-02-09T14:39:52Z,2026-02-14T10:39:52Z,True,2026-02-09T13:28:35Z,False,,True,0.0,,1,5,2026-02-10T00:38:43Z
22e24376-0561-4cb7-bc61-ee34c9846b24,CAS-00122-7PC81F,Weight discrepancy: ORD-000767,5a304528-0b59-4562-a227-219f551ff086,account,b9f787e8-6edc-419f-966f-4e518f55ae0e,b8f17f23-d5c9-4600-87d8-b24bda75a7c5,2,100000000,100000001,2,3,7931db9d-7b28-4616-ab82-a35fc263b420,2025-11-26T17:17:06Z,2025-11-26T21:17:06Z,2025-12-01T17:17:06Z,True,2025-11-26T19:16:57Z,False,,True,66700000.0,3.0,1,5,2025-11-28T23:06:14Z
6a90cee1-49bf-4dd8-b6a9-071eeeb08a69,CAS-00123-QYC79K,Mill certificate request: ORD-000775,af475b49-c775-4395-9494-05f02cd2a404,account,f35d9b69-10fb-48be-9518-f00115f29f76,e6484408-0dc8-4714-b75e-ba569e721e01,3,100000005,100000003,3,1,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2024-10-12T12:51:15Z,2024-10-12T20:51:15Z,2024-10-22T12:51:15Z,True,2024-10-12T13:42:09Z,False,,,0.0,5.0,1,1000,2024-10-13T16:00:48Z
62bbca25-558f-4bf4-a04e-7614ace420f5,CAS-00124-NM0JMR,Late delivery: ORD-000780,2285b2ef-cfbe-4fe9-aea9-c542a1b970d0,account,b792d157-fb19-4fd1-99db-600a798dfe1b,935f8a28-c67c-4c4f-a17e-974246054f38,2,100000001,100000002,2,3,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2024-09-14T14:35:37Z,2024-09-14T18:35:37Z,2024-09-19T14:35:37Z,True,2024-09-14T16:41:51Z,False,,False,0.0,,1,5,2024-09-15T11:09:28Z
d95408b4-fa73-4f23-b72f-a3edac170c9a,CAS-00125-70J06T,Invoice dispute: ORD-000788,f1901b7e-c6b4-49ef-b74e-ba9310275b53,account,968571c1-f94d-4ff9-914e-c198bad304e5,b6be4973-7558-4b14-b97f-fd9971834044,2,100000004,100000004,2,1,4b30bd90-ff3f-4312-a47b-630f7d42a132,2024-09-06T23:38:14Z,2024-09-07T03:38:14Z,2024-09-11T23:38:14Z,True,2024-09-07T00:14:07Z,False,,False,0.0,3.0,1,5,2024-09-09T14:52:50Z
6a4b894c-f026-44d6-a7c3-3c673e9cfe6e,CAS-00126-PAX7Q6,Mill certificate request: ORD-000790,e2c328aa-3310-4475-8a86-22250b36e356,account,1d1e7581-ee1a-4f27-bc9a-844ea319fd70,cf0caf2c-add9-418d-9bfe-4a49bf095f07,3,100000005,100000003,3,1,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2024-09-27T21:03:33Z,2024-09-28T05:03:33Z,2024-10-07T21:03:33Z,True,2024-09-27T21:25:48Z,False,,,0.0,5.0,1,1000,2024-09-28T00:55:39Z
f023e0eb-5e96-43e5-a0b8-7554d202313a,CAS-00127-A146H4,Late delivery: ORD-000795,493e904d-30ec-4796-a59b-457fc0d7ac73,account,a3ab26a2-abcd-46bf-b48f-82c8ea1b5cee,df37a3cc-d506-4470-911d-a66927bad77e,2,100000001,100000002,2,2,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2024-08-31T07:47:23Z,2024-08-31T11:47:23Z,2024-09-05T07:47:23Z,True,2024-08-31T10:08:07Z,False,,False,0.0,,1,5,2024-09-01T05:48:35Z
fb112b26-bc16-4bfb-b5b8-73d91aedb294,CAS-00128-XUBM7B,Delivery change request: ORD-000800,493e904d-30ec-4796-a59b-457fc0d7ac73,account,5dac6c93-89f6-4248-b8e2-f5039b67774e,a835c2fa-1113-4947-9e43-a70d2b6102b1,3,100000006,100000002,2,2,7931db9d-7b28-4616-ab82-a35fc263b420,2026-02-08T14:32:49Z,2026-02-08T18:32:49Z,2026-02-13T14:32:49Z,True,2026-02-08T16:36:07Z,False,,,0.0,5.0,1,1000,2026-02-09T00:43:11Z
95312929-3faf-42f2-9923-0949e7ad9bdd,CAS-00129-0SDWTG,Mill certificate request: ORD-000807,0c3ce284-c7e5-4bbb-9cb5-1c535b62a8df,account,fde887cb-4b8e-4062-a030-628c3d212401,e45644a1-cd8b-4709-8a0b-a5001665e1b0,3,100000005,100000003,3,2,7931db9d-7b28-4616-ab82-a35fc263b420,2024-08-27T02:21:42Z,2024-08-27T10:21:42Z,2024-09-06T02:21:42Z,True,2024-08-27T03:49:51Z,False,,,0.0,4.0,1,1000,2024-08-31T11:22:08Z
d8c4a4f6-12a6-4712-9958-35f815392391,CAS-00130-PU6QM0,Late delivery: ORD-000813,45f18619-54f9-4429-a7de-02ccdda4f4a7,account,2f5a6ce7-b022-4be0-8179-f76ba6cd30d4,d4fdd4b1-9ba6-443f-b030-82e4d6cc5ca0,2,100000001,100000002,2,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2025-07-31T13:12:09Z,2025-07-31T17:12:09Z,2025-08-05T13:12:09Z,True,2025-07-31T14:00:01Z,False,,True,0.0,,1,5,2025-08-02T14:40:30Z
6072238e-1f49-458d-87c6-81dbc34a1418,CAS-00131-J25DPX,Late delivery: ORD-000822,7092947d-be49-49ec-a667-d3bbe3b56360,account,8d8181c6-d54e-4a56-b04a-9ca0d265dac2,55945e7a-d122-45af-bbd9-3b3ca81c505d,2,100000001,100000002,2,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2024-09-02T21:13:20Z,2024-09-03T01:13:20Z,2024-09-07T21:13:20Z,True,2024-09-02T21:32:31Z,False,,True,0.0,4.0,1,5,2024-09-04T07:51:13Z
7f5f72bb-6e86-4bde-b0b6-cccb6a46dc1d,CAS-00132-JBQBGK,Weight discrepancy: ORD-000824,56cb1ab0-62fb-46d7-b4db-ca07e506f670,account,23a27267-e113-4d3a-99cc-4d06875f1f80,de46fbda-167d-4bdc-927e-7b05b59b3ff8,2,100000000,100000001,2,3,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2024-10-30T11:34:20Z,2024-10-30T15:34:20Z,2024-11-04T11:34:20Z,True,2024-10-30T14:29:46Z,False,,True,426300000.0,4.0,1,5,2024-11-01T03:10:50Z
8ddbf3e8-4e16-4231-abeb-63deb36770f6,CAS-00133-55BBJS,Late delivery: ORD-000826,56cb1ab0-62fb-46d7-b4db-ca07e506f670,account,7f2b3c85-ec70-4990-8290-eedd4295edd1,754f5d13-21a9-4347-95f2-fab4567d42f1,2,100000001,100000002,2,2,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2025-05-18T10:19:05Z,2025-05-18T14:19:05Z,2025-05-23T10:19:05Z,True,2025-05-18T18:55:08Z,False,,False,0.0,,1,5,2025-05-18T23:15:41Z
36499220-6c99-469b-8765-005e93336002,CAS-00134-G0XKA1,Mill certificate request: ORD-000827,56cb1ab0-62fb-46d7-b4db-ca07e506f670,account,9330e3c8-34d5-462d-a451-2fbde202f943,04ff62cb-26a8-483b-91b5-59f69ecf2d01,3,100000005,100000003,3,2,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-10-25T16:17:40Z,2025-10-26T00:17:40Z,2025-11-04T16:17:40Z,True,2025-10-25T18:40:52Z,False,,,0.0,5.0,1,1000,2025-10-26T05:51:00Z
156b9b17-9d52-4b62-98c6-56197a81acee,CAS-00135-994E1Y,Weight discrepancy: ORD-000829,56cb1ab0-62fb-46d7-b4db-ca07e506f670,account,c4fef630-9c56-4ea6-8fea-bdd980fbdbef,1296ff9a-f75d-460f-a804-838d45bf0cdd,2,100000000,100000001,2,1,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2026-05-03T13:28:41Z,2026-05-03T17:28:41Z,2026-05-08T13:28:41Z,True,2026-05-03T13:49:40Z,False,,True,308800000.0,,1,5,2026-05-04T13:22:18Z
94d0e977-344c-4ccf-abde-0479ce08b644,CAS-00136-U774ET,Delivery change request: ORD-000830,56cb1ab0-62fb-46d7-b4db-ca07e506f670,account,df220087-94a5-48ca-8ad3-05944d3280ff,cca3e789-8cd0-4f8d-ba97-21855051942b,3,100000006,100000002,2,2,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2026-04-19T11:33:08Z,2026-04-19T15:33:08Z,2026-04-24T11:33:08Z,True,2026-04-19T14:32:40Z,False,,,0.0,,1,1000,2026-04-19T18:30:56Z
c675f30e-647a-40fc-810e-1c5f8effb4ec,CAS-00137-TFUN1C,Delivery change request: ORD-000833,b12b6680-7f07-4cb9-afd3-40c0f945f2fd,account,d20e584a-d811-4e96-8e29-af86fc4dd729,5126b2b0-3f10-496e-874b-1f489d21e91e,3,100000006,100000002,2,1,7931db9d-7b28-4616-ab82-a35fc263b420,2024-09-25T22:13:47Z,2024-09-26T02:13:47Z,2024-09-30T22:13:47Z,True,2024-09-25T23:15:01Z,False,,,0.0,5.0,1,1000,2024-09-26T08:16:31Z
aea99379-32eb-421d-9c29-ce259f24b656,CAS-00138-ZS5UBZ,Late delivery: ORD-000841,6e3c4532-1434-4f62-acac-028cba220065,account,525a2d76-5088-45f0-9f4b-9e6e39850459,110afb4f-e65c-4235-b558-b32fabd112ca,2,100000001,100000002,2,1,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2024-08-13T01:02:56Z,2024-08-13T05:02:56Z,2024-08-18T01:02:56Z,True,2024-08-13T01:55:36Z,False,,True,0.0,,1,5,2024-08-14T06:38:10Z
e0b63e99-faf5-4038-b8d4-6bbf240e96d3,CAS-00139-SP8PVR,Late delivery: ORD-000843,2e326567-d284-454e-bebe-c0db9a3a6103,account,7bfce8dc-dd74-4630-ae14-31f0b0505831,69f74f8c-1527-4633-9d8f-da80b03c9d70,2,100000001,100000002,2,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2025-09-02T14:53:51Z,2025-09-02T18:53:51Z,2025-09-07T14:53:51Z,True,2025-09-02T16:08:44Z,False,,False,0.0,3.0,1,5,2025-09-03T16:44:24Z
3b2396c3-eeef-40b6-9adb-d746a220b2b8,CAS-00140-B9HDMB,Weight discrepancy: ORD-000844,1a43db54-523a-4993-8b34-46bc8ba435cc,account,7001b2c3-9aec-413f-8131-a28a98d21075,76889293-7b05-420c-b2de-0b8fb7d56234,2,100000000,100000001,2,1,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2024-07-25T03:45:09Z,2024-07-25T07:45:09Z,2024-07-30T03:45:09Z,True,2024-07-25T05:04:33Z,True,2024-07-28T21:45:09Z,False,0.0,4.0,1,5,2024-07-29T04:52:38Z
dbaef54b-0584-4e8d-84d8-4b34847d05f2,CAS-00141-8G38W3,Late delivery: ORD-000847,1a43db54-523a-4993-8b34-46bc8ba435cc,account,272789f2-46e0-4b2a-9be3-94349fe56238,17b10db8-a999-4f5d-9e9d-c8524424404b,2,100000001,100000002,2,1,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2025-01-10T22:13:35Z,2025-01-11T02:13:35Z,2025-01-15T22:13:35Z,True,2025-01-10T22:46:59Z,False,,True,0.0,,1,5,2025-01-11T13:02:10Z
5d444d1e-32dd-42c1-99f5-160044a77e63,CAS-00142-7WQ84M,Weight discrepancy: ORD-000855,4baf0f5e-a932-4094-93f2-8f11147f6570,account,cbf1b05e-fff0-49db-b14b-4ea2f3b30f17,ef8bffa8-ca58-4a54-a2a6-718eae23f4f8,2,100000000,100000001,2,1,7931db9d-7b28-4616-ab82-a35fc263b420,2024-11-17T22:57:39Z,2024-11-18T02:57:39Z,2024-11-22T22:57:39Z,True,2024-11-18T02:54:43Z,True,2024-11-21T16:57:39Z,True,131100000.0,1.0,1,5,2024-11-27T05:19:45Z
f2279e2b-b081-4b1f-ad9d-50ee894048ad,CAS-00143-U4D5YY,Quality / spec claim: ORD-000866,0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,account,4ef60c52-fdfb-42b9-bd23-a169d99dff00,ce4e4057-84dd-4708-8b01-e1e68c5914e5,2,100000002,100000003,2,1,7931db9d-7b28-4616-ab82-a35fc263b420,2024-10-12T09:00:34Z,2024-10-12T13:00:34Z,2024-10-17T09:00:34Z,True,2024-10-12T10:23:44Z,False,,False,0.0,,1,5,2024-10-14T11:48:53Z
afd3dcea-3876-4066-8890-326b611ca198,CAS-00144-71HNBW,Damaged or rusted material: ORD-000871,0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,account,50ee5ecc-63c8-4be8-8dd0-0e0697e235c3,4442bbe6-3d9c-4c3b-a69c-3f2230703cce,2,100000003,100000003,1,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2025-11-13T05:12:17Z,2025-11-13T07:12:17Z,2025-11-15T05:12:17Z,True,2025-11-13T08:06:19Z,True,2025-11-14T17:12:17Z,True,1602300000.0,,1,5,2025-11-15T07:32:34Z
b6003c7e-3387-4f6d-a273-7dff81ade268,CAS-00145-GD8X8X,Weight discrepancy: ORD-000872,0eaf04b5-f2a9-4c8a-8a9e-4a62fae3114b,account,549f0377-7dcd-4822-8624-244317f1cde5,85d3042b-758a-4957-9194-4e4c2d1a06d6,2,100000000,100000001,2,2,4b30bd90-ff3f-4312-a47b-630f7d42a132,2025-11-23T19:12:40Z,2025-11-23T23:12:40Z,2025-11-28T19:12:40Z,True,2025-11-23T20:43:42Z,False,,True,159100000.0,4.0,1,5,2025-11-25T17:00:21Z
d5caf163-589c-4f6c-838b-9f765038f189,CAS-00146-P5TWY4,Late delivery: ORD-000879,67fd64c4-a334-458a-abd2-b5121335e5db,account,3ef763e2-be39-428e-b3f7-5a73e141ab38,f4a04c97-edea-4d25-aa49-a4c344c8dfd9,2,100000001,100000002,2,1,4cae8e39-e278-419b-94aa-01f9ef63cd2c,2025-08-12T18:04:35Z,2025-08-12T22:04:35Z,2025-08-17T18:04:35Z,True,2025-08-12T20:14:18Z,False,,False,0.0,,1,5,2025-08-13T08:45:59Z
1d3e1428-c033-4b7c-bc44-1f448e936160,CAS-00147-16SCWF,Weight discrepancy: ORD-000895,ad973b67-9b89-45cb-9942-644c248d31ec,account,c8368e05-2063-4b97-b437-2b0c3ea4da88,da823b1a-da2f-4e4e-9282-2835cb37a1a2,2,100000000,100000001,2,2,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2024-08-07T09:40:50Z,2024-08-07T13:40:50Z,2024-08-12T09:40:50Z,True,2024-08-07T12:11:53Z,False,,True,158300000.0,,1,5,2024-08-08T20:05:28Z
90e8d9ee-ab62-47e4-bf87-b5be3b3be313,CAS-00148-G83C8U,Late delivery: ORD-000898,20509c62-08e8-45d7-b02c-1821c8040fb7,account,f3df01ed-2889-41f1-b3b1-cd684261423b,a7eecd5a-9e7a-4997-9b86-47a8d46da621,2,100000001,100000002,2,1,0e108913-5aeb-4cd9-a56a-e9713fdfefe6,2024-11-01T20:36:34Z,2024-11-02T00:36:34Z,2024-11-06T20:36:34Z,True,2024-11-01T22:50:14Z,False,,False,0.0,,1,5,2024-11-02T13:33:38Z
